Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,55,40,15,72.7%,88-41,68.2%,710-616,53.5%,26-7,78.8%,55,88.1%,18.1%,14.2%,4.0%,67.7%,77.9%,52.5%,69.7%,35.8%,52.1%,1.18
Clay,8,3,5,37.5%,9-12,42.9%,105-106,49.8%,1-4,20.0%,8,80.2%,21.9%,7.0%,3.6%,65.9%,71.7%,52.3%,65.1%,38.3%,50.8%,1.10
Grass,10,6,4,60.0%,15-13,53.6%,147-130,53.1%,1-4,20.0%,10,87.7%,18.7%,17.1%,4.4%,63.4%,80.0%,53.4%,70.2%,36.0%,52.3%,1.21
Grand Slams,10,6,4,60.0%,23-15,60.5%,202-188,51.8%,6-2,75.0%,10,84.3%,18.3%,11.4%,5.5%,62.5%,75.8%,51.7%,66.8%,37.4%,51.5%,1.13
Masters,24,15,9,62.5%,31-23,57.4%,286-262,52.2%,6-7,46.2%,24,85.1%,20.2%,12.2%,4.7%,66.9%,76.0%,53.1%,68.4%,35.8%,51.5%,1.13
Other Tours,35,26,9,74.3%,54-23,70.1%,431-350,55.2%,14-6,70.0%,35,90.5%,19.2%,16.4%,3.0%,68.3%,80.4%,52.4%,71.6%,36.6%,53.1%,1.29
Best of 5,10,6,4,60.0%,23-15,60.5%,202-188,51.8%,6-2,75.0%,10,84.3%,18.3%,11.4%,5.5%,62.5%,75.8%,51.7%,66.8%,37.4%,51.5%,1.13
Best of 3,63,43,20,68.3%,89-51,63.6%,760-664,53.4%,22-13,62.9%,63,87.9%,18.7%,14.4%,3.6%,68.1%,77.9%,53.0%,70.0%,35.8%,52.1%,1.19
Finals,4,2,2,50.0%,4-5,44.4%,47-49,49.0%,2-2,50.0%,4,91.1%,8.5%,14.4%,2.5%,71.5%,81.3%,48.1%,71.8%,29.2%,50.1%,1.04
Semi-finals,10,4,6,40.0%,9-14,39.1%,105-117,47.3%,2-2,50.0%,10,83.5%,11.0%,14.9%,2.4%,69.6%,75.4%,50.0%,67.7%,31.8%,49.3%,0.98
Quarter-finals,12,9,3,75.0%,19-8,70.4%,147-124,54.2%,7-1,87.5%,12,86.2%,21.1%,15.1%,4.5%,65.1%,79.1%,49.3%,68.7%,37.5%,52.4%,1.20
vs Righties,67,45,22,67.2%,103-61,62.8%,884-785,53.0%,25-14,64.1%,67,86.8%,18.9%,13.5%,4.0%,66.3%,77.5%,52.0%,68.9%,36.3%,51.9%,1.17
vs Lefties,5,3,2,60.0%,7-5,58.3%,65-58,52.8%,2-1,66.7%,5,91.5%,14.8%,14.9%,3.1%,74.9%,76.7%,61.4%,72.9%,33.2%,52.2%,1.22
vs Top 10,13,6,7,46.2%,15-18,45.5%,156-175,47.1%,5-2,71.4%,13,82.0%,11.7%,11.2%,4.6%,66.5%,75.1%,47.8%,66.0%,31.3%,48.7%,0.92
