Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai SF,L vs Medvedev,0% (0/9),- (0/0),0/1,33% (3/9),0% (0/3),0/0,0/0,0/2,0/0,0/1
2026 Rotterdam F,L vs De Minaur,0% (0/9),- (0/0),0/3,50% (4/8),25% (1/4),0/0,0/0,1/1,0/0,0/0
2026 Rotterdam SF,W vs Bublik,71% (5/7),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2026 Rotterdam QF,W vs Griekspoor,50% (5/10),40% (2/5),0/0,10% (1/10),100% (1/1),2/2,1/1,0/0,1/1,0/0
2026 Rotterdam R16,W vs Medjedovic,20% (2/10),100% (2/2),0/0,10% (1/10),100% (1/1),2/2,2/2,0/0,1/1,0/0
2026 Montpellier F,W vs Mannarino,27% (3/11),67% (2/3),0/0,0% (0/10),- (0/0),1/1,0/0,0/0,0/0,0/0
2025 Tour Finals SF,L vs Alcaraz,11% (1/9),0% (0/1),0/1,44% (4/9),25% (1/4),0/0,0/0,0/2,0/0,0/1
2025 Tour Finals RR,L vs Sinner,0% (0/10),- (0/0),0/2,67% (6/9),50% (3/6),0/0,0/0,1/2,0/0,0/0
2025 Tour Finals RR,W vs Shelton,18% (3/17),67% (2/3),0/1,18% (3/17),33% (1/3),0/1,0/0,3/4,0/0,2/2
2025 Tour Finals RR,W vs Zverev,27% (3/11),33% (1/3),0/0,27% (3/11),100% (3/3),0/0,0/0,0/0,0/0,0/0
2025 Paris F,L vs Sinner,0% (0/11),- (0/0),0/1,27% (3/11),67% (2/3),0/0,0/0,1/1,0/0,0/0
2025 Paris SF,W vs Bublik,27% (3/11),100% (3/3),1/2,18% (2/11),0% (0/2),2/3,1/1,0/0,1/1,0/0
2025 Paris QF,W vs Vacherot,63% (5/8),80% (4/5),0/0,13% (1/8),100% (1/1),4/4,2/2,0/0,1/1,0/0
2025 Brussels F,W vs Lehecka,25% (4/16),50% (2/4),0/0,6% (1/16),100% (1/1),1/1,0/0,2/2,0/0,0/0
2025 US Open SF,L vs Sinner,22% (4/18),25% (1/4),0/4,41% (7/17),43% (3/7),1/1,1/1,2/2,0/0,1/1
2025 US Open QF,W vs De Minaur,26% (6/23),67% (4/6),2/4,30% (7/23),43% (3/7),4/4,1/2,4/4,0/0,0/0
2025 Cincinnati QF,L vs Sinner,14% (1/7),100% (1/1),0/4,100% (7/7),14% (1/7),1/1,0/0,0/2,0/0,0/1
2025 Stuttgart SF,L vs Fritz,0% (0/11),- (0/0),0/0,18% (2/11),50% (1/2),0/0,0/0,2/3,0/0,2/2
2025 Stuttgart R16,W vs Mpetshi Perricard,40% (4/10),75% (3/4),1/1,20% (2/10),50% (1/2),3/3,2/2,0/0,1/1,0/0
2025 Roland Garros R128,L vs Arnaldi,46% (11/24),36% (4/11),0/5,30% (7/23),29% (2/7),3/4,2/2,3/3,0/0,0/0
2026 (6 matches),,26.8%,66.7%,0.0%,16.4%,33.3%,100.0%,100.0%,33.3%,100.0%,0.0%
2025 (19 matches),,26.7%,53.8%,17.2%,27.4%,43.9%,90.3%,93.3%,73.3%,100.0%,71.4%
2024 (17 matches),,23.1%,62.3%,4.3%,34.1%,28.2%,73.3%,91.7%,66.7%,100.0%,70.0%
2023 (15 matches),,27.9%,53.4%,16.7%,25.1%,38.5%,85.2%,76.9%,94.7%,80.0%,85.7%
2022 (33 matches),,29.8%,60.4%,14.6%,22.3%,44.2%,90.6%,93.9%,87.2%,100.0%,85.7%
Career (220 matches),,29.4%,63.5%,17.3%,29.9%,36.7%,82.4%,85.9%,75.8%,92.8%,73.8%
