Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,316,200,116,63.3%,461-314,59.5%,4111-3709,52.6%,112-66,62.9%,305,84.9%,19.3%,12.9%,5.1%,64.2%,76.7%,50.4%,67.3%,36.2%,51.4%,1.11
Clay,92,49,43,53.3%,118-105,52.9%,1120-1067,51.2%,21-16,56.8%,90,78.7%,23.1%,7.6%,5.0%,64.2%,71.5%,48.8%,63.4%,38.3%,50.9%,1.05
Grass,46,29,17,63.0%,72-53,57.6%,693-619,52.8%,16-18,47.1%,45,89.1%,16.0%,16.3%,4.9%,63.7%,79.7%,54.1%,70.4%,33.9%,51.8%,1.15
Grand Slams,67,40,27,59.7%,139-109,56.0%,1272-1181,51.9%,29-17,63.0%,67,83.3%,19.4%,11.4%,5.2%,63.0%,75.6%,51.1%,66.5%,36.9%,51.2%,1.10
Masters,122,66,56,54.1%,141-130,52.0%,1384-1333,50.9%,32-28,53.3%,121,81.3%,20.6%,10.5%,6.2%,62.7%,74.5%,48.4%,64.8%,36.4%,50.5%,1.03
Other Tours,246,160,86,65.0%,346-217,61.5%,3045-2678,53.2%,83-50,62.4%,239,85.9%,19.7%,13.4%,4.5%,65.1%,77.0%,51.2%,68.0%,36.4%,51.9%,1.14
Best of 5,67,40,27,59.7%,139-109,56.0%,1272-1181,51.9%,29-17,63.0%,67,83.3%,19.4%,11.4%,5.2%,63.0%,75.6%,51.1%,66.5%,36.9%,51.2%,1.10
Best of 3,387,238,149,61.5%,512-363,58.5%,4652-4214,52.5%,120-83,59.1%,373,84.4%,19.8%,12.4%,5.0%,64.4%,76.1%,50.3%,66.9%,36.2%,51.4%,1.09
Finals,23,10,13,43.5%,21-29,42.0%,248-267,48.2%,6-6,50.0%,23,81.8%,14.0%,12.9%,4.4%,66.4%,74.9%,49.0%,66.2%,33.0%,49.8%,0.98
Semi-finals,42,22,20,52.4%,49-49,50.0%,501-498,50.2%,13-10,56.5%,41,84.8%,14.8%,13.9%,4.3%,65.6%,76.9%,49.1%,67.4%,33.7%,50.4%,1.03
Quarter-finals,66,40,26,60.6%,85-59,59.0%,749-700,51.7%,23-9,71.9%,64,83.6%,19.0%,14.1%,4.5%,64.5%,76.2%,50.3%,67.0%,35.9%,51.1%,1.09
vs Righties,393,241,152,61.3%,557-412,57.5%,5098-4666,52.2%,125-90,58.1%,379,84.1%,19.7%,12.1%,5.0%,64.1%,75.9%,50.2%,66.7%,36.3%,51.2%,1.09
vs Lefties,59,35,24,59.3%,90-60,60.0%,801-714,52.9%,23-10,69.7%,59,84.5%,19.5%,12.3%,5.3%,64.1%,76.1%,51.8%,67.4%,36.9%,51.7%,1.13
vs Top 10,72,25,47,34.7%,66-111,37.3%,823-947,46.5%,11-19,36.7%,68,77.9%,14.7%,10.8%,5.1%,64.2%,72.9%,46.8%,63.6%,32.5%,48.1%,0.89
