Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2020 W25 Kazan F,L vs Zakharova,44% (4/9),50% (2/4),1/5,63% (5/8),0% (0/5),0/2,0/0,0/0,0/0,0/0
2019 W25 Grodzisk Mazowiecki QF,W vs Hertel,53% (9/17),67% (6/9),1/4,39% (7/18),43% (3/7),4/5,1/3,1/1,1/1,0/0
2019 W60 Stare Splavy R16,L vs Andrei,27% (3/11),100% (3/3),2/6,89% (8/9),25% (2/8),0/3,0/0,0/0,0/0,0/0
2019 W25 Rome R16,W vs Cristian,100% (7/7),86% (6/7),1/1,43% (3/7),67% (2/3),5/6,2/2,0/0,1/1,0/0
2019 W25 Rome R32,W vs Lukas,73% (8/11),100% (8/8),4/6,64% (7/11),14% (1/7),3/8,2/4,0/0,1/2,0/0
2019 W60 Wiesbaden QF,L vs Blinkova,69% (9/13),78% (7/9),4/7,77% (10/13),10% (1/10),1/6,0/0,0/2,0/0,0/1
2019 W60 Wiesbaden R16,W vs Zaja,50% (7/14),86% (6/7),3/3,29% (4/14),0% (0/4),4/6,2/2,0/1,1/1,0/0
2019 W60 Wiesbaden R32,W vs Lopatetskaya,67% (6/9),100% (6/6),1/3,33% (3/9),0% (0/3),2/5,1/2,0/0,1/1,0/0
2019 W25 Chiasso R32,L vs Salden,42% (5/12),100% (5/5),0/5,50% (6/12),17% (1/6),4/5,1/2,1/1,0/1,0/0
2019 W25 Obidos QF,L vs Bolkvadze,15% (2/13),100% (2/2),1/3,38% (5/13),20% (1/5),2/2,1/1,0/1,0/0,0/1
2019 W25 Obidos R16,W vs Anshba,70% (7/10),86% (6/7),3/4,45% (5/11),20% (1/5),3/6,2/3,0/0,1/2,0/0
2019 W25 Nishi Tama QF,L vs Gatto Monticone,57% (4/7),25% (1/4),0/6,86% (6/7),0% (0/6),0/1,0/0,0/0,0/0,0/0
2019 W25 Yokohama R32,L vs Lee,47% (7/15),71% (5/7),1/6,43% (6/14),0% (0/6),3/5,1/1,0/0,0/0,0/0
2019 W25 Moscow QF,L vs Rybakina,13% (1/8),0% (0/1),0/3,50% (4/8),0% (0/4),0/0,0/0,1/2,0/0,0/1
2019 W25 Moscow R32,W vs Fomina,50% (7/14),57% (4/7),1/3,21% (3/14),0% (0/3),3/4,2/2,0/0,1/1,0/0
2019 W25 Trnava QF,L vs Cadantu Ignatik,50% (8/16),63% (5/8),2/6,44% (7/16),0% (0/7),3/4,0/1,2/3,0/0,0/1
2019 W25 Trnava R32,W vs Stara,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2019 W25 Trnava QF,L vs Kucova,33% (3/9),33% (1/3),0/3,50% (4/8),0% (0/4),0/1,0/0,0/1,0/0,0/0
2019 W25 Trnava R16,W vs Ghioroaie,53% (8/15),50% (4/8),0/3,38% (6/16),50% (3/6),3/4,2/2,2/2,1/1,2/2
2018 Tashkent R32,L vs Schmiedlova,38% (3/8),33% (1/3),1/5,86% (6/7),17% (1/6),0/1,0/0,1/1,0/0,0/0
2020 (1 matches),,44.4%,50.0%,20.0%,62.5%,0.0%,0.0%,-,-,-,-
2019 (18 matches),,50.7%,74.5%,33.3%,45.2%,16.0%,58.7%,70.4%,50.0%,75.0%,33.3%
2018 (3 matches),,40.9%,44.4%,18.8%,90.5%,5.3%,0.0%,-,50.0%,-,0.0%
2017 (56 matches),,66.5%,85.3%,53.3%,50.3%,25.7%,67.7%,63.5%,50.0%,65.5%,33.3%
2016 (18 matches),,59.7%,79.5%,43.1%,50.5%,13.4%,62.0%,30.0%,41.2%,40.0%,33.3%
Career (125 matches),,60.5%,81.9%,44.8%,51.0%,18.3%,62.7%,59.3%,44.2%,62.7%,28.2%
