Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,7,4,3,57.1%,9-3,75.0%,65-46,58.6%,1-0,100.0%,6,60.4%,48.9%,1.9%,2.8%,65.2%,59.5%,43.8%,54.0%,48.5%,51.2%,1.05,F (W15 San Diego CA)
2024,35,19,16,54.3%,41-34,54.7%,370-338,52.3%,6-3,66.7%,6,62.1%,40.0%,1.6%,7.2%,64.1%,61.0%,44.4%,55.1%,46.1%,50.5%,1.03,F (2x)
2023,66,49,17,74.2%,101-44,69.7%,773-527,59.5%,8-7,53.3%,0,,,,,,,,,,,,W (3x)
2022,18,10,8,55.6%,22-15,59.5%,184-145,55.9%,1-1,50.0%,0,,,,,,,,,,,,F (W15 Antalya)
2021,6,2,4,33.3%,4-8,33.3%,48-64,42.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2020,15,7,8,46.7%,16-18,47.1%,160-161,49.8%,2-1,66.7%,1,45.5%,45.5%,3.9%,3.9%,53.9%,48.8%,42.9%,46.1%,46.5%,46.3%,0.86,F (W25 Kazan)
2019,49,29,20,59.2%,66-51,56.4%,585-497,54.1%,4-8,33.3%,0,,,,,,,,,,,,W (W25 Kaposvar)
2018,36,24,12,66.7%,50-27,64.9%,397-305,56.6%,2-3,40.0%,0,,,,,,,,,,,,W (2x)
2017,71,49,22,69.0%,106-47,69.3%,801-548,59.4%,5-9,35.7%,0,,,,,,,,,,,,W (4x)
2016,32,19,13,59.4%,40-31,56.3%,353-308,53.4%,5-3,62.5%,0,,,,,,,,,,,,W (Sozopol $10K)
2015,50,30,20,60.0%,65-38,63.1%,528-408,56.4%,8-3,72.7%,0,,,,,,,,,,,,F (2x)
2014,28,13,15,46.4%,28-33,45.9%,286-281,50.4%,3-2,60.0%,0,,,,,,,,,,,,SF (Belgrade 10K)
2013,27,11,16,40.7%,26-36,41.9%,263-301,46.6%,1-1,50.0%,0,,,,,,,,,,,,SF (Belgrade 10K)
2012,15,9,6,60.0%,18-15,54.5%,157-142,52.5%,0-2,0.0%,0,,,,,,,,,,,,SF (Belgrade 10K)
2011,3,2,1,66.7%,3-2,60.0%,28-21,57.1%,0-1,0.0%,0,,,,,,,,,,,,QF (Pirot 10K)
Career,458,277,181,60.5%,595-402,59.7%,4998-4092,55.0%,46-45,50.5%,13,59.8%,44.1%,1.9%,5.0%,63.6%,59.3%,44.0%,53.7%,47.1%,50.4%,1.02,
