Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,1,Hard,1,0,1,0.0%,1,1,0,100.0%,2019,2019,Q1,1,0.82,3.1%,4.2%,56.3%,55.6%,47.6%,52.1%,39.2%,33.3%,33.3%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2024,2024,Q1,1,0.68,0.0%,8.6%,62.1%,50.0%,27.3%,41.4%,40.0%,33.3%,50.0%
Wimbledon,1,Grass,1,0,1,0.0%,1,0,1,0.0%,2019,2019,Q1,1,0.82,1.0%,6.1%,57.1%,64.3%,35.7%,52.0%,39.5%,61.5%,80.0%
US Open,1,Hard,1,0,1,0.0%,0,0,0,-,2018,2018,Q1,1,0.58,0.0%,2.1%,51.1%,50.0%,47.8%,48.9%,29.8%,16.7%,33.3%
Fed Cup,1,,3,2,1,66.7%,0,0,0,-,2018,2018,,3,0.96,2.7%,5.9%,59.7%,59.1%,48.3%,54.8%,43.5%,54.8%,42.9%
Prague,2,Clay,2,0,2,0.0%,2,0,2,0.0%,2020,2024,R128,2,0.96,3.3%,4.3%,61.4%,55.8%,46.5%,52.2%,46.1%,54.5%,45.8%
Nurnberg,2,Clay,5,3,2,60.0%,1,0,1,0.0%,2018,2019,R32,5,1.00,3.8%,4.6%,53.9%,66.7%,37.1%,53.0%,46.8%,40.5%,58.5%
