Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Valentini Grammatikopoulou [GRE],4,2,66.7%,4,3,1,75.0%,2015,2023,0,,,,,,,,,,
5,Tena Lukas [CRO],3,2,60.0%,1,0,1,0.0%,2013,2019,0,,,,,,,,,,
5,Gabriela Pantuckova [CZE],2,3,40.0%,0,0,0,-,2014,2016,0,,,,,,,,,,
4,Ayla Aksu [USA],3,1,75.0%,1,1,0,100.0%,2017,2023,0,,,,,,,,,,
4,Nuria Parrizas Diaz [ESP],2,2,50.0%,3,0,3,0.0%,2015,2021,1,1.33,0.0%,4.2%,63.9%,63.0%,50.0%,58.3%,55.6%,50.0%,45.5%
4,Anna Zaja [GER],2,2,50.0%,0,0,0,-,2017,2020,1,0.62,0.0%,1.8%,66.1%,62.2%,52.6%,58.9%,25.5%,40.0%,0.0%
4,Anna Bondar [HUN],3,1,75.0%,1,1,0,100.0%,2015,2019,0,,,,,,,,,,
4,Giulia Gatto Monticone [ITA],3,1,75.0%,0,0,0,-,2017,2019,0,,,,,,,,,,
4,Viktoriya Tomova [BUL],3,1,75.0%,0,0,0,-,2013,2018,2,1.32,5.6%,1.6%,62.9%,69.2%,52.2%,62.9%,49.1%,71.4%,60.0%
3,Maileen Nuudi [EST],0,3,0.0%,0,0,0,-,2022,2023,1,0.72,0.0%,7.1%,75.0%,54.8%,42.9%,51.8%,34.5%,63.6%,25.0%
3,Ekaterine Gorgodze [GEO],2,1,66.7%,0,0,0,-,2017,2023,1,1.04,2.5%,6.7%,66.7%,58.8%,50.0%,55.8%,46.0%,66.7%,40.0%
3,Dea Herdzelas [BIH],2,1,66.7%,1,0,1,0.0%,2014,2019,0,,,,,,,,,,
3,Cindy Burger [NED],2,1,66.7%,0,0,0,-,2013,2019,0,,,,,,,,,,
3,Alexandra Cadantu Ignatik [ROU],0,3,0.0%,3,1,2,33.3%,2016,2019,0,,,,,,,,,,
3,Stefania Rubini [ITA],2,1,66.7%,0,0,0,-,2013,2018,0,,,,,,,,,,
