Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),452,100,391,1376,358,1357,357,1326,259,1332,,,,
2025,242,232,361,1406,321,1393,348,1340,251,1347,,,,
2024,418,109,,,,,,,,,423,127,,
2023,432,104,389,1309,368,1286,357,1295,249,1320,,,,
2022,343,143,328,1405,278,1407,348,1320,,,,,,
2021,345,137,,,,,,,,,,,,
2020,340,127,273,1347,265,1325,265,1255,,,483,87,,
2019,332,117,370,1363,324,1368,387,1273,,,696,47,,
2018,384,41,,,,,,,,,,,,
2017,409,96,,,,,,,,,385,140,,
2016,622,48,,,,,,,,,842,46,,
2015,465,85,,,,,,,,,1235,18,,
2014,892,16,,,,,,,,,1685,6,,
2013,1304,4,,,,,,,,,,,,
