Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,3-7,30.0%,39-52,42.9%,1-0,100.0%,4,55.6%,28.9%,5.0%,4.3%,59.3%,62.0%,40.4%,53.2%,38.7%,46.0%,0.83,R16 (Soma Bay)
2025,43,21,22,48.8%,50-56,47.2%,523-533,49.5%,12-8,60.0%,43,76.8%,21.6%,7.1%,3.6%,58.5%,70.1%,50.1%,61.8%,37.1%,49.4%,0.97,W (Nottingham)
2024,4,0,4,0.0%,1-8,11.1%,36-51,41.4%,0-1,0.0%,4,62.8%,20.9%,5.3%,4.2%,54.2%,64.3%,50.4%,58.0%,37.1%,47.2%,0.88,R32 (4x)
2023,25,8,17,32.0%,22-38,36.7%,272-308,46.9%,5-5,50.0%,25,75.5%,18.8%,5.4%,3.4%,58.0%,69.9%,49.8%,61.4%,34.8%,48.5%,0.90,QF (2x)
2022,32,12,20,37.5%,31-46,40.3%,365-399,47.8%,7-6,53.8%,32,78.2%,17.4%,7.4%,4.7%,56.7%,70.5%,52.9%,62.9%,35.6%,49.3%,0.96,SF (Vilnius)
2021,5,1,4,20.0%,4-8,33.3%,45-65,40.9%,1-0,100.0%,5,68.5%,12.7%,4.9%,4.5%,59.4%,70.5%,52.0%,63.0%,34.8%,47.6%,0.94,R16 (St. Petersburg 1)
2020,10,3,7,30.0%,8-15,34.8%,106-123,46.3%,1-2,33.3%,10,77.0%,15.9%,6.6%,2.0%,65.6%,65.2%,55.6%,61.9%,35.4%,48.8%,0.93,R32 (4x)
2019,43,20,23,46.5%,47-53,47.0%,473-480,49.6%,6-7,46.2%,43,74.6%,25.4%,5.9%,4.3%,57.7%,68.1%,52.3%,61.4%,39.2%,50.0%,1.02,F (Portoroz)
2018,6,3,3,50.0%,6-6,50.0%,59-65,47.6%,2-1,66.7%,6,73.8%,20.0%,6.0%,4.0%,61.6%,70.2%,46.4%,61.1%,35.4%,48.2%,0.91,QF (Ningbo)
2016,2,0,2,0.0%,0-4,0.0%,15-24,38.5%,0-0,-,2,70.0%,5.3%,5.4%,5.4%,56.6%,65.8%,44.6%,56.6%,30.6%,44.6%,0.71,R32 (2x)
Career,174,69,105,39.7%,172-241,41.6%,1933-2100,47.9%,35-30,53.8%,174,75.2%,20.7%,6.4%,4.0%,58.3%,69.0%,51.1%,61.6%,36.8%,49.1%,0.96,
