Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Glasgow CH F,L vs Budkov Kjaer,21,31,0.7,18.9%,27.9%,15,28,0.5,15.3%,28.6%,12.2%,3.1%,1.1,8.1%,7.2%
2022 Vilnius CH SF,L vs Bellucci,11,21,0.5,7.7%,14.7%,11,18,0.6,8.6%,14.1%,8.6%,0.0%,1.2,14.7%,12.6%
2021 Stockholm R32,L vs Murray,28,36,0.8,21.4%,27.5%,24,34,0.7,20.3%,28.8%,14.4%,5.9%,1.3,11.5%,9.2%
2019 Portoroz CH F,L vs Bedene,12,32,0.4,9.3%,24.8%,12,30,0.4,10.2%,25.4%,5.9%,4.2%,0.8,14.7%,19.4%
Career (4 matches),,72,120,0.6,14.0%,23.3%,62,110,0.6,13.4%,23.8%,10.2%,3.2%,1.0,12.5%,12.3%
