Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2009,9,1,8,11.1%,5-16,23.8%,68-113,37.6%,0-0,-,9,-,-,7.3%,3.6%,47.2%,63.9%,46.1%,54.5%,33.8%,45.0%,0.74,R16 (Seoul)
2008,4,0,4,0.0%,1-7,12.5%,22-45,32.8%,0-0,-,4,-,-,4.8%,6.0%,52.6%,57.3%,39.0%,48.6%,28.7%,40.0%,0.56,R32 (Prague)
2007,41,18,23,43.9%,44-47,48.4%,420-422,49.9%,3-6,33.3%,35,-,-,6.5%,5.4%,54.6%,69.6%,45.2%,58.5%,39.7%,49.3%,0.96,W (Barcelona)
2006,47,27,20,57.4%,60-49,55.0%,514-487,51.3%,4-1,80.0%,21,-,-,5.8%,7.0%,55.8%,67.8%,44.4%,57.4%,40.5%,49.2%,0.95,W (2x)
2005,42,17,25,40.5%,40-50,44.4%,416-452,47.9%,8-6,57.1%,11,-,-,12.5%,5.5%,53.9%,75.2%,47.2%,62.3%,39.9%,50.9%,1.06,F (Memphis)
2004,42,20,22,47.6%,47-48,49.5%,471-458,50.7%,5-8,38.5%,6,-,-,7.4%,7.6%,51.1%,72.1%,42.0%,57.4%,39.3%,48.6%,0.92,SF (2x)
2003,58,33,25,56.9%,75-60,55.6%,686-631,52.1%,7-12,36.8%,8,-,-,6.7%,5.9%,51.6%,71.9%,47.0%,59.9%,41.1%,50.5%,1.02,W (Canberra)
2002,58,30,28,51.7%,67-61,52.3%,617-592,51.0%,6-7,46.2%,0,,,,,,,,,,,,F (Sydney)
2001,68,43,25,63.2%,91-62,59.5%,778-671,53.7%,15-11,57.7%,0,,,,,,,,,,,,W (Quebec City)
2000,47,26,21,55.3%,59-46,56.2%,517-490,51.3%,7-6,53.8%,0,,,,,,,,,,,,W (Shanghai)
1999,32,10,22,31.3%,24-42,36.4%,271-326,45.4%,3-5,37.5%,0,,,,,,,,,,,,SF (Bogota)
1998,17,8,9,47.1%,18-19,48.6%,162-161,50.2%,0-2,0.0%,0,,,,,,,,,,,,QF (2x)
1997,1,0,1,0.0%,1-2,33.3%,9-16,36.0%,0-0,-,0,,,,,,,,,,,,R128 (Key Biscayne)
1996,7,3,4,42.9%,8-9,47.1%,76-76,50.0%,0-0,-,0,,,,,,,,,,,,QF (Budapest)
Career,473,236,237,49.9%,540-518,51.0%,5027-4940,50.4%,58-64,47.5%,94,-,-,7.2%,5.9%,53.5%,69.3%,45.0%,58.0%,39.2%,48.9%,0.93,
