Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 US Open R128,L vs Bencic,58.8%,36.2%,8.8%,3/4,2.55,22.6%,62.3%,30.3%,9.4%,2.51,27.5%,70.0%,50.0%,10.0%,2.65,7.7%
2022 St Petersburg R16,L vs Ostapenko,72.0%,36.1%,20.0%,3/7,3.04,6.9%,69.7%,21.7%,18.2%,3.17,11.1%,81.3%,61.5%,25.0%,2.84,0.0%
2022 Melbourne R16,W vs Burel,78.0%,47.4%,5.0%,5/0,2.39,2.6%,87.9%,47.1%,6.9%,2.35,3.2%,93.1%,48.1%,3.4%,2.54,0.0%
2021 Cluj Napoca F,W vs Sherif,83.0%,61.5%,0.0%,0/0,2.75,6.9%,86.2%,56.0%,0.0%,2.74,11.1%,87.5%,71.4%,0.0%,2.77,0.0%
2021 Cluj Napoca QF,W vs Mendez,82.6%,53.3%,3.7%,3/1,2.41,14.5%,90.0%,46.0%,2.9%,2.44,18.4%,79.4%,70.4%,5.9%,2.34,5.0%
2021 Hamburg F,L vs Ruse,80.7%,49.3%,4.8%,2/2,2.28,0.0%,77.8%,54.3%,8.9%,2.30,0.0%,91.4%,43.8%,0.0%,2.24,0.0%
2021 Wimbledon R64,L vs Krejcikova,68.9%,38.1%,8.2%,3/2,2.22,23.8%,71.8%,35.7%,7.7%,2.26,35.7%,73.7%,42.9%,10.5%,2.15,0.0%
2021 Stuttgart R32,L vs Sakkari,68.1%,46.9%,6.4%,2/1,2.20,0.0%,69.2%,27.8%,3.8%,2.06,0.0%,82.4%,71.4%,11.8%,2.39,0.0%
2019 Linz SF,L vs Gauff,79.2%,43.9%,1.4%,0/1,2.47,2.1%,80.0%,45.5%,0.0%,2.25,3.1%,76.5%,38.5%,5.9%,2.95,0.0%
2019 Guangzhou R32,W vs Pattinama Kerkhove,68.4%,61.5%,7.9%,5/4,2.62,1.4%,76.6%,63.3%,12.5%,2.76,2.1%,82.9%,58.6%,2.9%,2.34,0.0%
2019 Wimbledon R128,L vs Niculescu,81.3%,52.6%,3.1%,1/2,2.47,71.2%,80.5%,54.8%,2.6%,2.49,71.1%,88.9%,43.8%,5.6%,2.46,71.4%
2019 Stuttgart R32,W vs Sorribes Tormo,84.5%,52.1%,1.2%,0/1,2.36,3.3%,89.1%,57.9%,1.6%,2.41,4.4%,100.0%,28.6%,0.0%,2.19,0.0%
2019 Indian Wells R128,L vs Williams,79.5%,53.2%,10.3%,6/2,2.10,3.3%,80.4%,48.6%,6.5%,2.16,4.4%,89.3%,60.0%,17.9%,1.92,0.0%
2019 Fed Cup RR,L vs Sabalenka,69.6%,43.6%,5.4%,2/1,2.66,9.3%,70.3%,38.5%,2.7%,2.62,11.1%,76.5%,53.8%,11.8%,2.73,6.3%
2018 Washington R32,W vs Loeb,77.1%,64.9%,2.1%,1/0,2.24,10.7%,83.3%,65.0%,0.0%,2.16,17.6%,94.4%,64.7%,5.6%,2.35,0.0%
2018 Roland Garros R32,L vs Halep,70.4%,42.1%,1.9%,1/0,2.47,3.6%,75.8%,52.0%,3.0%,2.43,4.2%,76.5%,23.1%,0.0%,2.73,0.0%
2017 Beijing R32,L vs Pliskova,61.3%,43.5%,4.0%,2/1,2.99,2.4%,61.4%,37.0%,2.3%,3.02,3.4%,73.1%,52.6%,7.7%,2.92,0.0%
2017 Istanbul R32,L vs Yastremska,75.5%,54.5%,8.8%,6/3,2.87,0.0%,82.8%,56.6%,9.4%,2.83,0.0%,70.6%,50.0%,8.8%,2.99,0.0%
2016 Luxembourg R32,W vs Minella,85.7%,48.7%,3.3%,3/0,2.38,2.4%,90.2%,50.9%,3.3%,2.38,2.9%,82.1%,43.5%,3.6%,2.37,0.0%
2016 Fed Cup RR,W vs Niculescu,85.9%,57.0%,2.2%,1/1,2.71,51.4%,87.3%,56.5%,2.8%,2.73,52.5%,94.4%,58.8%,0.0%,2.58,46.2%
Career (44 matches),,75.9%,51.5%,4.8%,62.6%,2.47,8.6%,79.5%,48.5%,4.4%,2.47,10.3%,82.5%,57.2%,6.3%,2.48,4.6%
