Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 US Open R128,L vs Bencic,59% (10/17),50% (2/4),1/1,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2022 Wimbledon R128,L vs Golubic,75% (6/8),17% (1/6),0/0,0/0,0% (0/4),2/4,0/1,- (0/0),- (0/0)
2022 St. Petersburg R16,L vs Ostapenko,60% (3/5),0% (0/5),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2022 Melbourne 1 R16,W vs Burel,54% (7/13),67% (8/12),2/4,1/3,38% (5/13),2/3,0/0,- (0/0),- (0/0)
2021 US Open R64,L vs Muguruza,60% (3/5),30% (3/10),0/0,0/0,40% (4/10),4/6,1/2,- (0/0),- (0/0)
2021 US Open R128,W vs Begu,86% (6/7),75% (6/8),2/3,1/1,60% (6/10),0/0,0/0,80% (4/5),60% (3/5)
2021 Cluj-Napoca 1 F,W vs Sherif,78% (7/9),50% (5/10),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2021 Cluj-Napoca 1 QF,W vs Mendez,92% (11/12),50% (7/14),2/3,1/2,57% (4/7),2/3,0/0,57% (4/7),29% (2/7)
2021 Hamburg F,L vs Ruse,58% (7/12),43% (3/7),0/2,0/0,67% (8/12),0/2,0/1,43% (3/7),43% (3/7)
2021 Wimbledon R64,L vs Krejcikova,70% (7/10),33% (2/6),0/0,0/0,20% (1/5),1/3,1/2,- (0/0),- (0/0)
2021 Wimbledon R128,W vs Paolini,86% (6/7),60% (6/10),2/7,1/5,57% (4/7),0/0,0/0,- (0/0),- (0/0)
2021 Roland Garros R128,L vs Muchova,64% (9/14),40% (4/10),1/2,0/0,67% (8/12),1/3,1/2,- (0/0),- (0/0)
2021 Stuttgart R32,L vs Sakkari,67% (2/3),40% (2/5),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2021 Australian Open R128,L vs Jabeur,41% (9/22),40% (4/10),1/1,0/0,64% (9/14),4/6,4/5,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Pironkova,60% (3/5),50% (3/6),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2019 Linz SF,L vs Gauff,64% (7/11),10% (1/10),0/0,0/0,63% (5/8),1/3,1/2,- (0/0),- (0/0)
2019 Guangzhou R32,W vs Pattinama Kerkhove,56% (9/16),56% (10/18),2/3,1/2,46% (6/13),0/1,0/0,20% (1/5),50% (3/6)
2019 US Open R32,L vs Mertens,80% (4/5),40% (2/5),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2019 US Open R64,W vs Kvitova,47% (9/19),50% (3/6),2/2,1/1,83% (5/6),0/0,0/0,- (0/0),- (0/0)
2019 US Open R128,W vs Buzarnescu,47% (7/15),38% (5/13),2/2,1/1,67% (6/9),0/0,0/0,- (0/0),- (0/0)
2022 (4 matches),,60.5%,40.7%,60.0%,33.3%,37.5%,36.4%,0.0%,-,-
2021 (10 matches),,66.3%,46.7%,50.0%,44.4%,54.1%,48.0%,53.8%,57.9%,42.1%
2020 (1 matches),,60.0%,50.0%,-,-,14.3%,0.0%,0.0%,-,-
2019 (24 matches),,54.2%,43.8%,65.7%,76.9%,54.4%,48.3%,58.8%,30.8%,64.3%
2018 (29 matches),,52.3%,45.0%,46.8%,47.1%,54.0%,54.9%,60.6%,50.8%,45.2%
Career (320 matches),,56.9%,46.5%,56.2%,55.3%,53.4%,47.9%,53.6%,53.4%,44.6%
