Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,324,173,151,53.4%,390-351,52.6%,3559-3390,51.2%,42-34,55.3%,288,62.0%,38.8%,2.9%,4.5%,66.0%,60.8%,46.9%,56.1%,45.4%,50.8%,1.03
Clay,146,87,59,59.6%,188-136,58.0%,1586-1384,53.4%,12-13,48.0%,126,61.2%,37.4%,2.6%,4.0%,68.7%,60.2%,45.2%,55.5%,45.9%,50.7%,1.03
Grass,50,24,26,48.0%,59-62,48.8%,603-586,50.7%,6-8,42.9%,50,62.1%,34.0%,3.4%,4.3%,65.1%,63.0%,47.4%,57.6%,43.6%,50.4%,1.03
Carpet,9,6,3,66.7%,15-8,65.2%,123-97,55.9%,0-2,0.0%,9,-,-,4.6%,2.3%,71.5%,63.9%,46.7%,59.0%,46.8%,52.7%,1.14
Grand Slams,101,52,49,51.5%,117-117,50.0%,1104-1099,50.1%,12-7,63.2%,91,60.7%,34.7%,3.2%,4.3%,67.3%,61.0%,45.3%,55.8%,44.1%,50.0%,1.00
Premiers,177,91,86,51.4%,207-200,50.9%,1935-1869,50.9%,15-22,40.5%,169,62.0%,37.3%,2.7%,3.9%,66.8%,60.7%,47.2%,56.2%,44.9%,50.5%,1.03
Internationals,156,95,61,60.9%,213-143,59.8%,1801-1517,54.3%,19-17,52.8%,144,64.7%,40.3%,3.1%,4.6%,66.1%,62.1%,47.4%,57.1%,46.9%,51.9%,1.09
Finals,12,6,6,50.0%,13-13,50.0%,126-115,52.3%,0-2,0.0%,9,77.8%,44.4%,2.1%,4.2%,68.5%,61.6%,45.1%,56.4%,44.2%,50.3%,1.01
Semi-finals,31,13,18,41.9%,34-40,45.9%,343-370,48.1%,5-4,55.6%,30,58.5%,28.2%,2.2%,3.8%,66.7%,59.2%,46.4%,54.9%,44.0%,49.5%,0.98
Quarter-finals,48,30,18,62.5%,65-44,59.6%,540-458,54.1%,5-7,41.7%,45,62.6%,43.1%,3.8%,3.5%,67.8%,61.2%,48.8%,57.2%,46.4%,51.8%,1.08
vs Righties,469,253,216,53.9%,572-503,53.2%,5189-4873,51.6%,53-52,50.5%,422,61.0%,37.8%,2.8%,4.3%,66.8%,60.6%,46.2%,55.9%,45.5%,50.7%,1.03
vs Lefties,58,35,23,60.3%,76-54,58.5%,657-573,53.4%,6-5,54.5%,49,68.7%,38.0%,3.5%,3.9%,66.3%,63.4%,49.0%,58.5%,44.5%,51.5%,1.07
vs Top 10,57,15,42,26.3%,40-87,31.5%,487-676,41.9%,3-4,42.9%,52,54.3%,23.7%,2.4%,3.8%,67.5%,56.1%,45.2%,52.6%,41.2%,47.0%,0.87
