Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 US Open R128,L vs Bencic,3.3,3.3,3.3,42.7%,59.1%,58.8%,36.4%,59.0%,11.6%,6.0,5.0,-8.0,-11.0
2022 St Petersburg R16,L vs Ostapenko,2.8,2.6,3.0,39.7%,38.9%,0.0%,0.0%,51.1%,4.5%,-4.0,-9.3,-2.0,-5.0
2022 Melbourne R16,W vs Burel,4.0,3.9,4.1,52.9%,44.0%,50.0%,50.0%,53.5%,3.3%,-4.0,-2.4,-7.5,-5.2
2021 Cluj Napoca F,W vs Sherif,3.9,4.1,3.9,55.1%,66.7%,88.9%,83.3%,43.2%,2.5%,12.0,21.1,8.0,10.5
2021 Cluj Napoca QF,W vs Mendez,4.1,4.1,4.1,52.4%,60.7%,53.6%,54.5%,42.5%,5.4%,33.0,22.9,0.0,0.0
2021 Hamburg F,L vs Ruse,4.2,4.0,4.4,53.2%,45.6%,55.0%,23.1%,40.9%,1.1%,-7.0,-6.3,4.0,2.4
2021 Wimbledon R64,L vs Krejcikova,3.2,3.0,3.5,48.1%,45.2%,25.0%,25.0%,40.8%,11.1%,5.0,8.9,-6.5,-8.1
2021 Stuttgart R32,L vs Sakkari,3.9,3.8,3.9,38.8%,26.1%,50.0%,33.3%,48.5%,14.5%,-6.0,-9.5,-2.0,-3.4
2019 Linz SF,L vs Gauff,4.4,4.2,4.6,46.6%,45.9%,61.1%,30.8%,52.2%,11.8%,15.0,12.5,-5.5,-5.3
2019 Guangzhou R32,W vs Pattinama Kerkhove,3.1,3.2,3.1,54.2%,49.2%,56.5%,50.0%,47.7%,6.4%,5.5,4.1,-1.5,-1.0
2019 Wimbledon R128,L vs Niculescu,4.3,4.1,4.6,43.9%,55.7%,51.9%,25.0%,56.2%,13.4%,5.0,3.1,3.0,2.6
2019 Stuttgart R32,W vs Sorribes Tormo,5.7,5.9,5.6,46.0%,66.7%,46.7%,57.7%,65.1%,10.8%,21.5,9.1,8.0,6.9
2019 Indian Wells R128,L vs Williams,4.0,3.7,4.3,48.8%,62.8%,28.6%,61.5%,58.8%,8.3%,5.0,3.3,5.0,5.1
2019 Fed Cup RR,L vs Sabalenka,3.3,3.4,3.2,45.8%,32.3%,66.7%,33.3%,51.1%,9.0%,-6.0,-9.5,4.5,7.4
2018 Washington R32,W vs Loeb,3.5,3.4,3.6,66.7%,63.0%,60.0%,50.0%,40.0%,12.0%,2.5,5.1,7.0,10.6
2018 Roland Garros R32,L vs Halep,5.0,4.6,5.5,36.5%,38.9%,46.7%,53.3%,52.4%,7.6%,-6.5,-5.2,-5.0,-4.7
2017 Beijing R32,L vs Pliskova,3.5,3.7,3.4,46.7%,52.2%,53.3%,33.3%,46.1%,5.8%,-0.5,-0.6,-0.5,-0.5
2017 Istanbul R32,L vs Yastremska,3.8,3.6,4.0,38.5%,66.7%,33.3%,40.0%,56.7%,6.9%,-2.5,-1.8,-3.0,-2.9
2016 Luxembourg R32,W vs Minella,5.1,4.9,5.2,50.0%,52.2%,55.3%,42.9%,55.8%,9.8%,13.5,5.8,-3.0,-1.7
2016 Fed Cup RR,W vs Niculescu,6.3,6.0,6.5,31.7%,68.3%,50.0%,51.2%,58.7%,16.1%,9.0,3.5,1.0,0.6
Career (44 matches),,4.4,4.4,4.3,49.2%,52.3%,50.7%,46.8%,51.2%,8.4%,5.1,4.0,0.8,0.7
