Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 US Open R128,L vs Bencic,26,37,0.7,15.6%,22.2%,23,29,0.8,16.3%,20.6%,12.8%,2.8%,1.2,17.4%,14.4%
2022 Wimbledon R128,L vs Golubic,25,36,0.7,21.2%,30.5%,16,32,0.5,15.4%,30.8%,10.6%,4.8%,1.5,16.1%,11.0%
2022 St. Petersburg R16,L vs Ostapenko,5,11,0.5,5.4%,12.0%,4,10,0.4,4.7%,11.8%,2.4%,2.4%,1.9,33.7%,17.4%
2022 Melbourne 1 R16,W vs Burel,19,42,0.5,9.8%,21.6%,17,38,0.4,9.9%,22.1%,8.1%,1.7%,0.6,21.1%,35.1%
2021 US Open R64,L vs Muguruza,19,23,0.8,16.1%,19.5%,18,22,0.8,15.8%,19.3%,8.8%,7.0%,1.5,17.8%,11.9%
2021 US Open R128,W vs Begu,16,26,0.6,12.0%,19.5%,13,21,0.6,10.7%,17.2%,10.7%,0.0%,0.4,7.5%,17.3%
2021 Cluj-Napoca 1 F,W vs Sherif,12,11,1.1,14.1%,12.9%,11,8,1.4,14.1%,10.3%,9.0%,5.1%,0.5,15.3%,31.8%
2021 Cluj-Napoca 1 QF,W vs Mendez,18,39,0.5,9.0%,19.5%,17,34,0.5,9.0%,18.1%,6.9%,2.1%,0.5,11.0%,21.0%
2021 Hamburg F,L vs Ruse,11,32,0.3,6.6%,19.2%,11,30,0.4,6.9%,18.9%,5.7%,1.3%,0.8,20.4%,24.6%
2021 Wimbledon R64,L vs Krejcikova,12,19,0.6,9.8%,15.6%,9,16,0.6,8.3%,14.7%,6.4%,1.8%,0.9,19.7%,23.0%
2021 Wimbledon R128,W vs Paolini,18,16,1.1,16.4%,14.5%,12,15,0.8,11.8%,14.7%,5.9%,5.9%,0.5,11.8%,21.8%
2021 Roland Garros R128,L vs Muchova,18,25,0.7,10.2%,14.2%,18,25,0.7,11.4%,15.8%,,,1.0,21.6%,22.2%
2021 Stuttgart R32,L vs Sakkari,8,20,0.4,9.1%,22.7%,6,18,0.3,8.1%,24.3%,4.1%,4.1%,1.5,28.4%,19.3%
2021 Australian Open R128,L vs Jabeur,11,31,0.4,5.4%,15.2%,11,31,0.4,5.9%,16.7%,,,0.8,19.1%,25.5%
2020 Roland Garros R128,L vs Pironkova,10,23,0.4,9.1%,20.9%,10,23,0.4,9.9%,22.8%,,,1.0,20.0%,19.1%
2019 Linz SF,L vs Gauff,27,24,1.1,19.4%,17.3%,23,22,1.0,17.6%,16.8%,9.9%,6.9%,1.8,17.3%,9.4%
2019 Guangzhou R32,W vs Pattinama Kerkhove,32,53,0.6,13.8%,22.8%,22,41,0.5,11.4%,21.2%,7.3%,4.1%,0.5,12.1%,25.9%
2019 US Open R32,L vs Mertens,13,19,0.7,12.7%,18.6%,12,18,0.7,13.5%,20.2%,6.7%,5.6%,1.4,25.5%,17.6%
2019 US Open R64,W vs Kvitova,12,17,0.7,8.6%,12.1%,10,11,0.9,7.9%,8.7%,6.3%,1.6%,0.7,16.4%,22.9%
2019 US Open R128,W vs Buzarnescu,25,26,1.0,17.4%,18.1%,23,22,1.0,17.2%,16.4%,10.4%,6.7%,0.8,14.6%,17.4%
Career (108 matches),,2145,2965,0.7,13.9%,19.2%,1954,2660,0.7,13.7%,18.6%,8.1%,3.7%,0.8,15.6%,20.2%
