Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 US Open R128,L vs Bencic,21% (3/14),67% (2/3),0/4,29% (4/14),0% (0/4),1/1,0/0,0/0,0/0,0/0
2022 Wimbledon R128,L vs Golubic,33% (3/9),33% (1/3),1/3,40% (4/10),0% (0/4),0/1,0/0,1/2,0/0,0/1
2022 St. Petersburg R16,L vs Ostapenko,13% (1/8),0% (0/1),0/4,57% (4/7),0% (0/4),0/0,0/0,1/1,0/0,1/1
2022 Melbourne 1 R16,W vs Burel,53% (8/15),100% (8/8),3/8,67% (10/15),20% (2/10),3/6,0/3,0/0,0/1,0/0
2021 US Open R64,L vs Muguruza,44% (4/9),75% (3/4),3/6,67% (6/9),0% (0/6),1/3,0/0,1/1,0/0,0/0
2021 US Open R128,W vs Begu,60% (6/10),100% (6/6),3/4,60% (6/10),33% (2/6),4/5,0/0,0/0,0/0,0/0
2021 Cluj-Napoca 1 F,W vs Sherif,86% (6/7),83% (5/6),0/0,0% (0/7),- (0/0),4/4,1/1,0/0,0/0,0/0
2021 Cluj-Napoca 1 QF,W vs Mendez,47% (7/15),100% (7/7),1/3,36% (5/14),40% (2/5),6/6,1/1,1/1,0/0,0/0
2021 Hamburg F,L vs Ruse,55% (6/11),50% (3/6),1/3,55% (6/11),33% (2/6),2/3,0/0,0/1,0/0,0/1
2021 Wimbledon R64,L vs Krejcikova,27% (3/11),67% (2/3),1/4,36% (4/11),0% (0/4),2/2,0/0,0/0,0/0,0/0
2021 Wimbledon R128,W vs Paolini,60% (6/10),100% (6/6),2/3,44% (4/9),25% (1/4),3/5,1/1,0/0,0/0,0/0
2021 Roland Garros R128,L vs Muchova,54% (7/13),57% (4/7),1/4,54% (7/13),43% (3/7),3/4,1/1,1/1,0/0,1/1
2021 Stuttgart R32,L vs Sakkari,38% (3/8),67% (2/3),2/6,75% (6/8),0% (0/6),0/2,0/0,1/1,0/0,1/1
2021 Australian Open R128,L vs Jabeur,50% (7/14),57% (4/7),0/4,50% (7/14),29% (2/7),1/3,0/0,2/3,0/0,1/1
2020 Roland Garros R128,L vs Pironkova,33% (3/9),100% (3/3),3/5,67% (6/9),0% (0/6),2/3,0/0,1/2,0/0,1/1
2019 Linz SF,L vs Gauff,50% (5/10),20% (1/5),0/3,30% (3/10),0% (0/3),0/1,0/0,1/1,0/0,1/1
2019 Guangzhou R32,W vs Pattinama Kerkhove,65% (11/17),91% (10/11),5/7,56% (9/16),22% (2/9),4/8,0/1,0/0,0/1,0/0
2019 US Open R32,L vs Mertens,33% (3/9),67% (2/3),2/4,56% (5/9),0% (0/5),1/2,0/0,1/2,0/0,1/1
2019 US Open R64,W vs Kvitova,40% (4/10),75% (3/4),0/1,40% (4/10),75% (3/4),1/1,0/0,0/0,0/0,0/0
2019 US Open R128,W vs Buzarnescu,56% (5/9),100% (5/5),1/3,40% (4/10),25% (1/4),4/5,2/2,0/0,1/1,0/0
2022 (4 matches),,32.6%,73.3%,21.1%,47.8%,9.1%,50.0%,0.0%,66.7%,0.0%,50.0%
2021 (10 matches),,50.9%,76.4%,37.8%,48.1%,23.5%,70.3%,100.0%,75.0%,-,75.0%
2020 (1 matches),,33.3%,100.0%,60.0%,66.7%,0.0%,66.7%,-,50.0%,-,100.0%
2019 (24 matches),,45.9%,75.2%,33.0%,52.2%,21.2%,61.6%,70.6%,64.0%,60.0%,66.7%
2018 (29 matches),,48.3%,78.6%,31.8%,45.7%,22.3%,61.4%,75.0%,63.6%,75.0%,76.9%
Career (320 matches),,51.5%,77.8%,38.6%,47.1%,22.7%,64.7%,68.9%,59.2%,66.1%,62.6%
