Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 US Open R128,L vs Bencic,0.94,0.72,65.9,2.7,2.1%,63.8%,5.0%,57.5%,35.7%,23.7%
2022 Wimbledon R128,L vs Golubic,0.88,0.71,51.7,2.3,10.7%,39.3%,23.1%,73.1%,45.5%,25.8%
2022 St. Petersburg R16,L vs Ostapenko,0.83,0.44,32.5,2.0,4.5%,50.0%,0.0%,45.0%,30.8%,25.0%
2022 Melbourne 1 R16,W vs Burel,1.12,1.12,67.6,2.6,4.1%,53.1%,0.0%,46.7%,53.8%,45.8%
2021 US Open R64,L vs Muguruza,0.83,0.68,42.8,2.1,0.0%,53.3%,3.4%,34.5%,51.6%,39.3%
2021 US Open R128,W vs Begu,1.07,1.35,56.1,2.4,2.6%,50.0%,5.9%,61.8%,48.4%,63.3%
2021 Cluj-Napoca 1 F,W vs Sherif,1.27,2.67,32.9,2.1,4.8%,76.2%,0.0%,70.6%,45.8%,65.2%
2021 Cluj-Napoca 1 QF,W vs Mendez,0.94,1.23,62.1,15.1,2.1%,64.6%,0.0%,60.5%,45.5%,51.9%
2021 Hamburg F,L vs Ruse,0.90,0.84,72.8,3.1,0.0%,58.1%,0.0%,48.8%,57.1%,29.3%
2021 Wimbledon R64,L vs Krejcikova,0.95,0.72,58.4,2.4,3.1%,62.5%,6.9%,55.2%,37.5%,24.1%
2021 Wimbledon R128,W vs Paolini,1.13,1.59,45.3,2.0,7.7%,69.2%,16.7%,54.2%,55.9%,50.0%
2021 Roland Garros R128,L vs Muchova,0.87,0.85,68.8,4.7,4.3%,60.9%,2.4%,52.4%,44.7%,39.0%
2021 Stuttgart R32,L vs Sakkari,0.84,0.50,32.9,2.1,9.1%,36.4%,0.0%,26.3%,44.0%,36.4%
2021 Australian Open R128,L vs Jabeur,0.89,0.85,68.5,3.2,0.0%,53.4%,5.9%,58.8%,36.7%,47.8%
2020 Roland Garros R128,L vs Pironkova,0.94,0.62,39.4,2.1,3.7%,37.0%,4.0%,44.0%,35.5%,44.4%
2019 Linz SF,L vs Gauff,0.89,0.77,59.2,2.9,5.6%,61.1%,6.1%,57.6%,37.8%,31.4%
2019 Guangzhou R32,W vs Pattinama Kerkhove,1.01,1.14,70.4,2.5,7.9%,54.0%,9.1%,47.3%,53.4%,57.1%
2019 US Open R32,L vs Mertens,0.83,0.58,40.2,2.0,3.8%,50.0%,0.0%,48.0%,37.0%,33.3%
2019 US Open R64,W vs Kvitova,1.13,1.29,60.1,2.3,2.6%,60.5%,2.6%,65.8%,33.3%,51.6%
2019 US Open R128,W vs Buzarnescu,1.09,1.34,52.1,2.0,2.6%,65.8%,2.8%,52.8%,54.3%,45.7%
2022 (4 matches),,0.97,0.80,58.2,2.4,4.8%,53.4%,6.1%,55.0%,43.1%,31.9%
2021 (10 matches),,0.96,0.98,57.7,2.7,2.7%,58.2%,4.0%,53.2%,46.5%,44.4%
2020 (1 matches),,0.94,0.62,39.4,2.1,3.7%,37.0%,4.0%,44.0%,35.5%,44.4%
2019 (24 matches),,0.98,0.95,56.3,2.5,2.0%,51.3%,2.7%,55.8%,42.6%,46.9%
2018 (29 matches),,1.04,1.04,62.4,2.9,1.8%,55.4%,2.1%,55.4%,43.6%,45.8%
Career (320 matches),,1.01,1.05,59.8,2.8,1.9%,56.2%,2.1%,55.5%,45.3%,46.6%
