Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,20,8,12,40.0%,3,2,1,66.7%,2008,2022,QF,18,0.94,2.1%,3.5%,68.4%,57.4%,44.9%,53.5%,43.7%,46.4%,39.5%
Roland Garros,14,Clay,37,23,14,62.2%,8,5,3,62.5%,2007,2022,SF,28,1.00,3.2%,4.4%,67.9%,60.8%,43.6%,55.3%,44.6%,52.9%,50.4%
Wimbledon,13,Grass,24,11,13,45.8%,4,1,3,25.0%,2007,2022,R32,21,1.08,4.5%,4.3%,65.9%,64.5%,47.1%,58.6%,44.6%,48.7%,45.7%
US Open,14,Hard,29,15,14,51.7%,8,6,2,75.0%,2007,2022,QF,25,0.99,2.9%,4.6%,66.9%,60.5%,46.2%,55.8%,44.0%,53.7%,41.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2016,2016,R64,1,0.85,0.0%,9.9%,63.0%,51.0%,30.0%,43.2%,48.4%,42.9%,42.9%
Fed Cup,8,,22,13,9,59.1%,7,5,2,71.4%,2010,2019,,7,0.88,2.6%,6.0%,67.8%,54.9%,38.6%,49.6%,44.2%,53.3%,51.8%
Miami,11,Hard,28,17,11,60.7%,8,3,5,37.5%,2009,2021,SF,26,1.09,3.2%,4.7%,64.1%,62.2%,49.0%,57.5%,46.6%,62.2%,50.6%
Cincinnati,11,Hard,25,14,11,56.0%,8,6,2,75.0%,2010,2022,SF,23,1.04,3.6%,5.0%,64.1%,63.9%,46.4%,57.6%,44.3%,53.0%,39.9%
Luxembourg,11,Hard,22,11,11,50.0%,2,2,0,100.0%,2005,2019,SF,17,1.03,2.3%,3.8%,69.6%,60.0%,46.0%,55.8%,45.6%,55.6%,51.1%
Stuttgart,11,Clay,19,8,11,42.1%,2,0,2,0.0%,2006,2021,QF,14,0.96,1.8%,2.2%,71.0%,57.8%,44.0%,53.8%,44.2%,52.3%,48.6%
Indian Wells,11,Hard,16,5,11,31.3%,5,2,3,40.0%,2009,2021,R32,14,0.96,2.2%,3.7%,66.6%,55.5%,44.3%,51.7%,46.2%,51.1%,42.5%
Beijing,10,Hard,30,20,10,66.7%,9,5,4,55.6%,2009,2019,F,26,1.12,2.2%,4.9%,67.7%,62.4%,47.4%,57.5%,47.5%,53.2%,50.2%
Madrid,10,Clay,19,9,10,47.4%,7,3,4,42.9%,2015,2022,R16,17,1.01,2.9%,3.3%,70.1%,58.6%,44.3%,54.3%,45.9%,60.6%,40.3%
