Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
11,Petra Kvitova [CZE],6,5,54.5%,1,1,0,100.0%,2009,2019,9,1.06,3.5%,6.3%,64.4%,63.1%,53.5%,59.7%,42.7%,47.8%,36.4%
11,Angelique Kerber [GER],3,8,27.3%,1,0,1,0.0%,2006,2019,7,0.95,1.5%,2.9%,68.5%,58.0%,41.3%,52.7%,45.1%,51.9%,40.8%
8,Alize Cornet [FRA],3,5,37.5%,5,3,2,60.0%,2009,2021,8,0.96,1.4%,3.6%,67.2%,56.6%,45.3%,52.8%,45.1%,41.7%,44.2%
8,Simona Halep [ROU],1,7,12.5%,6,2,4,33.3%,2009,2018,7,0.85,0.9%,4.6%,68.9%,57.3%,41.2%,52.3%,40.5%,40.6%,45.5%
8,Lucie Safarova [CZE],5,3,62.5%,5,3,2,60.0%,2007,2016,7,1.04,4.4%,3.9%,68.0%,68.4%,52.2%,63.2%,38.3%,65.3%,35.7%
8,Agnieszka Radwanska [POL],0,8,0.0%,0,0,0,-,2009,2016,8,0.84,1.4%,2.8%,70.5%,53.8%,42.1%,50.3%,41.5%,38.0%,38.8%
7,Irina Camelia Begu [ROU],4,3,57.1%,4,2,2,50.0%,2014,2021,6,1.11,1.1%,4.1%,69.2%,64.6%,45.6%,58.7%,45.8%,61.5%,49.1%
7,Camila Giorgi [ITA],3,4,42.9%,2,1,1,50.0%,2014,2019,7,0.93,2.5%,6.1%,62.6%,57.3%,44.4%,52.5%,44.1%,47.1%,47.0%
7,Monica Niculescu [ROU],3,4,42.9%,2,2,0,100.0%,2006,2019,5,0.99,1.6%,4.0%,68.4%,53.5%,40.7%,49.5%,50.1%,46.6%,50.0%
7,Eugenie Bouchard [CAN],5,2,71.4%,0,0,0,-,2011,2018,6,1.09,2.5%,4.8%,67.2%,60.6%,46.2%,55.9%,48.2%,60.3%,47.5%
7,Monica Puig [PUR],2,5,28.6%,3,1,2,33.3%,2013,2018,4,0.91,2.1%,6.3%,61.8%,59.0%,42.7%,52.8%,42.9%,48.7%,41.2%
7,Svetlana Kuznetsova [RUS],4,3,57.1%,0,0,0,-,2009,2018,5,0.94,2.0%,2.4%,67.6%,58.7%,47.3%,55.0%,42.4%,56.7%,44.0%
7,Carla Suarez Navarro [ESP],2,5,28.6%,2,0,2,0.0%,2010,2016,5,0.97,2.0%,3.3%,71.0%,59.9%,45.6%,55.7%,43.1%,67.3%,45.9%
7,Jelena Jankovic [SRB],5,2,71.4%,1,0,1,0.0%,2011,2016,7,1.11,2.7%,1.3%,71.5%,58.0%,53.3%,56.7%,48.0%,52.7%,44.4%
7,Jarmila Gajdosova [AUS],5,2,71.4%,2,1,1,50.0%,2005,2015,1,0.72,0.0%,7.0%,57.7%,56.1%,36.7%,47.9%,37.7%,45.5%,60.0%
