Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Bencic,92.0,94.5,4.7,96.5,96.8,104,82,85.6,3.5,88.0,87.0,92,79
2021 US Open R64,L vs Muguruza,94.4,96.5,4.7,99.2,93.9,106,86,89.1,3.2,90.0,,96,84
2021 US Open R128,W vs Begu,93.6,96.4,5.5,100.3,94.8,106,84,85.9,3.6,89.0,82.0,93,78
2021 Wimbledon R64,L vs Krejcikova,93.7,96.6,4.7,99.4,95.4,104,87,87.2,2.2,,87.0,91,82
2019 US Open R32,L vs Mertens,90.8,94.3,4.8,96.8,96.0,101,83,83.4,3.4,,80.0,90,78
2019 US Open R64,W vs Kvitova,92.7,94.8,4.4,97.1,91.6,102,82,86.8,3.2,90.0,86.0,94,80
2019 US Open R128,W vs Buzarnescu,90.3,95.4,3.6,96.9,95.6,101,89,84.6,3.6,86.3,83.3,90,77
2019 Roland Garros R32,L vs Barty,91.5,94.3,5.7,,,101,78,81.9,2.4,,,85,77
2019 Roland Garros R64,W vs Hsieh,90.2,93.5,5.3,,,106,82,83.7,3.7,,,91,76
2018 US Open R128,L vs Ostapenko,90.5,94.4,5.1,96.2,92.9,105,84,82.0,3.5,85.0,,89,76
2017 Wimbledon R128,L vs Cibulkova,87.1,89.7,6.2,93.7,87.7,100,72,78.8,7.7,77.0,77.3,91,62
2017 Australian Open R64,L vs Strycova,81.5,84.9,8.2,96.7,82.0,100,64,76.8,5.5,,78.5,83,65
2016 US Open R64,L vs Bencic,88.1,91.8,6.4,95.8,91.5,103,79,79.1,3.4,83.0,84.0,85,73
2016 Roland Garros R64,L vs Putintseva,87.5,91.5,5.9,,,101,83,79.3,3.5,,,89,72
2016 Roland Garros R128,W vs Robson,90.0,92.2,7.1,,,102,69,82.6,3.3,,,87,76
2016 Australian Open R128,L vs Kulichkova,91.7,95.4,5.0,,,105,83,83.1,3.1,,,89,78
2015 US Open R32,L vs Konta,87.7,92.5,5.5,,,102,80,78.5,4.6,,,86,68
2015 US Open R64,W vs Vesnina,91.4,94.5,3.9,,,102,87,84.1,3.6,,,88,75
2015 US Open R128,W vs Garcia,90.5,94.0,3.4,,,103,87,83.9,3.5,,,91,75
2015 Wimbledon R32,L vs Diyas,90.8,93.8,5.0,,,103,77,85.2,4.8,,,95,77
Career (57 matches),,90.8,93.7,5.2,97.3,92.8,106,64,83.4,4.1,86.5,82.4,98,62
