Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2008,2,0,2,0.0%,1-5,16.7%,23-37,38.3%,1-0,100.0%,2,64.3%,12.9%,9.3%,7.1%,49.5%,73.3%,41.3%,57.1%,32.5%,44.5%,0.76,R32 (Vina del Mar)
2007,19,9,10,47.4%,25-24,51.0%,241-240,50.1%,5-1,83.3%,17,72.7%,26.8%,4.5%,4.5%,59.9%,67.7%,50.3%,60.7%,39.6%,49.9%,1.01,F (Houston)
2006,12,4,8,33.3%,11-18,37.9%,136-154,46.9%,3-1,75.0%,12,74.5%,18.0%,4.2%,4.2%,59.5%,69.3%,46.4%,60.0%,34.5%,47.7%,0.86,R16 (2x)
2005,36,20,16,55.6%,47-38,55.3%,420-383,52.3%,6-7,46.2%,36,77.6%,26.7%,6.2%,5.8%,56.8%,70.3%,52.0%,62.4%,39.5%,50.8%,1.05,SF (Kitzbuhel)
2004,48,26,22,54.2%,60-55,52.2%,585-547,51.7%,8-14,36.4%,47,79.1%,25.6%,5.2%,4.0%,61.8%,70.4%,53.1%,63.8%,38.5%,51.0%,1.06,W (Bastad)
2003,56,32,24,57.1%,76-65,53.9%,684-643,51.5%,8-10,44.4%,52,75.5%,28.7%,4.2%,3.6%,60.0%,68.6%,51.3%,61.7%,40.6%,50.9%,1.06,W (Bastad)
2002,51,22,29,43.1%,59-71,45.4%,619-672,47.9%,11-11,50.0%,50,74.7%,21.7%,5.2%,3.9%,58.9%,68.8%,50.8%,61.4%,37.0%,49.3%,0.96,SF (2x)
2001,36,18,18,50.0%,51-47,52.0%,487-495,49.6%,7-10,41.2%,35,75.9%,23.5%,6.0%,4.2%,55.7%,70.9%,50.2%,61.7%,38.1%,49.8%,1.00,SF (Vina del Mar)
2000,48,19,29,39.6%,53-64,45.3%,572-610,48.4%,12-9,57.1%,42,74.6%,21.1%,6.4%,4.5%,50.2%,71.4%,49.5%,60.5%,37.8%,49.3%,0.96,QF (3x)
1999,59,28,31,47.5%,68-74,47.9%,680-713,48.8%,9-13,40.9%,57,75.6%,22.9%,6.0%,5.1%,53.5%,71.9%,48.4%,61.0%,37.4%,49.2%,0.96,F (3x)
1998,22,14,8,63.6%,35-23,60.3%,309-264,53.9%,7-4,63.6%,22,74.7%,32.5%,6.3%,5.1%,54.7%,68.8%,50.8%,60.6%,42.3%,51.3%,1.07,W (Bogota)
1997,6,0,6,0.0%,1-12,7.7%,55-82,40.1%,0-3,0.0%,6,73.2%,12.0%,3.2%,4.9%,60.3%,67.1%,47.9%,59.5%,32.0%,45.3%,0.79,R32 (3x)
1996,17,9,8,52.9%,18-19,48.6%,171-170,50.1%,2-3,40.0%,17,68.3%,33.1%,1.6%,3.6%,72.6%,62.6%,43.1%,57.3%,44.0%,50.3%,1.03,SF (Bermuda)
1995,4,2,2,50.0%,5-5,50.0%,40-51,44.0%,1-0,100.0%,4,59.1%,28.3%,2.5%,1.4%,63.9%,57.1%,49.5%,54.4%,42.0%,48.1%,0.92,QF (Prague)
Career,416,203,213,48.8%,510-520,49.5%,5022-5061,49.8%,80-86,48.2%,399,75.2%,24.7%,5.3%,4.4%,57.5%,69.5%,50.1%,61.3%,38.7%,49.9%,1.00,
