Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-Apr-2007,Houston,Clay,F,156,108,Ivo Karlovic [CRO] d. (Q) Zabaleta,6-4 6-1,0.75,0.0%,9.3%,64.8%,60.0%,47.4%,5/8,1:19
13-Nov-2006,Guayaquil CH,Clay,F,304,88,(2) Sergio Roitman [ARG] d. Zabaleta,3-6 4-6 6-1,,,,,,,,
05-Jul-2004,Bastad,Clay,F,31,11,(8) Zabaleta d. (2) Gaston Gaudio [ARG],6-1 4-6 7-6(4),1.14,5.8%,2.3%,59.3%,70.6%,40.0%,2/7,2:18
07-Jul-2003,Bastad,Clay,F,41,76,(5) Zabaleta d. (6) Nicolas Lapentti [ECU],6-3 6-4,1.40,1.8%,1.8%,57.1%,78.1%,58.3%,1/2,1:33
24-Feb-2003,Acapulco,Clay,F,44,61,Agustin Calleri [ARG] d. Zabaleta,7-5 3-6 6-3,0.98,3.3%,1.1%,54.4%,71.4%,48.8%,0/4,2:35
02-Aug-1999,Amsterdam,Clay,F,27,33,(6) Younes El Aynaoui [MAR] d. (3) Zabaleta,6-0 6-3,0.41,5.9%,5.9%,52.9%,63.0%,37.5%,2/6,1:00
17-May-1999,St. Poelten,Clay,F,26,9,(2) Marcelo Rios [CHI] d. (5) Zabaleta,4-4 RET,0.85,8.0%,8.0%,44.0%,63.6%,50.0%,1/2,0:30
03-May-1999,Hamburg Masters,Clay,F,48,8,(4) Marcelo Rios [CHI] d. Zabaleta,6-7(5) 7-5 5-7 7-6(5) 6-2,0.86,3.6%,4.1%,56.3%,70.3%,36.0%,13/23,4:07
02-Nov-1998,Bogota,Clay,F,86,68,Zabaleta d. Ramon Delgado [PAR],6-4 6-4,1.41,15.8%,10.5%,49.1%,85.7%,65.5%,0/0,1:04
13-Oct-1997,Guayaquil CH,Clay,F,286,92,(2) Tomas Nydahl [SWE] d. (WC) Zabaleta,6-0 6-3,,,,,,,,
