Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,134,51,83,38.1%,140-198,41.4%,1556-1763,46.9%,22-31,41.5%,124,74.9%,19.4%,6.4%,5.0%,54.5%,70.8%,49.4%,61.1%,36.0%,48.5%,0.93
Clay,269,150,119,55.8%,360-295,55.0%,3306-3081,51.8%,53-53,50.0%,262,75.5%,28.3%,4.7%,4.1%,58.8%,68.9%,50.5%,61.3%,40.4%,50.7%,1.04
Grass,5,0,5,0.0%,2-14,12.5%,58-97,37.4%,1-0,100.0%,5,62.3%,11.7%,5.8%,4.4%,60.4%,63.7%,45.2%,56.3%,30.8%,44.2%,0.70
Carpet,8,2,6,25.0%,8-13,38.1%,102-120,45.9%,4-2,66.7%,8,82.2%,9.2%,7.4%,2.6%,59.5%,74.9%,53.0%,66.0%,31.2%,48.5%,0.92
Grand Slams,50,20,30,40.0%,84-104,44.7%,895-962,48.2%,18-13,58.1%,50,74.2%,22.0%,5.8%,4.4%,58.2%,69.9%,48.7%,61.1%,37.2%,49.1%,0.96
Masters,84,38,46,45.2%,91-101,47.4%,931-964,49.1%,13-20,39.4%,82,76.3%,22.8%,5.0%,4.3%,56.9%,69.9%,51.0%,61.8%,38.1%,49.7%,1.00
Other Tours,276,144,132,52.2%,329-309,51.6%,3143-3075,50.5%,48-52,48.0%,267,75.2%,26.2%,5.3%,4.4%,57.4%,69.2%,50.3%,61.2%,39.3%,50.2%,1.01
Best of 5,56,20,36,35.7%,90-113,44.3%,963-1048,47.9%,20-15,57.1%,51,73.9%,22.2%,5.7%,4.4%,58.2%,69.9%,48.3%,60.9%,37.3%,49.0%,0.95
Best of 3,360,183,177,50.8%,420-407,50.8%,4059-4013,50.3%,60-71,45.8%,348,75.5%,25.4%,5.2%,4.4%,57.3%,69.4%,50.6%,61.4%,39.0%,50.1%,1.01
Finals,8,3,5,37.5%,9-10,47.4%,90-99,47.6%,2-1,66.7%,8,71.1%,24.5%,4.9%,4.5%,55.8%,70.6%,45.2%,59.4%,38.3%,48.7%,0.94
Semi-finals,19,8,11,42.1%,19-25,43.2%,199-234,46.0%,3-3,50.0%,19,72.4%,20.3%,4.6%,3.4%,57.9%,69.1%,46.8%,59.7%,37.5%,48.5%,0.93
Quarter-finals,43,19,24,44.2%,45-54,45.5%,463-481,49.0%,5-9,35.7%,43,72.6%,25.3%,4.7%,4.5%,58.5%,67.0%,49.4%,59.7%,38.1%,49.1%,0.95
vs Righties,363,175,188,48.2%,437-461,48.7%,4376-4455,49.6%,71-77,48.0%,351,75.1%,24.5%,5.3%,4.4%,57.3%,69.6%,50.0%,61.2%,38.5%,49.8%,0.99
vs Lefties,53,28,25,52.8%,73-59,55.3%,646-606,51.6%,9-9,50.0%,48,75.9%,26.7%,5.5%,4.4%,58.5%,68.5%,51.3%,61.4%,39.9%,50.5%,1.03
vs Top 10,44,16,28,36.4%,46-68,40.4%,499-588,45.9%,9-6,60.0%,42,71.7%,20.6%,5.0%,4.5%,55.5%,68.0%,47.5%,58.9%,37.0%,48.1%,0.90
