Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2004 Rome SF,L vs Moya,18.8%,31.3%,52.0%,27.2%,28.2%,43.6%,57.1%,42.1%,30.8%,73.1%,100.0%,4.3%,13.0%,45.5%,-74
1999 Hamburg F,L vs Rios,21.4%,31.6%,44.4%,27.0%,31.4%,46.7%,56.9%,41.9%,51.0%,38.9%,33.3%,11.4%,16.5%,31.4%,-4
Career (2 matches),,20.8%,31.5%,46.4%,27.1%,30.6%,45.8%,57.0%,41.9%,46.9%,50.0%,53.8%,9.8%,15.7%,34.8%,-20
