Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2009,292,145,206,1539,180,1507,165,1534,,,,,,
2008,1141,5,,,,,,,,,,,,
2007,104,416,110,1670,99,1622,81,1665,176,1456,744,40,,
2006,243,164,130,1628,102,1609,104,1618,,,1115,13,,
2005,83,495,52,1791,64,1700,35,1792,,,920,21,,
2004,54,735,51,1809,71,1698,28,1833,,,476,80,,
2003,27,1125,41,1844,50,1751,20,1847,97,1569,223,205,,
2002,53,711,94,1719,105,1633,63,1728,,,295,135,,
2001,59,614,79,1743,62,1715,77,1708,137,1526,,,,
2000,61,645,78,1753,88,1676,60,1742,113,1539,1232,5,,
1999,28,1258,53,1822,79,1699,43,1806,,,1357,1,,
1998,63,723,60,1803,,,51,1791,,,931,16,,
1997,257,156,187,1589,261,1380,158,1570,,,1313,1,,
1996,103,466,120,1703,,,103,1688,,,482,83,,
1995,381,,236,1518,,,210,1519,,,796,24,,
1994,594,,,,,,,,,,740,28,,
1993,1178,1,,,,,,,,,,,,
