Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,13,5,8,38.5%,5,3,2,60.0%,1999,2008,R32,13,0.92,7.1%,5.1%,55.0%,73.4%,44.9%,60.6%,36.1%,54.5%,39.0%
Roland Garros,11,Clay,22,11,11,50.0%,17,10,7,58.8%,1997,2009,R16,20,1.06,5.0%,3.5%,60.1%,68.9%,49.5%,61.2%,41.1%,54.5%,41.8%
Wimbledon,5,Grass,5,0,5,0.0%,1,1,0,100.0%,2000,2007,R128,5,0.70,5.8%,4.4%,60.4%,63.7%,45.2%,56.3%,30.8%,44.2%,29.0%
US Open,8,Hard,12,4,8,33.3%,9,5,4,55.6%,1999,2007,QF,12,0.91,5.9%,5.3%,57.7%,70.4%,52.9%,63.0%,33.5%,64.3%,28.7%
Olympics,2,,4,2,2,50.0%,2,0,2,0.0%,2000,2004,R16,0,,,,,,,,,,
Davis Cup,3,,6,1,5,16.7%,2,1,1,50.0%,1999,2003,,0,,,,,,,,,,
Kitzbuhel,8,Clay,26,18,8,69.2%,10,7,3,70.0%,1996,2007,SF,25,1.08,5.7%,4.5%,56.6%,71.1%,51.6%,62.7%,40.3%,62.7%,42.4%
Miami Masters,8,Hard,12,4,8,33.3%,4,2,2,50.0%,1997,2005,R32,12,0.90,5.4%,5.5%,52.1%,68.3%,50.6%,59.8%,36.2%,56.4%,33.3%
Vina del Mar,7,Clay,18,11,7,61.1%,5,2,3,40.0%,2001,2009,SF,13,1.10,5.3%,5.0%,55.6%,69.2%,51.9%,61.5%,42.3%,65.6%,45.4%
Buenos Aires,7,Clay,14,7,7,50.0%,4,2,2,50.0%,1995,2009,QF,12,1.00,3.8%,4.5%,63.6%,69.6%,49.7%,62.4%,37.4%,58.1%,45.6%
Indian Wells Masters,7,Hard,10,3,7,30.0%,5,3,2,60.0%,1997,2005,R16,10,0.89,6.5%,6.0%,49.0%,74.3%,49.0%,61.4%,34.5%,50.0%,24.7%
Bastad,6,Clay,17,13,4,76.5%,4,4,0,100.0%,2002,2007,W,17,1.11,4.2%,3.0%,60.5%,71.0%,50.3%,62.9%,41.2%,60.8%,42.2%
