Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,15,8,7,53.3%,7,4,3,57.1%,1985,1994,R16,2,0.91,6.6%,5.3%,49.4%,73.2%,41.0%,56.9%,39.4%,55.2%,36.7%
Roland Garros,15,Clay,42,27,15,64.3%,19,7,12,36.8%,1980,1996,F,10,0.94,5.5%,3.8%,50.8%,73.3%,47.6%,60.6%,37.0%,63.6%,40.5%
Wimbledon,13,Grass,39,26,13,66.7%,23,15,8,65.2%,1981,1995,SF,11,1.16,8.1%,4.9%,59.5%,77.0%,51.2%,66.6%,38.7%,69.4%,41.2%
US Open,9,Hard,26,17,9,65.4%,8,3,5,37.5%,1982,1993,QF,4,1.05,4.7%,5.1%,51.7%,74.7%,47.0%,61.3%,40.5%,70.6%,51.5%
Olympics,2,,4,2,2,50.0%,2,2,0,100.0%,1988,1992,R32,0,,,,,,,,,,
Davis Cup,13,,44,24,20,54.5%,5,4,1,80.0%,1982,1994,,0,,,,,,,,,,
Nice,11,Clay,28,19,9,67.9%,7,4,3,57.1%,1982,1995,W,9,1.08,6.9%,4.7%,50.5%,67.5%,53.4%,60.5%,42.7%,55.1%,39.7%
Barcelona,8,Clay,18,10,8,55.6%,5,2,3,40.0%,1982,1995,SF,3,0.83,9.8%,8.4%,47.1%,66.0%,43.7%,54.2%,38.2%,48.1%,62.5%
Bordeaux,8,Hard,13,5,8,38.5%,0,0,0,-,1980,1995,QF,4,0.91,9.1%,5.6%,43.0%,70.7%,47.7%,57.6%,38.8%,48.5%,34.4%
Stuttgart Outdoor,7,Clay,19,13,6,68.4%,6,3,3,50.0%,1984,1995,W,3,0.87,9.0%,6.3%,50.3%,74.8%,49.7%,62.3%,32.9%,64.0%,35.3%
Wembley,7,Carpet,15,8,7,53.3%,10,4,6,40.0%,1982,1989,SF,0,,,,,,,,,,
Brussels,7,Carpet,12,6,6,50.0%,4,4,0,100.0%,1984,1992,W,3,0.96,8.1%,9.5%,41.0%,85.7%,45.8%,62.2%,36.4%,65.2%,46.2%
