Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
1993 Wimbledon R16,L vs Becker,53,4,13.3,21.9%,1.7%,46,0,,21.6%,0.0%,8.9%,11.3%,9.8,20.2%,2.1%
1992 Roland Garros SF,L vs Korda,26,43,0.6,13.2%,21.8%,22,37,0.6,12.2%,20.4%,8.3%,3.9%,0.9,14.2%,16.2%
1992 Roland Garros QF,W vs Kulti,76,52,1.5,26.1%,17.9%,67,45,1.5,24.8%,16.7%,16.3%,7.4%,1.6,9.6%,6.2%
1990 Hamburg Masters SF,L vs Becker,31,23,1.3,16.3%,12.1%,27,22,1.2,14.9%,12.2%,6.1%,8.8%,1.2,14.7%,12.1%
1990 Monte Carlo Masters SF,L vs Muster,21,21,1.0,18.6%,18.6%,17,20,0.9,15.7%,18.5%,8.3%,7.4%,1.8,15.9%,8.8%
1988 Roland Garros F,L vs Wilander,26,41,0.6,17.7%,27.9%,25,38,0.7,17.6%,26.8%,8.5%,9.2%,2.6,15.6%,6.1%
1988 Roland Garros SF,W vs Svensson,44,32,1.4,25.7%,18.7%,38,30,1.3,24.1%,19.0%,13.9%,10.1%,1.0,13.5%,13.5%
1988 Roland Garros R16,W vs Becker,52,48,1.1,28.3%,26.1%,46,42,1.1,27.9%,25.5%,12.7%,15.2%,0.7,12.5%,17.9%
1986 US Open QF,L vs Lendl,21,20,1.1,26.9%,25.6%,14,15,0.9,22.2%,23.8%,12.7%,9.5%,0.9,28.2%,30.8%
1986 Wimbledon SF,L vs Becker,42,19,2.2,18.0%,8.2%,30,12,2.5,15.5%,6.2%,10.4%,5.2%,2.0,20.6%,10.3%
1986 Roland Garros SF,L vs Pernfors,31,47,0.7,26.1%,39.5%,25,46,0.5,23.4%,43.0%,15.0%,8.4%,0.9,23.5%,26.1%
1985 Australian Open R16,L vs Mcenroe,75,48,1.6,21.7%,13.9%,68,38,1.8,21.9%,12.3%,8.1%,12.3%,1.3,18.0%,13.9%
1985 Dusseldorf RR,W vs Lendl,32,33,1.0,31.1%,32.0%,28,30,0.9,30.1%,32.3%,21.5%,8.6%,1.3,17.5%,13.6%
1984 Davis Cup RR,W vs Lendl,15,10,1.5,-136.4%,-90.9%,15,7,2.1,-75.0%,-35.0%,-40.0%,-35.0%,0.7,-90.9%,-136.4%
1983 Kitzbuhel F,L vs Vilas,29,67,0.4,13.2%,30.6%,27,65,0.4,12.8%,30.8%,9.0%,3.8%,0.5,5.5%,11.9%
Career (15 matches),,574,508,1.1,21.9%,19.4%,495,447,1.1,20.8%,18.8%,11.3%,9.1%,1.3,16.0%,12.8%
