Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1993 Wimbledon R16,L vs Becker,96.5%,64.2%,45.5%,64.5%,42.9%,40.0%,0.0%,68.8%,60.0%,0.0%,-,132,84
1992 Roland Garros SF,L vs Korda,31.1%,63.6%,31.9%,64.7%,12.5%,36.4%,25.0%,14.0%,23.1%,1.3%,66.7%,63,59
1992 Roland Garros QF,W vs Kulti,33.8%,64.7%,36.4%,64.2%,18.4%,31.4%,5.0%,19.2%,31.3%,1.6%,16.7%,110,92
1990 Hamburg SF,L vs Becker,18.5%,58.8%,30.5%,63.8%,17.2%,33.3%,13.3%,20.9%,45.5%,1.0%,0.0%,-5,-20
1990 Monte Carlo SF,L vs Muster,61.1%,54.5%,53.1%,48.3%,9.5%,21.4%,0.0%,7.1%,0.0%,0.0%,-,-6,-5
1988 Roland Garros F,L vs Wilander,37.0%,44.4%,48.3%,47.9%,10.9%,23.1%,0.0%,12.8%,13.3%,0.3%,0.0%,16,3
1988 Roland Garros SF,W vs Svensson,33.0%,71.9%,39.2%,66.2%,19.5%,38.9%,9.1%,17.5%,27.3%,1.2%,0.0%,71,53
1988 Roland Garros QF,W vs Becker,35.1%,66.0%,33.0%,65.6%,18.4%,29.2%,10.0%,27.3%,36.4%,1.1%,66.7%,82,69
1986 US Open QF,L vs Lendl,54.9%,58.0%,38.3%,61.1%,18.2%,25.0%,0.0%,13.3%,50.0%,0.0%,-,-3,-4
1986 Wimbledon SF,L vs Becker,92.5%,62.2%,42.9%,62.0%,33.3%,66.7%,0.0%,36.4%,66.7%,0.0%,-,54,74
1986 Roland Garros SF,L vs Pernfors,4.3%,60.0%,27.0%,49.2%,13.0%,23.1%,15.8%,10.8%,8.3%,0.9%,33.3%,22,-25
1985 Australian Open R16,L vs Mcenroe,88.7%,67.7%,39.8%,66.9%,33.3%,50.0%,0.0%,36.4%,45.5%,0.0%,-,161,132
1985 Dusseldorf RR,W vs Lendl,39.1%,61.8%,37.0%,65.6%,24.4%,29.4%,16.7%,8.7%,20.0%,1.1%,0.0%,99,53
1984 Davis Cup EUR SF RR,W vs Lendl,40.7%,63.6%,27.4%,65.1%,50.0%,100.0%,0.0%,0.0%,0.0%,0.0%,-,157,-29
1983 Kitzbuhel F,L vs Vilas,12.0%,38.5%,28.5%,60.3%,15.1%,15.6%,0.0%,7.5%,27.3%,0.2%,0.0%,74,51
Career (15 matches),,45.9%,62.7%,36.7%,61.7%,17.1%,29.2%,10.6%,16.7%,29.2%,0.7%,24.0%,65,44
