Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1996,4,0,4,0.0%,1-9,10.0%,30-61,33.0%,1-0,100.0%,4,53.3%,11.1%,4.5%,6.6%,41.7%,65.0%,41.1%,51.0%,32.6%,41.8%,0.67,R32 (2x)
1995,22,8,14,36.4%,20-33,37.7%,237-283,45.6%,4-2,66.7%,22,69.9%,20.6%,6.7%,6.6%,49.9%,68.5%,48.7%,58.5%,36.5%,47.8%,0.88,SF (Doha)
1994,34,17,17,50.0%,45-41,52.3%,435-394,52.5%,6-8,42.9%,31,76.5%,26.9%,6.8%,5.4%,49.2%,74.0%,49.5%,61.6%,39.7%,50.6%,1.03,SF (Rosmalen)
1993,27,13,14,48.1%,36-38,48.6%,347-358,49.2%,5-3,62.5%,23,78.0%,21.1%,7.0%,6.3%,51.3%,74.9%,49.5%,62.6%,37.3%,49.8%,1.00,W (Halle)
1992,38,21,17,55.3%,61-41,59.8%,538-439,55.1%,10-7,58.8%,29,84.2%,24.5%,7.7%,3.8%,52.9%,76.8%,51.7%,65.0%,39.3%,52.2%,1.12,SF (Roland Garros)
1991,23,11,12,47.8%,36-27,57.1%,324-289,52.9%,4-5,44.4%,19,76.9%,24.4%,8.5%,6.2%,45.8%,75.0%,50.5%,61.7%,38.4%,50.3%,1.00,QF (Nice)
1990,46,28,18,60.9%,75-43,63.6%,589-488,54.7%,8-6,57.1%,0,,,,,,,,,,,,SF (3x)
1989,25,12,13,48.0%,25-31,44.6%,237-257,48.0%,4-4,50.0%,0,,,,,,,,,,,,QF (3x)
1988,74,51,23,68.9%,112-68,62.2%,904-753,54.6%,15-12,55.6%,0,,,,,,,,,,,,W (2x)
1987,44,23,21,52.3%,52-47,52.5%,483-453,51.6%,13-12,52.0%,0,,,,,,,,,,,,SF (2x)
1986,61,46,15,75.4%,108-39,73.5%,775-541,58.9%,10-6,62.5%,0,,,,,,,,,,,,W (3x)
1985,71,47,24,66.2%,111-55,66.9%,856-660,56.5%,12-14,46.2%,0,,,,,,,,,,,,W (2x)
1984,48,29,19,60.4%,66-43,60.6%,543-466,53.8%,7-7,50.0%,0,,,,,,,,,,,,W (Stuttgart Outdoor)
1983,64,38,26,59.4%,89-60,59.7%,767-644,54.4%,4-9,30.8%,0,,,,,,,,,,,,F (2x)
1982,54,31,23,57.4%,56-52,51.9%,518-482,51.8%,11-9,55.0%,0,,,,,,,,,,,,W (Stockholm)
1981,9,3,6,33.3%,10-16,38.5%,109-130,45.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (Sydney Outdoor)
1980,4,0,4,0.0%,2-8,20.0%,27-55,32.9%,0-1,0.0%,0,,,,,,,,,,,,R32 (3x)
Career,648,378,270,58.3%,905-651,58.2%,7719-6753,53.3%,115-105,52.3%,128,77.1%,23.4%,7.3%,5.5%,49.9%,74.0%,49.8%,61.9%,38.3%,50.1%,1.01,
