Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,155,88,67,56.8%,213-164,56.5%,1841-1627,53.1%,24-27,47.1%,25,73.0%,24.3%,6.6%,5.4%,47.4%,73.6%,47.2%,59.7%,39.0%,49.4%,0.97
Clay,268,160,108,59.7%,366-260,58.5%,3076-2673,53.5%,44-41,51.8%,47,72.1%,23.8%,6.3%,4.4%,48.1%,70.8%,48.8%,59.3%,37.9%,48.9%,0.93
Grass,93,60,33,64.5%,165-93,64.0%,1365-1104,55.3%,29-16,64.4%,27,86.1%,23.2%,7.5%,6.7%,56.1%,76.8%,53.6%,66.6%,38.6%,52.2%,1.15
Carpet,132,70,62,53.0%,161-134,54.6%,1437-1349,51.6%,18-21,46.2%,29,79.8%,22.2%,9.3%,6.2%,48.8%,76.9%,50.8%,63.5%,38.1%,50.8%,1.04
Grand Slams,122,78,44,63.9%,248-145,63.1%,1992-1609,55.3%,29-28,50.9%,27,79.9%,23.7%,6.5%,4.6%,54.1%,75.1%,48.0%,62.6%,38.5%,50.7%,1.03
Masters,80,39,41,48.8%,85-84,50.3%,792-793,50.0%,16-13,55.2%,28,75.1%,24.8%,7.3%,4.8%,44.3%,74.6%,50.0%,60.9%,38.6%,49.9%,0.99
Other Tours,402,237,165,59.0%,492-358,57.9%,4194-3650,53.5%,66-63,51.2%,73,76.4%,22.7%,7.7%,6.3%,49.9%,73.1%,50.7%,61.9%,38.1%,49.9%,1.00
Best of 5,161,98,63,60.9%,320-212,60.2%,2676-2281,54.0%,37-30,55.2%,27,79.9%,23.7%,6.5%,4.6%,54.1%,75.1%,48.0%,62.6%,38.5%,50.7%,1.03
Best of 3,487,280,207,57.5%,585-439,57.1%,5043-4472,53.0%,78-75,51.0%,101,76.0%,23.3%,7.6%,5.9%,48.2%,73.5%,50.4%,61.6%,38.3%,49.9%,1.00
Finals,17,10,7,58.8%,22-18,55.0%,193-173,52.7%,4-4,50.0%,1,100.0%,37.5%,2.0%,7.8%,43.1%,81.8%,69.0%,74.5%,46.6%,59.6%,1.83
Semi-finals,38,16,22,42.1%,38-47,44.7%,387-400,49.2%,7-8,46.7%,4,70.6%,16.3%,4.1%,5.8%,49.9%,73.8%,41.0%,57.4%,35.6%,46.6%,0.84
Quarter-finals,75,38,37,50.7%,84-79,51.5%,765-759,50.2%,9-20,31.0%,10,78.8%,15.7%,5.7%,4.4%,51.9%,72.9%,52.3%,63.0%,33.5%,48.5%,0.90
vs Righties,538,319,219,59.3%,759-535,58.7%,6426-5575,53.5%,98-88,52.7%,103,77.8%,23.6%,7.4%,5.3%,50.2%,74.3%,50.4%,62.4%,38.5%,50.5%,1.02
vs Lefties,107,57,50,53.3%,141-113,55.5%,1247-1143,52.2%,17-17,50.0%,25,74.1%,22.8%,6.7%,6.2%,48.7%,72.9%,47.4%,59.8%,37.8%,49.0%,0.94
vs Top 10,105,30,75,28.6%,92-158,36.8%,1060-1291,45.1%,14-30,31.8%,24,74.2%,15.8%,5.9%,5.5%,49.4%,71.9%,49.1%,60.3%,34.0%,47.4%,0.86
