Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1993 Wimbledon R16,L vs Becker,45.9%,57.1%,18.0%,10/12,1.83,4.2%,40.8%,58.6%,14.1%,1.86,4.9%,58.7%,55.6%,26.1%,1.78,3.3%
1992 Roland Garros SF,L vs Korda,70.9%,42.5%,5.8%,1/5,1.98,25.8%,71.4%,36.0%,2.9%,1.95,4.5%,88.5%,56.5%,15.4%,1.99,36.4%
1992 Roland Garros QF,W vs Kulti,72.5%,54.7%,7.6%,3/7,2.27,2.8%,67.9%,47.3%,8.6%,2.15,5.5%,83.3%,65.0%,6.3%,2.39,0.0%
1990 Hamburg SF,L vs Becker,75.5%,49.3%,5.3%,0/5,2.11,27.3%,72.7%,50.0%,7.3%,2.28,48.8%,83.8%,48.4%,2.7%,1.92,2.8%
1990 Monte Carlo SF,L vs Muster,87.3%,43.8%,14.5%,5/3,2.18,11.4%,88.9%,45.0%,11.1%,1.98,17.9%,80.0%,37.5%,30.0%,2.53,0.0%
1988 Roland Garros F,L vs Wilander,84.9%,35.5%,6.8%,2/3,1.48,5.3%,84.5%,35.0%,5.6%,1.32,10.3%,100.0%,50.0%,50.0%,1.66,0.0%
1988 Roland Garros SF,W vs Svensson,72.1%,50.0%,8.1%,1/6,1.90,1.4%,80.4%,40.0%,5.4%,1.86,3.6%,73.9%,76.5%,17.4%,1.93,0.0%
1988 Roland Garros QF,W vs Becker,58.5%,50.6%,3.5%,2/3,1.85,17.3%,71.6%,43.8%,6.0%,1.79,18.6%,76.1%,60.0%,2.2%,1.94,15.6%
1986 US Open QF,L vs Lendl,46.7%,50.0%,10.0%,1/8,1.70,29.3%,61.3%,47.4%,12.9%,1.59,58.8%,88.5%,52.2%,19.2%,1.77,8.3%
1986 Wimbledon SF,L vs Becker,42.6%,40.8%,17.4%,8/12,1.47,8.8%,36.2%,44.0%,14.5%,1.49,11.8%,63.2%,37.5%,26.3%,1.46,5.9%
1986 Roland Garros SF,L vs Pernfors,56.3%,41.8%,0.8%,0/1,1.83,19.5%,71.1%,43.8%,2.2%,1.64,35.7%,92.1%,40.0%,0.0%,1.94,10.2%
1985 Australian Open R16,L vs Mcenroe,58.9%,59.3%,6.8%,2/11,1.36,3.4%,52.8%,55.4%,4.7%,1.33,0.0%,71.3%,63.2%,10.0%,1.41,7.0%
1985 Dusseldorf RR,W vs Lendl,56.8%,45.2%,5.4%,2/2,1.72,5.6%,74.4%,41.4%,5.1%,1.65,9.7%,72.2%,53.8%,11.1%,1.81,0.0%
1984 Davis Cup EUR SF RR,W vs Lendl,32.9%,80.0%,5.3%,0/4,1.40,8.0%,68.2%,80.0%,9.1%,1.20,20.0%,76.9%,80.0%,15.4%,1.53,0.0%
1983 Kitzbuhel F,L vs Vilas,85.6%,47.4%,5.4%,1/5,2.18,9.2%,89.5%,41.6%,7.0%,2.26,16.7%,81.8%,72.2%,0.0%,2.09,0.0%
Career (15 matches),,62.1%,49.4%,7.9%,30.4%,1.88,11.4%,67.8%,45.2%,7.5%,1.84,16.0%,76.7%,56.7%,11.8%,1.92,6.9%
