Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,84,28,56,33.3%,67-121,35.6%,781-991,44.1%,11-14,44.0%,14,-,-,1.4%,4.5%,65.9%,57.4%,40.2%,51.5%,45.8%,48.8%,0.94
Clay,139,66,73,47.5%,138-160,46.3%,1345-1396,49.1%,14-16,46.7%,7,-,-,0.7%,5.0%,66.0%,50.5%,38.7%,46.5%,47.1%,46.8%,0.88
Grass,14,4,10,28.6%,10-21,32.3%,119-161,42.5%,1-1,50.0%,1,-,-,1.9%,6.6%,67.9%,63.9%,35.3%,54.7%,36.7%,46.1%,0.81
Carpet,4,1,3,25.0%,3-7,30.0%,38-51,42.7%,0-0,-,0,,,,,,,,,,,
Grand Slams,43,14,29,32.6%,34-58,37.0%,392-481,44.9%,5-5,50.0%,12,-,-,1.2%,4.7%,66.6%,57.4%,41.3%,52.0%,45.5%,48.9%,0.95
Premiers,39,13,26,33.3%,29-57,33.7%,341-464,42.4%,7-6,53.8%,8,-,-,1.3%,4.9%,64.9%,53.7%,34.9%,47.1%,46.7%,46.9%,0.88
Internationals,93,41,52,44.1%,90-118,43.3%,934-1013,48.0%,9-14,39.1%,2,-,-,0.7%,5.6%,66.7%,50.0%,45.8%,48.6%,42.9%,45.7%,0.84
Finals,3,1,2,33.3%,3-5,37.5%,38-39,49.4%,0-1,0.0%,0,,,,,,,,,,,
Semi-finals,5,3,2,60.0%,7-6,53.8%,63-54,53.8%,0-2,0.0%,0,,,,,,,,,,,
Quarter-finals,14,5,9,35.7%,13-20,39.4%,137-163,45.7%,1-0,100.0%,0,,,,,,,,,,,
vs Righties,206,81,125,39.3%,177-271,39.5%,1908-2251,45.9%,24-25,49.0%,18,-,-,1.0%,5.4%,65.3%,54.4%,38.6%,48.9%,46.5%,47.8%,0.91
vs Lefties,21,10,11,47.6%,23-27,46.0%,229-239,48.9%,2-5,28.6%,2,-,-,1.4%,3.5%,69.7%,62.6%,44.2%,57.0%,39.8%,49.1%,0.93
vs Top 10,14,0,14,0.0%,1-27,3.6%,80-168,32.3%,0-2,0.0%,3,-,-,0.0%,5.1%,63.7%,52.3%,42.4%,48.7%,41.7%,45.5%,0.81
