Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,7,4,3,57.1%,9-8,52.9%,81-75,51.9%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2004,43,28,15,65.1%,60-39,60.6%,466-399,53.9%,3-0,100.0%,0,,,,,,,,,,,,W (Puebla 25K)
2003,14,8,6,57.1%,17-15,53.1%,143-142,50.2%,1-0,100.0%,0,,,,,,,,,,,,SF (2x)
2002,15,9,6,60.0%,19-15,55.9%,183-167,52.3%,3-5,37.5%,0,,,,,,,,,,,,W (Saint Gaudens 50K)
2001,7,5,2,71.4%,10-8,55.6%,90-84,51.7%,0-1,0.0%,0,,,,,,,,,,,,SF (Orbetello 25K)
2000,41,25,16,61.0%,48-40,54.5%,415-365,53.2%,4-2,66.7%,0,,,,,,,,,,,,W (Tbilisi 25K)
1999,15,10,5,66.7%,21-10,67.7%,156-121,56.3%,1-4,20.0%,0,,,,,,,,,,,,F (Civitanova 25K)
1998,17,11,6,64.7%,20-17,54.1%,158-160,49.7%,4-2,66.7%,0,,,,,,,,,,,,F (2x)
1997,31,20,11,64.5%,38-24,61.3%,292-234,55.5%,5-4,55.6%,0,,,,,,,,,,,,W (2x)
1996,33,23,10,69.7%,46-21,68.7%,340-239,58.7%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
1995,47,39,8,83.0%,79-27,74.5%,558-353,61.3%,2-2,50.0%,0,,,,,,,,,,,,W (5x)
1994,7,3,4,42.9%,7-6,53.8%,63-57,52.5%,0-0,-,0,,,,,,,,,,,,R16 (3x)
1993,47,39,8,83.0%,80-26,75.5%,572-356,61.6%,1-3,25.0%,0,,,,,,,,,,,,W (3x)
1992,12,10,2,83.3%,20-6,76.9%,139-84,62.3%,1-0,100.0%,0,,,,,,,,,,,,W (ITF Buenos Aires 1)
1991,2,1,1,50.0%,3-2,60.0%,22-22,50.0%,0-0,-,0,,,,,,,,,,,,R16 (ITF Santiago)
Career,338,235,103,69.5%,477-264,64.4%,3678-2858,56.3%,31-27,53.4%,0,,,,,,,,,,,,
