Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2000,9,4,5,44.4%,12-13,48.0%,126-137,47.9%,3-3,50.0%,9,81.3%,14.7%,7.3%,3.1%,60.6%,73.1%,54.1%,65.6%,33.4%,49.4%,0.97,SF (San Jose)
1999,52,31,21,59.6%,79-64,55.2%,771-724,51.6%,23-15,60.5%,49,83.8%,18.9%,7.1%,2.9%,65.7%,74.2%,54.5%,67.4%,36.5%,51.7%,1.12,F (Memphis)
1998,43,21,22,48.8%,54-55,49.5%,534-539,49.8%,12-8,60.0%,39,79.7%,19.0%,6.3%,3.0%,65.0%,71.0%,51.1%,64.0%,35.5%,49.7%,0.99,W (Orlando)
1997,51,32,19,62.7%,84-56,60.0%,726-653,52.6%,13-9,59.1%,47,79.4%,24.2%,6.0%,4.1%,60.6%,72.4%,49.7%,63.5%,38.0%,50.5%,1.04,W (2x)
1996,50,33,17,66.0%,83-48,63.4%,728-604,54.7%,13-13,50.0%,47,82.8%,26.7%,6.9%,3.4%,61.6%,73.7%,53.0%,65.8%,39.2%,52.2%,1.14,W (2x)
1995,83,61,22,73.5%,149-62,70.6%,1185-929,56.1%,27-15,64.3%,78,85.7%,25.4%,6.6%,3.4%,61.9%,75.0%,53.4%,66.8%,39.0%,52.7%,1.17,W (4x)
1994,66,47,19,71.2%,119-56,68.0%,949-725,56.7%,10-14,41.7%,57,83.0%,29.2%,5.4%,3.2%,61.9%,74.5%,52.5%,66.1%,40.8%,53.1%,1.20,F (2x)
1993,75,58,17,77.3%,150-54,73.5%,1137-809,58.4%,15-12,55.6%,70,86.7%,29.1%,5.9%,3.3%,61.0%,75.2%,54.6%,67.2%,40.6%,53.5%,1.24,W (5x)
1992,88,70,18,79.5%,173-64,73.0%,1332-950,58.4%,26-14,65.0%,80,86.8%,29.5%,6.6%,3.0%,60.8%,76.3%,53.9%,67.5%,41.1%,54.1%,1.26,W (5x)
1991,74,55,19,74.3%,141-64,68.8%,1087-845,56.3%,12-8,60.0%,66,84.9%,28.9%,7.1%,2.9%,63.0%,73.1%,54.5%,66.2%,40.7%,53.3%,1.21,W (3x)
1990,68,45,23,66.2%,101-53,65.6%,782-594,56.8%,10-10,50.0%,4,86.4%,25.6%,5.9%,2.7%,65.1%,73.5%,64.0%,70.2%,39.8%,53.9%,1.34,F (Dusseldorf)
1989,48,30,18,62.5%,66-45,59.5%,539-458,54.1%,12-7,63.2%,0,,,,,,,,,,,,W (Basel)
1988,36,21,15,58.3%,42-35,54.5%,356-328,52.0%,9-2,81.8%,0,,,,,,,,,,,,SF (2x)
1987,2,0,2,0.0%,1-4,20.0%,11-24,31.4%,0-0,-,0,,,,,,,,,,,,R32 (Johannesburg)
Career,745,508,237,68.2%,1254-673,65.1%,10263-8319,55.2%,185-130,58.7%,546,84.2%,26.0%,6.5%,3.2%,62.2%,74.2%,53.3%,66.3%,39.3%,52.6%,1.16,
