Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2000 Miami R64,L vs Enqvist,35.4%,44.4%,49.2%,39.1%,50.0%,58.3%,53.3%,56.2%,52.4%,48.7%,25.0%,14.7%,26.5%,44.8%,23
2000 Miami R128,W vs Nalbandian,26.2%,37.4%,50.7%,33.6%,28.3%,46.7%,48.8%,41.5%,44.4%,42.4%,16.7%,25.6%,27.9%,53.1%,50
1999 Memphis F,L vs Haas,46.8%,51.1%,35.0%,48.9%,59.4%,65.6%,23.1%,62.5%,64.7%,33.3%,33.3%,30.0%,30.0%,57.1%,102
1997 Miami SF,L vs Muster,23.5%,43.1%,62.1%,34.7%,37.0%,70.4%,70.6%,58.1%,25.0%,26.7%,100.0%,14.3%,21.4%,50.0%,11
1996 Roland Garros QF,L vs Sampras,35.6%,47.0%,54.3%,39.8%,48.9%,58.7%,61.7%,55.8%,40.0%,57.7%,100.0%,14.5%,29.1%,46.8%,-26
1996 Philadelphia F,W vs Woodruff,38.0%,50.0%,71.0%,47.6%,51.5%,69.7%,75.0%,66.1%,66.7%,27.8%,-,11.8%,11.8%,66.7%,-79
1996 Australian Open QF,L vs Agassi,30.6%,38.9%,48.4%,35.1%,38.5%,45.1%,42.9%,45.7%,20.5%,50.0%,50.0%,18.8%,31.3%,56.4%,64
1995 Paris SF,L vs Sampras,20.5%,30.1%,60.3%,28.6%,27.8%,37.0%,59.0%,40.2%,16.0%,51.7%,60.0%,7.7%,19.2%,62.5%,-42
1995 US Open SF,L vs Sampras,27.7%,38.3%,54.6%,33.7%,35.4%,48.8%,62.3%,45.7%,46.3%,53.7%,75.0%,18.5%,25.9%,45.5%,49
1995 Australian Open QF,L vs Sampras,17.3%,25.7%,59.3%,22.3%,19.7%,30.8%,61.7%,27.3%,41.2%,45.5%,40.0%,13.6%,16.9%,54.9%,-29
1994 Roland Garros SF,L vs Bruguera,19.4%,25.8%,47.8%,25.2%,28.4%,36.5%,52.8%,38.1%,41.7%,39.5%,50.0%,7.1%,11.9%,41.0%,-52
1994 Miami SF,L vs Sampras,20.8%,29.2%,54.7%,26.8%,28.9%,40.0%,46.9%,38.4%,35.0%,72.0%,100.0%,8.7%,13.0%,66.7%,-37
1994 Australian Open SF,L vs Sampras,20.5%,41.0%,55.0%,31.7%,24.4%,57.8%,61.8%,43.8%,23.8%,58.3%,0.0%,16.1%,19.4%,46.2%,13
1993 Indianapolis F,W vs Becker,30.2%,42.9%,60.0%,33.3%,47.1%,58.8%,61.1%,52.9%,43.8%,38.9%,0.0%,15.0%,35.0%,58.8%,-7
1993 Wimbledon F,L vs Sampras,29.6%,45.9%,58.0%,35.0%,43.8%,58.9%,58.5%,53.8%,45.9%,52.8%,100.0%,14.5%,34.5%,57.4%,26
1993 Wimbledon F,L vs Sampras,30.4%,46.7%,58.0%,35.8%,43.8%,58.9%,58.5%,53.8%,45.9%,52.8%,100.0%,16.1%,35.7%,57.4%,42
1993 Wimbledon SF,W vs Edberg,26.4%,37.3%,50.8%,32.7%,35.1%,49.1%,59.5%,47.4%,59.3%,56.7%,33.3%,24.3%,35.1%,39.3%,69
1993 Roland Garros F,L vs Bruguera,16.9%,22.8%,49.4%,20.9%,27.3%,36.4%,52.1%,35.5%,62.9%,32.3%,0.0%,10.9%,15.2%,46.3%,-79
1993 Roland Garros SF,W vs Krajicek,30.4%,46.4%,57.1%,40.0%,29.2%,45.8%,62.7%,44.2%,32.1%,59.1%,-,40.6%,59.4%,42.1%,126
1993 Roland Garros R16,W vs Muster,13.2%,24.5%,64.1%,19.8%,17.3%,32.7%,67.4%,30.8%,50.0%,36.7%,33.3%,19.2%,34.6%,57.1%,59
Career (59 matches),,26.3%,37.6%,53.9%,32.6%,34.2%,47.4%,57.4%,44.7%,48.4%,48.2%,44.7%,17.2%,27.0%,49.2%,44
