Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 US Open R128,L vs Sabalenka,67.3%,54.1%,10.9%,4/2,2.52,8.3%,77.1%,48.1%,8.6%,2.36,0.0%,62.5%,70.0%,18.8%,2.66,15.8%
2022 Wimbledon R128,W vs Rus,77.4%,53.7%,5.7%,3/0,2.16,2.4%,80.6%,55.2%,2.8%,2.08,3.8%,92.3%,50.0%,15.4%,2.30,0.0%
2022 Rabat R32,L vs Kucova,83.8%,32.3%,8.1%,1/2,2.48,1.7%,86.2%,24.0%,6.9%,2.55,2.2%,100.0%,66.7%,16.7%,2.27,0.0%
Career (3 matches),,75.2%,47.7%,8.3%,66.7%,2.40,3.7%,81.0%,43.2%,6.0%,2.38,2.3%,80.0%,60.7%,17.1%,2.44,6.3%
