Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Wimbledon QF,L vs Williams,25,18,1.4,13.5%,9.7%,24,12,2.0,15.3%,7.6%,7.6%,7.6%,1.8,26.5%,14.6%
2019 Wimbledon R16,W vs Barty,30,15,2.0,19.4%,9.7%,27,15,1.8,19.7%,10.9%,10.9%,7.3%,1.1,17.4%,16.1%
2019 Wimbledon R32,W vs Bencic,28,29,1.0,14.2%,14.7%,25,25,1.0,14.0%,14.0%,7.3%,5.6%,0.9,17.3%,18.8%
2019 Wimbledon R64,W vs Jorovic,48,33,1.5,18.5%,12.7%,43,21,2.0,19.1%,9.3%,12.9%,5.8%,1.5,17.7%,11.5%
2019 Wimbledon R128,W vs Vekic,34,31,1.1,14.5%,13.2%,30,28,1.1,14.4%,13.4%,8.6%,5.7%,1.0,16.6%,17.4%
2018 Wimbledon R64,L vs Bencic,48,24,2.0,21.1%,10.5%,40,15,2.7,19.9%,7.5%,10.0%,8.0%,2.2,15.4%,7.0%
2018 Wimbledon R128,W vs Duque Marino,7,11,0.6,7.5%,11.8%,7,9,0.8,8.2%,10.6%,4.7%,2.4%,0.5,11.8%,23.7%
2017 US Open R128,L vs Vandeweghe,12,24,0.5,7.5%,15.1%,12,16,0.8,8.9%,11.9%,4.4%,4.4%,0.7,19.5%,28.3%
2017 Wimbledon R32,L vs Vandeweghe,5,16,0.3,4.4%,14.2%,4,12,0.3,4.1%,12.2%,3.1%,0.0%,1.2,20.4%,16.8%
2017 Wimbledon R64,W vs Mladenovic,22,20,1.1,11.9%,10.8%,20,19,1.1,12.3%,11.7%,6.2%,5.6%,1.4,25.4%,18.4%
2017 Wimbledon R128,W vs Stephens,13,17,0.8,11.6%,15.2%,13,14,0.9,12.0%,13.0%,6.5%,5.6%,0.3,8.0%,25.9%
2017 Roland Garros R128,L vs Strycova,7,25,0.3,6.4%,22.9%,7,23,0.3,6.9%,22.5%,4.9%,2.0%,0.6,17.4%,27.5%
2017 Australian Open R32,L vs Cirstea,17,25,0.7,13.6%,20.0%,15,21,0.7,13.3%,18.6%,7.1%,5.3%,1.4,22.4%,16.0%
2017 Australian Open R64,W vs Zhang,27,44,0.6,12.5%,20.4%,26,41,0.6,12.6%,19.8%,9.2%,3.4%,0.5,13.9%,25.5%
2016 US Open R128,L vs Keys,14,22,0.6,6.3%,10.0%,14,17,0.8,7.0%,8.5%,5.0%,2.0%,1.0,27.1%,27.1%
2016 Wimbledon R128,L vs Vinci,19,33,0.6,10.3%,17.9%,17,30,0.6,9.6%,16.9%,6.2%,3.4%,0.7,12.0%,17.9%
2016 Roland Garros R128,L vs Golubic,22,33,0.7,14.2%,21.3%,19,28,0.7,13.4%,19.7%,6.3%,7.0%,0.9,17.4%,20.0%
2016 Australian Open R128,L vs Bencic,10,17,0.6,9.3%,15.7%,7,14,0.5,7.4%,14.7%,2.1%,5.3%,1.0,21.3%,22.2%
2015 US Open R128,L vs Bouchard,15,25,0.6,9.9%,16.4%,15,19,0.8,10.6%,13.5%,9.2%,1.4%,0.7,16.4%,23.7%
2015 Wimbledon R128,L vs Safarova,17,22,0.8,7.5%,9.7%,16,10,1.6,8.2%,5.1%,6.2%,1.5%,1.0,18.1%,17.7%
Career (36 matches),,691,803,0.9,12.5%,14.5%,610,658,0.9,12.3%,13.3%,6.0%,4.1%,1.0,18.6%,19.4%
