Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Roland Garros R128,L vs Andreeva,5.1,5.6,4.7,33.3%,26.7%,27.8%,27.3%,41.3%,1.1%,-3.5,-6.0,-13.0,-14.1
2022 US Open R16,L vs Garcia,3.3,3.3,3.3,43.6%,48.0%,40.0%,25.0%,45.1%,1.3%,2.5,4.2,9.5,12.3
2022 US Open R128,W vs Yu,4.7,4.8,4.6,50.9%,55.0%,70.0%,76.9%,44.0%,1.7%,4.5,5.1,13.5,11.4
2022 San Jose R32,L vs Mandlik,4.5,4.9,4.0,51.7%,44.1%,41.7%,25.0%,57.6%,3.0%,-9.0,-6.9,-4.0,-4.3
2022 Nottingham F,L vs Haddad Maia,4.1,3.8,4.5,51.0%,45.2%,35.7%,55.0%,49.8%,1.9%,-6.0,-4.7,4.0,2.7
2022 Roland Garros R64,L vs Swiatek,3.9,3.8,4.1,35.8%,47.4%,11.1%,14.3%,49.3%,2.9%,-6.0,-9.5,-6.0,-9.5
2022 Madrid R64,L vs Andreescu,3.7,3.6,3.8,50.0%,43.3%,16.7%,57.1%,46.9%,0.8%,-6.0,-5.6,1.0,0.8
2022 BJK Cup Qualifiers RR,W vs Yastremska,3.9,3.5,4.3,52.8%,57.5%,44.4%,33.3%,56.3%,5.4%,-1.5,-1.0,-1.0,-0.8
2022 Charleston R32,L vs Sabalenka,3.2,3.5,2.9,45.2%,50.0%,37.5%,50.0%,47.6%,4.0%,0.0,0.0,5.0,5.3
2022 Indian Wells R64,W vs Muguruza,4.5,4.5,4.4,46.5%,61.5%,60.0%,81.3%,50.8%,2.4%,4.0,3.3,1.5,1.2
2022 Dubai R32,L vs Halep,4.3,4.4,4.2,31.0%,65.4%,58.3%,18.2%,63.6%,4.5%,2.0,1.9,2.5,3.9
2022 Adelaide F,L vs Keys,4.0,4.5,3.5,38.6%,34.6%,50.0%,33.3%,49.7%,6.1%,-5.0,-6.9,-5.0,-6.6
2021 Linz F,W vs Cristian,5.1,5.4,4.8,55.4%,38.9%,50.0%,63.3%,49.6%,1.9%,-8.0,-4.3,8.0,4.0
2021 Indian Wells R64,L vs Andreescu,4.6,4.8,4.3,45.6%,45.2%,43.3%,48.0%,47.6%,0.9%,-5.0,-2.6,5.5,2.5
2021 Portoroz F,L vs Paolini,5.8,5.9,5.7,39.6%,66.7%,35.3%,30.8%,40.8%,0.5%,5.0,3.8,-8.5,-4.4
2021 Eastbourne R16,L vs Sabalenka,2.7,2.7,2.8,35.6%,45.8%,33.3%,66.7%,45.8%,1.9%,2.5,6.6,-1.0,-2.0
2021 Madrid R64,L vs Swiatek,3.6,3.5,3.7,47.0%,29.4%,20.0%,33.3%,45.9%,3.8%,-4.0,-6.3,-8.0,-10.5
2020 Roland Garros R128,L vs Goerges,3.4,3.5,3.3,45.6%,45.6%,42.1%,40.0%,46.3%,6.5%,6.5,6.4,-2.0,-1.7
2020 Australian Open R16,L vs Barty,4.6,4.4,4.8,50.7%,45.9%,62.5%,37.5%,49.1%,5.7%,-0.5,-0.4,1.5,1.2
2019 Zhuhai RR,L vs Muchova,4.2,3.9,4.4,48.9%,52.2%,35.3%,42.9%,38.8%,5.7%,-1.0,-1.0,7.5,4.6
Career (50 matches),,4.3,4.5,4.2,46.4%,51.0%,47.7%,47.4%,50.2%,3.8%,2.4,2.0,1.7,1.4
