Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Roland Garros R128,L vs Andreeva,13.9%,13.9%,26.7%,12.0%,12.0%,27.3%,41.7%,46.2%,50.0%,20.0%,20.0%,25.0%,20.0%,40.0%,0.0%,6
2022 US Open R16,L vs Garcia,26.1%,37.0%,43.8%,33.3%,46.7%,45.0%,46.7%,40.0%,100.0%,14.3%,21.4%,41.7%,83.3%,25.0%,0.0%,25
2022 US Open R128,W vs Yu,21.3%,29.8%,77.1%,20.6%,32.4%,77.8%,40.0%,42.1%,-,27.3%,27.3%,75.0%,16.7%,40.0%,-,82
2022 San Jose R32,L vs Mandlik,28.4%,34.3%,31.9%,30.2%,37.7%,27.0%,37.5%,27.6%,16.7%,23.1%,23.1%,50.0%,0.0%,0.0%,0.0%,-18
2022 Nottingham F,L vs Haddad Maia,32.6%,40.2%,44.1%,38.1%,47.6%,48.7%,37.1%,57.1%,60.0%,23.1%,26.9%,35.0%,0.0%,12.5%,16.7%,21
2022 Roland Garros R64,L vs Swiatek,20.4%,24.5%,27.0%,18.8%,21.9%,26.9%,29.4%,40.0%,0.0%,26.7%,33.3%,27.3%,14.3%,12.5%,0.0%,38
2022 Madrid R64,L vs Andreescu,24.1%,35.4%,39.3%,28.1%,40.4%,36.6%,30.8%,38.7%,75.0%,16.7%,27.8%,46.7%,0.0%,40.0%,50.0%,38
2022 BJK Cup Qualifiers RR,W vs Yastremska,32.2%,32.2%,45.6%,39.0%,39.0%,44.4%,65.2%,41.7%,0.0%,22.2%,22.2%,47.6%,27.3%,56.3%,0.0%,17
2022 Charleston R32,L vs Sabalenka,26.7%,33.3%,38.5%,28.6%,34.7%,40.0%,40.0%,44.8%,66.7%,26.1%,34.8%,35.3%,20.0%,46.2%,100.0%,35
2022 Indian Wells R64,W vs Muguruza,22.8%,28.1%,48.8%,29.4%,35.3%,54.2%,38.9%,18.8%,-,15.0%,20.0%,41.2%,18.2%,0.0%,0.0%,31
2022 Dubai R32,L vs Halep,23.2%,28.6%,48.7%,31.6%,39.5%,61.5%,52.9%,52.4%,57.1%,7.1%,7.1%,23.1%,10.0%,50.0%,0.0%,-55
2022 Adelaide F,L vs Keys,13.5%,17.3%,40.5%,11.1%,16.7%,46.9%,38.9%,50.0%,57.1%,23.1%,23.1%,20.0%,14.3%,50.0%,100.0%,97
2021 Linz F,W vs Cristian,19.1%,25.5%,45.9%,23.4%,32.8%,42.9%,46.2%,31.6%,25.0%,10.7%,10.7%,52.0%,23.5%,27.3%,100.0%,-23
2021 Indian Wells R64,L vs Andreescu,14.5%,22.5%,48.6%,15.2%,26.1%,52.6%,25.5%,40.0%,75.0%,15.4%,17.9%,39.4%,0.0%,20.8%,25.0%,31
2021 Portoroz F,L vs Paolini,7.8%,14.1%,38.6%,13.5%,24.3%,40.6%,37.5%,23.8%,0.0%,0.0%,0.0%,36.0%,0.0%,6.7%,0.0%,-119
2021 Eastbourne R16,L vs Sabalenka,35.4%,39.6%,28.6%,36.7%,43.3%,21.1%,50.0%,66.7%,100.0%,40.0%,40.0%,44.4%,0.0%,20.0%,-,97
2021 Madrid R64,L vs Swiatek,26.0%,26.0%,30.3%,33.3%,33.3%,29.2%,72.2%,66.7%,80.0%,10.0%,10.0%,33.3%,50.0%,33.3%,0.0%,-36
2020 Roland Garros R128,L vs Goerges,17.9%,23.6%,42.3%,10.6%,18.2%,47.5%,25.0%,34.2%,45.5%,38.7%,41.9%,26.3%,0.0%,6.7%,0.0%,167
2020 Australian Open R16,L vs Barty,21.1%,28.2%,51.9%,22.0%,32.0%,48.7%,41.7%,69.2%,50.0%,21.1%,21.1%,60.0%,8.3%,42.9%,-,11
2019 Zhuhai RR,L vs Muchova,24.0%,33.3%,42.6%,31.6%,42.1%,46.2%,30.0%,51.9%,50.0%,0.0%,6.7%,33.3%,50.0%,11.1%,0.0%,-119
Career (50 matches),,19.5%,26.5%,46.9%,22.5%,31.0%,48.5%,45.2%,43.2%,46.6%,16.4%,21.4%,43.5%,17.7%,31.2%,24.4%,43
