Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Roland Garros R128,L vs Andreeva,0.0%,-,13.0%,40.0%,2.1%,5.0%,0.0%,1.4%,0.0%,0.6%,100.0%,-114,-110
2022 US Open R16,L vs Garcia,0.0%,-,2.6%,100.0%,8.7%,18.2%,0.0%,22.9%,50.0%,0.0%,-,-79,-55
2022 US Open R128,W vs Yu,0.0%,-,13.0%,92.9%,4.1%,4.3%,0.0%,16.5%,34.3%,0.0%,-,5,0
2022 San Jose R32,L vs Mandlik,0.0%,-,7.4%,66.7%,3.7%,4.5%,0.0%,6.5%,27.3%,0.0%,-,-20,0
2022 Nottingham F,L vs Haddad Maia,0.0%,-,8.9%,56.3%,5.0%,3.7%,9.1%,7.7%,16.7%,0.3%,100.0%,-55,-19
2022 Roland Garros R64,L vs Swiatek,0.0%,-,0.0%,0.0%,2.0%,6.3%,0.0%,6.4%,8.3%,0.0%,-,-94,-85
2022 Madrid R64,L vs Andreescu,0.0%,-,7.0%,63.6%,7.0%,10.0%,0.0%,12.7%,27.8%,0.0%,-,-1,18
2022 BJK Cup Qualifiers RR,W vs Yastremska,0.0%,-,3.8%,71.4%,3.2%,4.0%,0.0%,3.4%,0.0%,0.0%,-,-67,-29
2022 Charleston R32,L vs Sabalenka,0.0%,-,3.8%,66.7%,13.6%,13.0%,0.0%,10.8%,33.3%,0.5%,0.0%,-22,-3
2022 Indian Wells R64,W vs Muguruza,0.0%,-,5.5%,100.0%,5.8%,5.6%,0.0%,9.9%,28.1%,0.0%,-,-13,5
2022 Dubai R32,L vs Halep,0.0%,-,9.3%,80.0%,8.0%,18.2%,0.0%,14.3%,45.5%,0.5%,0.0%,-22,-12
2022 Adelaide F,L vs Keys,0.0%,-,4.0%,75.0%,1.8%,6.3%,0.0%,3.3%,0.0%,0.0%,-,-88,-78
2021 Linz F,W vs Cristian,0.0%,-,9.1%,76.5%,4.2%,5.3%,0.0%,8.6%,21.2%,0.0%,-,-30,-16
2021 Indian Wells R64,L vs Andreescu,0.0%,-,6.8%,73.3%,6.6%,5.6%,0.0%,8.1%,26.8%,0.5%,0.0%,-54,-41
2021 Portoroz F,L vs Paolini,0.0%,-,10.6%,57.1%,8.3%,12.8%,0.0%,3.8%,8.1%,0.0%,-,-53,-51
2021 Eastbourne R16,L vs Sabalenka,0.0%,-,6.8%,71.4%,20.0%,38.5%,0.0%,17.2%,18.2%,0.0%,-,-3,43
2021 Madrid R64,L vs Swiatek,0.0%,-,3.9%,50.0%,5.8%,20.0%,0.0%,1.9%,7.1%,0.0%,-,-48,-10
2020 Roland Garros R128,L vs Goerges,0.0%,-,6.2%,75.0%,11.4%,9.7%,0.0%,9.6%,31.3%,0.4%,0.0%,-49,-33
2020 Australian Open R16,L vs Barty,0.0%,-,11.3%,62.5%,8.0%,12.8%,0.0%,6.4%,28.6%,0.4%,100.0%,-47,-43
2019 Zhuhai RR,L vs Muchova,0.0%,-,9.7%,68.8%,4.8%,3.1%,0.0%,13.2%,33.3%,0.7%,0.0%,-18,0
Career (50 matches),,0.3%,70.0%,8.6%,69.1%,8.3%,14.6%,15.1%,8.3%,21.0%,0.4%,39.6%,-32,-24
