Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Roland Garros R128,L vs Andreeva,75.6%,32.3%,4.9%,1/1,2.34,0.0%,78.3%,44.4%,4.3%,2.33,0.0%,72.2%,15.4%,5.6%,2.39,0.0%
2022 US Open R16,L vs Garcia,64.8%,47.8%,11.3%,6/2,2.49,12.5%,59.1%,42.3%,9.1%,2.33,10.0%,83.3%,55.0%,16.7%,2.77,16.7%
2022 US Open R128,W vs Yu,68.9%,57.1%,1.6%,0/1,2.28,14.7%,68.2%,60.0%,2.3%,2.25,15.4%,80.0%,50.0%,0.0%,2.35,12.5%
2022 San Jose R32,L vs Mandlik,67.3%,51.4%,9.1%,3/2,2.55,4.3%,62.9%,50.0%,8.6%,2.42,5.6%,83.3%,53.3%,11.1%,3.02,0.0%
2022 Nottingham F,L vs Haddad Maia,68.2%,43.3%,5.7%,4/1,2.43,6.8%,72.7%,37.5%,3.6%,2.41,10.3%,74.1%,55.0%,11.1%,2.47,0.0%
2022 Roland Garros R64,L vs Swiatek,74.4%,31.0%,15.4%,2/4,2.32,0.0%,73.1%,21.1%,11.5%,2.50,0.0%,83.3%,50.0%,25.0%,1.91,0.0%
2022 Madrid R64,L vs Andreescu,82.3%,46.2%,11.4%,6/3,2.52,5.4%,84.8%,51.3%,10.9%,2.47,7.3%,86.7%,38.5%,13.3%,2.66,0.0%
2022 BJK Cup Qualifiers RR,W vs Yastremska,71.6%,51.5%,5.3%,2/3,2.84,0.0%,72.7%,47.5%,3.6%,2.84,0.0%,82.4%,57.1%,8.8%,2.84,0.0%
2022 Charleston R32,L vs Sabalenka,61.0%,48.0%,8.5%,2/5,2.79,7.7%,57.1%,42.9%,6.1%,2.81,8.6%,88.0%,54.5%,16.0%,2.76,5.9%
2022 Indian Wells R64,W vs Muguruza,70.4%,64.0%,5.6%,1/3,2.39,0.0%,76.7%,60.6%,2.3%,2.30,0.0%,77.3%,70.6%,13.6%,2.52,0.0%
2022 Dubai R32,L vs Halep,56.9%,41.4%,5.9%,2/1,2.52,2.6%,53.8%,38.1%,2.6%,2.70,3.8%,66.7%,50.0%,16.7%,2.16,0.0%
2022 Adelaide F,L vs Keys,77.1%,37.8%,10.4%,3/2,2.88,2.4%,75.9%,40.9%,10.3%,2.86,3.1%,78.9%,33.3%,10.5%,2.92,0.0%
2021 Linz F,W vs Cristian,76.3%,56.3%,2.2%,2/0,2.34,10.8%,80.4%,62.2%,3.6%,2.32,16.3%,78.8%,46.2%,0.0%,2.40,0.0%
2021 Indian Wells R64,L vs Andreescu,69.0%,41.4%,19.0%,5/11,2.45,3.7%,69.4%,38.2%,10.2%,2.41,5.3%,75.0%,45.8%,34.4%,2.55,0.0%
2021 Portoroz F,L vs Paolini,75.0%,58.8%,4.4%,0/3,2.36,7.0%,78.7%,62.2%,4.3%,2.45,9.4%,73.7%,50.0%,5.3%,2.25,4.0%
2021 Eastbourne R16,L vs Sabalenka,56.4%,35.5%,12.7%,3/4,2.32,14.3%,40.7%,36.4%,14.8%,2.54,15.8%,83.3%,35.0%,12.5%,1.86,11.1%
2021 Madrid R64,L vs Swiatek,67.3%,40.0%,5.8%,2/1,2.42,3.0%,67.7%,38.1%,6.5%,2.44,4.2%,82.4%,42.9%,5.9%,2.34,0.0%
2020 Roland Garros R128,L vs Goerges,71.9%,54.7%,4.5%,3/1,2.30,13.0%,66.0%,57.6%,6.0%,2.23,17.2%,81.6%,51.6%,2.6%,2.52,0.0%
2020 Australian Open R16,L vs Barty,74.6%,49.1%,1.4%,0/1,2.66,35.2%,63.8%,30.0%,0.0%,2.72,46.2%,100.0%,73.9%,4.3%,2.53,6.7%
2019 Zhuhai RR,L vs Muchova,71.1%,54.7%,4.4%,1/3,2.24,20.8%,66.7%,52.5%,1.7%,2.08,26.3%,88.9%,58.3%,11.1%,2.66,6.7%
Career (50 matches),,69.2%,52.1%,5.4%,47.8%,2.45,9.1%,67.0%,48.7%,4.3%,2.43,12.0%,82.9%,56.8%,8.0%,2.48,3.0%
