Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Santiago F,L vs Darderi,60.6%,37.2%,2.8%,0/2,2.30,13.3%,57.1%,35.7%,2.0%,2.29,23.1%,78.9%,40.0%,5.3%,2.32,0.0%
2025 Athens SF,L vs Djokovic,60.8%,45.2%,0.0%,0/0,2.14,3.1%,55.3%,47.6%,0.0%,1.82,4.8%,76.9%,40.0%,0.0%,2.64,0.0%
2025 Hagen CH F,W vs Den Ouden,71.4%,48.3%,7.1%,3/2,2.48,8.9%,74.4%,40.6%,11.6%,2.45,10.0%,87.5%,57.1%,3.1%,2.56,6.7%
2025 Roland Garros R128,L vs Musetti,64.3%,35.6%,8.6%,3/3,2.28,5.6%,57.4%,29.6%,10.6%,2.42,8.6%,81.8%,44.4%,4.5%,2.03,0.0%
2024 Brisbane R32,L vs Dimitrov,57.1%,47.2%,4.8%,2/1,2.11,58.6%,47.4%,27.8%,0.0%,2.05,62.5%,81.8%,66.7%,13.6%,2.24,50.0%
2024 Chengdu R16,W vs Mpetshi Perricard,37.3%,57.1%,1.3%,1/0,-,82.1%,29.1%,56.3%,1.8%,-,76.0%,80.0%,58.3%,0.0%,-,92.9%
2024 Wimbledon R128,L vs Sinner,66.7%,46.4%,7.1%,3/6,2.47,0.0%,57.5%,35.7%,5.5%,2.53,0.0%,84.0%,57.1%,10.0%,2.38,0.0%
2024 Rome R128,W vs Mensik,65.3%,61.2%,5.3%,0/4,2.23,0.0%,61.0%,60.0%,4.9%,2.22,0.0%,85.7%,62.5%,7.1%,2.25,0.0%
2024 Miami R32,L vs Dimitrov,50.0%,18.8%,0.0%,0/0,-,56.0%,41.7%,20.0%,0.0%,-,64.3%,85.7%,16.7%,0.0%,-,45.5%
2024 Miami R128,W vs Ruusuvuori,71.6%,44.8%,6.2%,2/3,1.89,3.5%,68.8%,42.4%,8.3%,1.90,5.7%,83.3%,48.0%,3.3%,1.89,0.0%
2024 Indian Wells R64,L vs Griekspoor,60.0%,36.7%,2.0%,0/1,-,15.0%,51.9%,35.7%,3.7%,-,19.2%,76.2%,37.5%,0.0%,-,7.1%
2023 Mallorca R16,W vs Tsitsipas,57.5%,58.0%,3.4%,2/1,2.17,21.1%,52.8%,50.0%,3.8%,2.14,28.6%,75.9%,68.2%,3.4%,2.21,11.8%
2023 Halle R32,W vs Wessels,63.7%,50.0%,1.1%,1/0,2.25,30.0%,61.3%,47.4%,1.6%,2.35,50.0%,80.0%,55.0%,0.0%,2.10,0.0%
2023 Roland Garros R64,L vs Cerundolo,72.2%,46.2%,4.6%,2/3,2.42,2.0%,71.4%,41.8%,5.2%,2.40,3.1%,88.5%,56.5%,3.8%,2.44,0.0%
2023 Rome QF,L vs Medvedev,64.7%,50.0%,7.4%,1/4,2.19,6.7%,60.5%,43.5%,10.5%,2.19,9.7%,91.3%,57.1%,4.3%,2.18,0.0%
2023 Rome R64,W vs Fritz,71.7%,68.4%,3.8%,2/0,2.12,8.1%,58.3%,71.4%,8.3%,2.25,15.0%,88.9%,66.7%,0.0%,1.97,0.0%
2023 Rome R128,W vs Jarry,83.6%,48.2%,0.0%,0/0,-,5.3%,79.2%,44.7%,0.0%,-,7.7%,94.7%,55.6%,0.0%,-,0.0%
2021 Miami R64,L vs Khachanov,59.6%,46.4%,6.4%,1/2,1.89,16.7%,53.3%,31.3%,3.3%,1.89,35.0%,75.0%,66.7%,12.5%,1.89,0.0%
2020 Kitzbuhel F,L vs Kecmanovic,59.6%,47.1%,1.8%,0/1,2.35,6.1%,65.0%,53.8%,5.0%,2.44,12.5%,58.3%,42.9%,0.0%,2.26,0.0%
2019 Augsburg CH F,W vs Ruusuvuori,78.4%,47.1%,4.5%,1/4,2.47,3.4%,72.6%,45.3%,4.1%,2.38,5.0%,100.0%,50.0%,5.9%,2.69,0.0%
Career (23 matches),,65.2%,48.0%,4.4%,42.7%,2.26,14.8%,60.6%,43.4%,4.9%,2.28,18.8%,82.2%,54.3%,4.1%,2.23,8.0%
