Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,7,5,58.3%,17-11,60.7%,148-133,52.7%,3-2,60.0%,10,79.7%,24.2%,8.3%,3.1%,61.1%,72.3%,53.3%,64.9%,38.7%,51.6%,1.10,F (Santiago)
2025,24,12,12,50.0%,29-32,47.5%,304-306,49.8%,2-6,25.0%,22,80.3%,18.9%,8.5%,1.9%,67.1%,70.5%,53.0%,64.7%,35.5%,49.9%,1.01,SF (Athens)
2024,42,20,22,47.6%,44-58,43.1%,480-528,47.6%,7-11,38.9%,42,78.5%,17.1%,6.9%,2.5%,67.6%,68.4%,51.5%,62.9%,35.3%,49.0%,0.95,SF (2x)
2023,45,23,22,51.1%,55-61,47.4%,570-569,50.0%,6-12,33.3%,44,78.4%,22.0%,6.3%,2.1%,67.1%,67.3%,53.9%,62.9%,38.1%,50.2%,1.03,SF (2x)
2022,14,7,7,50.0%,15-17,46.9%,147-151,49.3%,0-4,0.0%,14,81.1%,18.8%,5.9%,1.8%,63.9%,70.5%,52.1%,63.9%,36.5%,50.0%,1.01,SF (Kitzbuhel)
2021,22,9,13,40.9%,22-30,42.3%,231-270,46.1%,3-5,37.5%,21,74.3%,18.9%,5.7%,2.9%,62.1%,69.7%,48.5%,61.7%,35.1%,48.4%,0.92,SF (Bastad)
2020,10,7,3,70.0%,14-8,63.6%,117-93,55.7%,1-1,50.0%,10,80.0%,31.1%,3.6%,2.5%,60.7%,71.5%,51.6%,63.7%,41.2%,52.2%,1.13,F (Kitzbuhel)
2019,2,0,2,0.0%,0-5,0.0%,16-31,34.0%,0-1,0.0%,2,65.2%,4.3%,6.2%,3.7%,64.8%,60.0%,43.9%,54.3%,29.4%,42.6%,0.64,R32 (Hamburg)
2018,7,1,6,14.3%,7-13,35.0%,96-110,46.6%,2-4,33.3%,7,82.0%,12.0%,5.9%,3.2%,65.3%,72.2%,47.3%,63.5%,33.9%,48.8%,0.93,R16 (2x)
2017,12,7,5,58.3%,14-16,46.7%,157-156,50.2%,4-4,50.0%,12,77.5%,23.4%,6.4%,2.7%,63.0%,68.4%,50.1%,61.6%,36.7%,49.2%,0.96,F (Gstaad)
Career,190,93,97,48.9%,217-251,46.4%,2266-2347,49.1%,28-50,35.9%,184,78.5%,20.0%,6.6%,2.4%,65.4%,69.1%,51.7%,63.1%,36.5%,49.6%,0.99,
