Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,2-2,50.0%,21-18,53.8%,0-1,0.0%,2,83.3%,30.0%,15.2%,2.7%,61.6%,66.7%,58.1%,63.4%,38.4%,50.2%,1.05,R16 (Manama)
2025,17,12,5,70.6%,26-15,63.4%,222-183,54.8%,4-4,50.0%,17,86.4%,23.2%,10.5%,2.3%,63.6%,75.4%,56.0%,68.3%,39.1%,52.8%,1.24,W (Hagen)
2024,6,2,4,33.3%,3-8,27.3%,42-61,40.8%,0-0,-,6,66.7%,15.1%,7.4%,3.1%,60.1%,63.3%,51.5%,58.6%,32.8%,45.9%,0.79,R16 (2x)
2023,4,2,2,50.0%,5-5,50.0%,45-46,49.5%,0-0,-,4,76.1%,22.2%,4.6%,3.9%,62.5%,67.4%,51.4%,61.4%,39.0%,49.3%,1.01,QF (Ottignies Louvain)
2022,28,17,11,60.7%,36-24,60.0%,303-253,54.5%,1-4,20.0%,27,77.5%,33.1%,6.0%,2.9%,65.8%,70.5%,51.6%,64.0%,42.3%,52.4%,1.18,F (Rio De Janeiro)
2021,16,7,9,43.8%,19-23,45.2%,198-201,49.6%,1-1,50.0%,16,74.9%,25.2%,6.0%,3.6%,60.4%,69.9%,48.8%,61.6%,39.3%,50.0%,1.02,SF (Szczecin)
2020,22,14,8,63.6%,31-20,60.8%,257-236,52.1%,4-2,66.7%,22,78.8%,25.6%,6.3%,2.6%,65.0%,67.0%,52.9%,62.0%,39.8%,51.0%,1.05,W (Todi)
2019,32,21,11,65.6%,48-27,64.0%,399-313,56.0%,2-3,40.0%,31,79.6%,32.8%,5.6%,3.8%,59.8%,70.7%,52.7%,63.4%,42.9%,52.9%,1.17,W (2x)
2018,29,19,10,65.5%,43-27,61.4%,364-288,55.8%,3-3,50.0%,29,82.0%,29.7%,8.1%,4.7%,61.6%,73.8%,51.0%,65.0%,41.4%,52.6%,1.18,W (2x)
2017,26,16,10,61.5%,33-24,57.9%,296-268,52.5%,4-4,50.0%,26,83.3%,22.8%,9.6%,3.4%,63.2%,74.1%,55.3%,67.2%,37.7%,51.8%,1.15,W (Ismaning)
2016,11,3,8,27.3%,8-17,32.0%,103-134,43.5%,1-1,50.0%,11,74.1%,13.4%,5.3%,3.9%,64.1%,67.9%,49.4%,61.2%,32.8%,46.9%,0.85,R16 (3x)
2015,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,0.0%,7.3%,53.7%,59.1%,42.1%,51.2%,28.3%,38.3%,0.58,R32 (Eckental)
2013,1,0,1,0.0%,1-2,33.3%,16-15,51.6%,0-1,0.0%,1,86.7%,20.0%,9.6%,1.0%,67.3%,70.0%,55.9%,65.4%,38.8%,52.2%,1.12,R32 (Marburg)
Career,195,114,81,58.5%,255-196,56.5%,2269-2028,52.8%,20-24,45.5%,193,79.6%,26.7%,7.2%,3.4%,62.7%,71.0%,52.4%,64.0%,39.9%,51.5%,1.11,
