Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,14,9,5,64.3%,21-16,56.8%,195-178,52.3%,2-4,33.3%,12,84.7%,18.7%,12.9%,2.0%,66.2%,74.6%,56.3%,68.4%,34.9%,51.0%,1.11
Clay,15,8,7,53.3%,18-16,52.9%,174-166,51.2%,3-3,50.0%,14,79.6%,22.8%,5.9%,2.4%,64.4%,69.3%,52.7%,63.4%,38.2%,50.8%,1.04
Grass,2,0,2,0.0%,0-4,0.0%,17-26,39.5%,0-0,-,2,76.2%,4.5%,5.1%,1.5%,66.4%,65.9%,56.5%,62.8%,29.0%,46.3%,0.78
Grand Slams,3,1,2,33.3%,3-7,30.0%,42-59,41.6%,1-1,50.0%,3,71.4%,12.0%,8.0%,2.8%,60.8%,66.0%,53.5%,61.1%,34.1%,47.6%,0.88
Masters,4,2,2,50.0%,6-6,50.0%,57-53,51.8%,0-1,0.0%,4,81.5%,23.6%,12.2%,2.1%,65.7%,70.7%,55.4%,65.4%,34.1%,49.8%,0.99
Other Tours,22,12,10,54.5%,26-23,53.1%,263-244,51.9%,4-5,44.4%,21,83.9%,20.4%,8.4%,2.0%,66.2%,72.6%,54.5%,66.5%,37.0%,51.5%,1.10
Best of 5,3,1,2,33.3%,3-7,30.0%,42-59,41.6%,1-1,50.0%,3,71.4%,12.0%,8.0%,2.8%,60.8%,66.0%,53.5%,61.1%,34.1%,47.6%,0.88
Best of 3,28,16,12,57.1%,36-29,55.4%,344-311,52.5%,4-6,40.0%,25,83.4%,21.0%,9.1%,2.0%,66.1%,72.3%,54.6%,66.3%,36.5%,51.2%,1.08
Finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,75.0%,16.7%,14.1%,2.8%,63.4%,71.1%,53.8%,64.8%,26.8%,45.8%,0.76
Semi-finals,2,1,1,50.0%,2-2,50.0%,19-19,50.0%,0-0,-,2,84.2%,15.8%,5.7%,0.0%,65.1%,73.9%,59.5%,68.9%,32.4%,50.7%,1.04
Quarter-finals,3,2,1,66.7%,5-3,62.5%,39-35,52.7%,1-0,100.0%,3,86.1%,18.9%,7.1%,3.5%,65.5%,77.0%,52.6%,68.6%,37.9%,52.8%,1.21
vs Righties,28,17,11,60.7%,37-30,55.2%,351-323,52.1%,4-6,40.0%,25,83.3%,20.1%,9.4%,1.9%,65.7%,72.0%,55.7%,66.4%,36.2%,51.1%,1.08
vs Lefties,2,0,2,0.0%,1-4,20.0%,24-31,43.6%,1-1,50.0%,2,69.2%,18.5%,5.8%,2.9%,65.1%,65.2%,45.0%,58.1%,38.7%,48.4%,0.93
vs Top 10,6,0,6,0.0%,1-14,6.7%,58-94,38.2%,0-2,0.0%,6,75.3%,3.9%,7.1%,1.9%,64.5%,69.2%,49.4%,62.2%,27.1%,45.0%,0.72
