Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Santiago F,L vs Darderi,3.3%,50.0%,9.2%,84.6%,10.7%,11.8%,0.0%,11.5%,50.0%,3.8%,42.9%,105,94
2025 Athens SF,L vs Djokovic,11.9%,80.0%,11.1%,72.7%,8.0%,20.0%,0.0%,2.5%,0.0%,2.9%,75.0%,47,26
2025 Hagen CH F,W vs Den Ouden,5.2%,50.0%,11.0%,72.2%,18.3%,27.8%,0.0%,13.7%,54.5%,3.9%,66.7%,34,23
2025 Roland Garros R128,L vs Musetti,7.1%,14.3%,20.1%,58.8%,17.1%,14.3%,0.0%,7.7%,28.6%,6.9%,11.1%,30,-22
2024 Brisbane R32,L vs Dimitrov,6.6%,50.0%,10.1%,68.8%,17.8%,19.0%,0.0%,11.3%,20.0%,2.4%,0.0%,88,11
2024 Chengdu R16,W vs Mpetshi Perricard,4.6%,66.7%,7.4%,63.6%,28.8%,11.1%,0.0%,36.0%,50.0%,3.4%,25.0%,181,34
2024 Wimbledon R128,L vs Sinner,5.9%,50.0%,11.3%,66.7%,15.1%,24.0%,0.0%,9.5%,30.8%,3.9%,25.0%,30,24
2024 Rome R128,W vs Mensik,0.0%,-,7.3%,55.6%,14.3%,11.8%,0.0%,12.3%,12.5%,3.9%,42.9%,-26,-30
2024 Miami R32,L vs Dimitrov,0.0%,-,7.6%,20.0%,10.8%,7.1%,0.0%,0.0%,0.0%,0.0%,-,2,5
2024 Miami R128,W vs Ruusuvuori,14.5%,54.5%,19.0%,65.6%,10.5%,15.8%,0.0%,9.1%,20.0%,2.3%,0.0%,18,13
2024 Indian Wells R64,L vs Griekspoor,3.7%,100.0%,14.3%,66.7%,11.8%,5.3%,0.0%,9.3%,25.0%,3.0%,40.0%,19,-31
2023 Mallorca R16,W vs Tsitsipas,3.1%,100.0%,13.5%,85.7%,22.7%,0.0%,0.0%,21.1%,66.7%,1.4%,50.0%,26,55
2023 Halle R32,W vs Wessels,7.1%,100.0%,12.4%,85.7%,15.2%,24.0%,0.0%,10.6%,33.3%,5.3%,36.4%,124,103
2023 Roland Garros R64,L vs Cerundolo,6.1%,57.1%,14.2%,56.3%,5.4%,5.2%,13.3%,4.2%,6.3%,3.4%,35.7%,-26,-39
2023 Rome QF,L vs Medvedev,12.5%,33.3%,26.7%,58.1%,6.5%,7.1%,0.0%,4.1%,25.0%,7.3%,50.0%,34,-5
2023 Rome R64,W vs Fritz,4.8%,50.0%,7.2%,71.4%,12.5%,5.0%,0.0%,20.0%,42.9%,8.3%,76.9%,83,19
2023 Rome R128,W vs Jarry,0.0%,-,5.7%,85.7%,8.1%,12.5%,0.0%,3.3%,20.0%,3.3%,28.6%,-94,-110
2021 Miami R64,L vs Khachanov,3.8%,50.0%,9.0%,66.7%,4.2%,7.1%,0.0%,5.2%,20.0%,5.8%,22.2%,-18,-18
2020 Kitzbuhel F,L vs Kecmanovic,18.0%,77.8%,17.6%,73.7%,7.1%,8.3%,0.0%,3.2%,0.0%,3.1%,20.0%,68,61
2019 Augsburg CH F,W vs Ruusuvuori,2.4%,50.0%,6.0%,75.0%,15.6%,16.0%,28.6%,9.5%,30.0%,2.1%,42.9%,15,32
Career (23 matches),,6.9%,60.6%,12.8%,68.4%,12.8%,13.8%,5.6%,8.4%,27.0%,3.9%,36.3%,36,16
