Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,58,25,33,43.1%,66-87,43.1%,719-799,47.4%,9-16,36.0%,55,78.4%,16.1%,8.4%,2.3%,65.0%,69.6%,50.9%,63.1%,34.3%,48.8%,0.93
Clay,113,61,52,54.0%,134-135,49.8%,1326-1308,50.3%,19-28,40.4%,110,77.9%,22.9%,5.2%,2.4%,65.2%,68.4%,51.8%,62.6%,38.2%,50.2%,1.02
Grass,19,7,12,36.8%,17-29,37.0%,221-240,47.9%,0-6,0.0%,19,82.6%,15.9%,8.8%,2.8%,68.0%,71.1%,53.3%,65.4%,33.8%,49.1%,0.98
Grand Slams,20,3,17,15.0%,18-54,25.0%,288-402,41.7%,1-6,14.3%,20,73.4%,11.6%,6.8%,2.6%,63.5%,65.6%,51.0%,60.2%,33.2%,47.0%,0.84
Masters,26,14,12,53.8%,31-33,48.4%,298-313,48.8%,3-6,33.3%,26,75.8%,22.7%,7.0%,2.2%,66.5%,67.3%,51.5%,62.0%,37.5%,49.4%,0.99
Other Tours,137,70,67,51.1%,156-161,49.2%,1594-1570,50.4%,23-37,38.3%,135,80.1%,21.3%,6.4%,2.4%,65.6%,70.1%,52.1%,63.9%,37.1%,50.3%,1.03
Best of 5,20,3,17,15.0%,18-54,25.0%,288-402,41.7%,1-6,14.3%,20,73.4%,11.6%,6.8%,2.6%,63.5%,65.6%,51.0%,60.2%,33.2%,47.0%,0.84
Best of 3,170,90,80,52.9%,199-197,50.3%,1978-1945,50.4%,27-44,38.0%,164,79.4%,21.5%,6.6%,2.4%,65.8%,69.7%,51.8%,63.6%,37.1%,50.1%,1.02
Finals,3,0,3,0.0%,0-6,0.0%,28-39,41.8%,0-1,0.0%,3,72.7%,12.1%,7.0%,2.0%,58.7%,66.1%,51.8%,60.2%,30.3%,45.3%,0.76
Semi-finals,10,3,7,30.0%,7-16,30.4%,103-128,44.6%,3-2,60.0%,10,72.6%,15.9%,5.6%,1.9%,64.6%,69.2%,48.1%,61.7%,34.3%,48.4%,0.90
Quarter-finals,20,10,10,50.0%,23-23,50.0%,214-217,49.7%,3-3,50.0%,20,78.4%,20.8%,6.6%,2.5%,64.7%,69.4%,54.8%,64.2%,37.8%,50.3%,1.06
vs Righties,158,78,80,49.4%,183-205,47.2%,1866-1921,49.3%,23-36,39.0%,152,78.3%,20.2%,6.3%,2.3%,65.6%,68.9%,51.6%,62.9%,36.7%,49.7%,0.99
vs Lefties,31,15,16,48.4%,33-44,42.9%,389-410,48.7%,5-14,26.3%,31,79.7%,19.1%,7.9%,2.8%,64.7%,70.0%,52.1%,63.7%,35.9%,49.7%,0.99
vs Top 10,24,4,20,16.7%,13-50,20.6%,245-355,40.8%,2-4,33.3%,24,71.7%,11.0%,5.6%,2.3%,66.3%,64.8%,50.5%,60.0%,32.2%,46.4%,0.81
