Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Santiago F,L vs Darderi,3.3,3.4,3.2,41.9%,54.8%,54.5%,42.9%,55.2%,8.5%,-6.0,-6.6,-2.5,-3.4
2025 Athens SF,L vs Djokovic,3.6,4.1,3.1,48.4%,31.6%,40.0%,50.0%,50.4%,21.7%,-3.0,-4.8,-6.5,-12.0
2025 Hagen CH F,W vs Den Ouden,3.6,3.5,3.6,58.9%,45.7%,58.3%,60.0%,45.2%,16.0%,10.5,11.4,3.5,3.4
2025 Roland Garros R128,L vs Musetti,4.2,4.7,3.4,36.5%,46.3%,42.1%,36.4%,66.9%,5.8%,6.5,4.4,-2.0,-2.5
2024 Brisbane R32,L vs Dimitrov,3.5,3.7,3.2,48.5%,37.8%,56.3%,50.0%,47.8%,11.2%,6.5,7.6,-3.5,-3.7
2024 Chengdu R16,W vs Mpetshi Perricard,2.4,2.6,2.3,51.8%,54.2%,50.0%,100.0%,62.2%,13.3%,11.0,16.9,9.5,24.4
2024 Wimbledon R128,L vs Sinner,3.4,3.8,3.1,48.1%,38.9%,41.2%,72.7%,50.5%,10.5%,11.5,8.3,-3.0,-2.2
2024 Rome R128,W vs Mensik,3.6,3.4,3.7,53.8%,70.4%,62.5%,55.6%,46.7%,12.5%,9.0,12.0,9.5,11.4
2024 Miami R32,L vs Dimitrov,3.6,3.9,3.3,30.8%,7.1%,25.0%,40.0%,53.3%,2.4%,-1.0,-2.3,-10.0,-24.4
2024 Miami R128,W vs Ruusuvuori,3.9,3.3,4.5,54.5%,43.2%,40.0%,46.7%,48.1%,24.4%,3.5,3.2,-3.5,-3.5
2024 Indian Wells R64,L vs Griekspoor,4.0,3.7,4.4,39.7%,44.0%,58.3%,40.0%,62.3%,15.9%,-6.0,-7.0,1.0,1.9
2023 Mallorca R16,W vs Tsitsipas,2.8,2.8,2.7,49.6%,67.6%,57.1%,100.0%,53.2%,13.6%,10.0,15.2,13.0,23.6
2023 Halle R32,W vs Wessels,3.2,3.2,3.2,50.9%,53.3%,58.3%,33.3%,63.1%,10.5%,-4.5,-4.8,3.5,5.2
2023 Roland Garros R64,L vs Cerundolo,4.4,4.9,3.9,46.9%,37.1%,46.4%,63.6%,56.6%,9.9%,-11.0,-4.9,-8.5,-5.3
2023 Rome QF,L vs Medvedev,4.6,5.1,4.2,35.7%,54.3%,22.2%,43.8%,53.6%,8.8%,-5.0,-5.0,-9.0,-9.7
2023 Rome R64,W vs Fritz,3.8,4.3,3.4,47.3%,92.0%,58.3%,80.0%,64.7%,10.9%,3.0,3.6,7.5,15.6
2023 Rome R128,W vs Jarry,4.2,3.8,4.6,53.5%,60.7%,46.2%,60.0%,50.5%,15.1%,-4.5,-5.4,5.0,5.6
2021 Miami R64,L vs Khachanov,3.9,4.5,3.3,37.3%,45.0%,30.8%,25.0%,46.5%,14.5%,-2.0,-3.1,-9.5,-13.4
2020 Kitzbuhel F,L vs Kecmanovic,3.7,3.5,3.8,48.3%,40.6%,40.0%,33.3%,61.6%,4.9%,-2.0,-2.2,-2.0,-3.4
2019 Augsburg CH F,W vs Ruusuvuori,3.8,3.3,4.3,50.0%,55.0%,47.6%,61.5%,48.2%,8.9%,10.5,7.1,-1.0,-0.7
Career (23 matches),,3.7,3.8,3.6,48.0%,48.6%,46.7%,50.7%,53.8%,11.6%,1.4,1.4,-0.9,-1.1
