Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,12,7,5,58.3%,2018,2026,R64,18,1.05,8.2%,2.7%,62.5%,71.0%,53.6%,64.5%,37.3%,65.7%,37.8%
Roland Garros,7,Clay,18,10,8,55.6%,6,2,4,33.3%,2018,2025,R64,16,0.97,3.6%,2.2%,68.4%,64.6%,51.2%,60.4%,38.5%,60.6%,47.0%
Wimbledon,8,Grass,13,5,8,38.5%,7,1,6,14.3%,2017,2025,R128,10,1.02,7.4%,2.2%,66.3%,71.7%,56.2%,66.5%,34.1%,40.9%,33.8%
US Open,8,Hard,9,1,8,11.1%,3,0,3,0.0%,2017,2025,R128,7,0.84,6.6%,4.6%,62.2%,65.9%,47.1%,58.8%,34.5%,58.9%,24.1%
Davis Cup,5,,7,6,1,85.7%,2,1,1,50.0%,2017,2026,,3,1.01,12.1%,2.6%,68.5%,73.0%,41.1%,62.9%,37.3%,66.7%,36.4%
Miami Masters,6,Hard,11,5,6,45.5%,3,1,2,33.3%,2018,2026,R32,11,0.86,7.2%,2.8%,63.4%,67.4%,49.6%,60.9%,33.8%,55.6%,44.4%
Santiago,5,Clay,16,11,5,68.8%,3,1,2,33.3%,2022,2026,F,16,1.23,7.2%,2.9%,62.2%,71.8%,55.9%,65.8%,42.1%,55.6%,41.2%
Rio de Janeiro,3,Clay,5,2,3,40.0%,4,2,2,50.0%,2022,2026,R16,5,1.08,5.4%,2.6%,66.3%,67.8%,45.8%,60.4%,42.9%,51.4%,60.6%
Brisbane,3,Hard,9,4,5,44.4%,6,3,3,50.0%,2018,2026,R16,9,0.98,9.8%,2.6%,64.9%,72.7%,51.9%,65.4%,34.1%,69.8%,30.4%
Paris Masters,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2020,2025,Q2,5,1.00,5.0%,2.5%,59.1%,69.1%,55.3%,63.4%,36.4%,47.4%,47.6%
Shanghai Masters,3,Hard,8,5,3,62.5%,3,0,3,0.0%,2023,2025,R32,8,1.09,12.1%,1.9%,68.4%,73.1%,57.7%,68.2%,34.7%,57.1%,40.7%
