Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Santiago F,L vs Darderi,75% (9/12),50% (2/4),0/0,0/0,50% (3/6),1/3,0/1,71% (5/7),14% (1/7)
2025 Athens SF,L vs Djokovic,100% (6/6),100% (1/1),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2025 Hagen CH F,W vs Den Ouden,69% (11/16),36% (4/11),2/5,1/2,71% (5/7),2/3,0/0,- (0/0),- (0/0)
2025 Roland Garros R128,L vs Musetti,41% (7/17),- (0/0),0/0,0/0,54% (7/13),2/5,1/2,- (0/0),- (0/0)
2025 Brisbane R32,L vs Dimitrov,40% (8/20),33% (1/3),0/0,0/0,70% (7/10),2/4,0/1,50% (3/6),33% (2/6)
2024 Chengdu R16,W vs Mpetshi Perricard,76% (13/17),33% (2/6),2/2,1/1,50% (1/2),0/1,0/0,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Sinner,58% (14/24),18% (2/11),1/1,0/0,20% (1/5),1/4,1/2,- (0/0),- (0/0)
2024 Rome R128,W vs Mensik,50% (8/16),29% (4/14),2/9,1/5,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2024 Miami R32,L vs Dimitrov,100% (1/1),- (0/0),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2024 Miami R128,W vs Ruusuvuori,60% (12/20),67% (4/6),2/3,1/2,40% (2/5),0/1,0/0,- (0/0),- (0/0)
2024 Indian Wells R64,L vs Griekspoor,60% (6/10),- (0/0),0/0,0/0,50% (3/6),0/2,0/1,- (0/0),- (0/0)
2023 US Open R128,L vs Sinner,24% (5/21),0% (0/4),0/0,0/0,60% (9/15),5/8,1/2,- (0/0),- (0/0)
2023 Wimbledon R128,L vs Fritz,71% (20/28),31% (4/13),2/2,0/0,43% (3/7),2/5,0/1,- (0/0),- (0/0)
2023 Mallorca R16,W vs Tsitsipas,92% (12/13),50% (3/6),2/2,1/1,0% (0/1),1/2,0/0,- (0/0),- (0/0)
2023 Halle R32,W vs Wessels,76% (13/17),18% (2/11),2/2,1/1,50% (1/2),0/1,0/0,- (0/0),- (0/0)
2023 Roland Garros R64,L vs Cerundolo,36% (8/22),17% (2/12),0/0,0/0,63% (10/16),5/8,0/1,- (0/0),- (0/0)
2023 Rome QF,L vs Medvedev,40% (2/5),33% (2/6),0/0,0/0,40% (4/10),1/3,1/2,- (0/0),- (0/0)
2023 Rome R64,W vs Fritz,78% (7/9),100% (5/5),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2023 Rome R128,W vs Jarry,75% (9/12),27% (3/11),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2021 US Open R128,L vs Bublik,70% (7/10),15% (2/13),1/1,0/0,38% (5/13),2/5,0/1,- (0/0),- (0/0)
2026 (1 matches),,75.0%,50.0%,-,-,50.0%,33.3%,0.0%,71.4%,14.3%
2025 (4 matches),,54.2%,40.0%,40.0%,50.0%,61.1%,42.9%,25.0%,50.0%,33.3%
2024 (6 matches),,61.4%,32.4%,46.7%,37.5%,42.9%,10.0%,25.0%,-,-
2023 (8 matches),,59.8%,30.9%,90.9%,100.0%,51.9%,51.9%,33.3%,-,-
2021 (5 matches),,51.9%,27.3%,100.0%,-,50.0%,41.7%,16.7%,66.7%,16.7%
Career (168 matches),,66.4%,39.6%,61.4%,62.7%,59.2%,44.6%,45.0%,64.0%,32.9%
