Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Santiago F,L vs Darderi,0.96,0.73,58.5,2.3,12.8%,66.7%,18.8%,62.5%,27.0%,26.5%
2025 Athens SF,L vs Djokovic,0.78,0.57,43.7,2.0,12.0%,64.0%,13.0%,60.9%,21.4%,34.8%
2025 Hagen CH F,W vs Den Ouden,1.06,1.48,44.7,4.6,0.0%,70.7%,7.7%,64.1%,48.8%,41.5%
2025 Roland Garros R128,L vs Musetti,1.04,0.52,32.2,2.5,0.0%,52.0%,0.0%,51.0%,22.2%,26.5%
2025 Brisbane R32,L vs Dimitrov,1.00,0.73,52.4,3.0,2.1%,52.1%,6.4%,61.7%,32.4%,31.0%
2024 Chengdu R16,W vs Mpetshi Perricard,1.25,1.60,44.8,2.1,13.2%,81.6%,8.6%,74.3%,33.3%,22.2%
2024 Wimbledon R128,L vs Sinner,0.82,0.71,28.1,2.0,11.7%,61.7%,9.3%,61.1%,27.3%,40.0%
2024 Rome R128,W vs Mensik,1.09,1.97,35.3,2.0,0.0%,72.0%,4.2%,75.0%,59.0%,36.1%
2024 Miami R32,L vs Dimitrov,0.99,0.20,27.8,2.0,5.6%,38.9%,6.3%,37.5%,17.6%,6.7%
2024 Miami R128,W vs Ruusuvuori,1.27,1.24,65.7,5.7,8.7%,63.0%,17.1%,63.4%,37.2%,34.2%
2024 Indian Wells R64,L vs Griekspoor,0.84,0.52,41.8,2.2,3.4%,69.0%,0.0%,46.2%,23.1%,29.2%
2023 US Open R128,L vs Sinner,0.84,0.50,20.8,2.1,9.8%,58.8%,4.1%,40.8%,33.3%,25.7%
2023 Wimbledon R128,L vs Fritz,0.82,0.84,44.5,7.2,12.5%,73.6%,1.6%,61.9%,31.6%,33.8%
2023 Mallorca R16,W vs Tsitsipas,1.01,1.51,49.6,2.3,2.6%,63.2%,12.9%,87.1%,37.0%,41.5%
2023 Halle R32,W vs Wessels,1.13,1.33,56.2,2.3,9.8%,65.9%,10.8%,73.0%,36.2%,36.4%
2023 Roland Garros R64,L vs Cerundolo,0.93,0.75,34.3,2.2,1.6%,57.4%,1.8%,48.2%,33.9%,42.3%
2023 Rome QF,L vs Medvedev,0.84,0.59,36.5,2.1,0.0%,36.0%,0.0%,43.5%,41.2%,44.1%
2023 Rome R64,W vs Fritz,1.01,1.95,40.4,3.2,4.3%,60.9%,4.8%,85.7%,51.9%,53.8%
2023 Rome R128,W vs Jarry,1.09,1.62,49.4,2.4,10.0%,76.7%,4.0%,68.0%,45.7%,34.4%
2021 US Open R128,L vs Bublik,0.90,0.67,35.0,3.4,8.9%,60.0%,4.9%,43.9%,39.3%,31.4%
2026 (1 matches),,0.96,0.73,58.5,2.3,12.8%,66.7%,18.8%,62.5%,27.0%,26.5%
2025 (4 matches),,1.00,0.80,43.0,2.8,2.4%,58.5%,5.7%,58.9%,32.6%,33.9%
2024 (6 matches),,1.03,0.94,41.1,2.3,8.3%,65.7%,8.7%,61.7%,34.3%,31.6%
2023 (8 matches),,0.94,0.94,41.2,2.5,7.0%,63.0%,4.6%,60.7%,37.2%,38.3%
2021 (5 matches),,0.88,0.59,29.7,2.3,7.6%,61.0%,3.2%,51.4%,30.9%,27.8%
Career (168 matches),,1.00,1.07,51.8,2.7,6.5%,63.7%,5.8%,64.2%,37.7%,39.2%
