Date,Tournament,Surface,Rd,,Score
01-Jun-1970,Manchester,Grass,F,Frew Mcmillan / Robert Maud [RSA] d. Panatta / Pietro Marzano [ITA],6-2 6-3
26-May-1970,Roland Garros,Clay,R64,Gerald Battrick / David Lloyd [GBR] d. Panatta / Pietro Marzano [ITA],14-12 4-6 6-1 6-2
16-May-1970,Rome,Clay,R32,Wieslaw Gasiorek [POL] / Vladimir Korotkov [RUS] d. Panatta / Pietro Marzano [ITA],11-9 6-3 6-4
07-May-1970,Davis Cup EUR R1: ITA vs TCH,Clay,RR,Panatta / Massimo Di Domenico [ITA] d. Jan Kodes / Jan Kukal [CZE],6-4 2-6 6-2 3-6 6-3
07-Apr-1970,Catania,,F,Ion Tiriac / Ilie Nastase [ROU] d. Panatta / Eric Drossart [BEL],6-3 6-4 6-3
28-May-1969,Roland Garros,Clay,R128,Bob Carmichael [AUS] / Ismail El Shafei [EGY] d. Panatta / Massimo Di Domenico [ITA],6-2 6-2 6-2
20-Jan-1969,Australian Open,Grass,R16,Dick Crealy / Allan Stone [AUS] d. Panatta / Massimo Di Domenico [ITA],4-6 6-3 6-2 3-6 6-4
20-Jan-1969,Australian Open,Grass,R32,Panatta / Massimo Di Domenico [ITA] d. Junjo Kawamuri / Koji Watanabe [JPN],3-6 6-3 6-1 7-5
