Date,Tournament,Surface,Rd,,Score
14-Sep-1970,Milan Bonfiglio,Clay,F,Panatta / Fiorella Bonicelli [URU] d. John Alexander [AUS] / Judith Salome [NED],6-4 6-4
08-Sep-1969,Milan Bonfiglio,Clay,F,Panatta / Wendy Gilchrist [AUS] d. Pietro Marzano / Daniela Marzano [ITA],1-6 6-4 6-0
