Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1979 Davis Cup SF RR,W vs Lendl,92.2%,55.8%,3.9%,1/3,1.64,10.8%,92.1%,55.2%,6.3%,1.53,20.0%,92.5%,56.8%,0.0%,1.77,0.0%
1979 Palermo SF,L vs Barazzutti,82.0%,29.3%,2.0%,0/1,1.97,13.8%,85.4%,25.7%,2.4%,1.75,28.6%,85.7%,50.0%,0.0%,2.17,0.0%
1979 Rome QF,L vs Vilas,88.0%,41.1%,8.3%,1/8,2.19,19.7%,92.9%,38.5%,9.5%,1.74,29.3%,85.0%,52.9%,5.0%,2.71,8.6%
1978 Rome F,L vs Borg,72.6%,43.9%,10.6%,4/8,2.26,4.2%,81.8%,37.0%,16.7%,2.10,6.6%,93.3%,57.1%,3.3%,2.56,0.0%
1974 Bastad F,L vs Borg,76.4%,43.6%,4.1%,3/2,1.77,13.8%,79.7%,41.2%,3.1%,1.73,20.8%,81.1%,46.5%,5.7%,1.82,2.9%
Career (5 matches),,81.9%,44.5%,6.2%,29.0%,1.98,11.9%,86.8%,40.6%,8.2%,1.81,18.6%,87.3%,52.7%,3.3%,2.23,2.7%
