Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W15 Tabarka R32,L vs Brancaccio,50% (2/4),50% (3/6),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 W15 Cairo QF,L vs Klaffner,63% (5/8),67% (2/3),0/1,0/0,62% (8/13),5/7,4/5,- (0/0),- (0/0)
2019 W15 Cairo R16,W vs Vig,75% (6/8),67% (6/9),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 W15 Cairo R32,W vs Hosoki,64% (7/11),83% (5/6),2/4,1/1,90% (9/10),0/0,0/0,- (0/0),- (0/0)
2019 W15 Cairo QF,L vs Klaffner,83% (5/6),50% (4/8),1/2,0/0,42% (5/12),3/5,1/2,- (0/0),- (0/0)
2019 W15 Cairo R16,W vs Novac,63% (5/8),32% (7/22),2/7,1/6,56% (5/9),0/0,0/0,- (0/0),- (0/0)
2019 W15 Cairo R32,W vs Karregat,53% (9/17),53% (9/17),2/7,1/1,50% (6/12),2/3,0/0,40% (4/10),50% (5/10)
2019 W15 Sharm El Sheikh QF,L vs Paszek,36% (4/11),47% (9/19),1/4,0/3,45% (9/20),0/2,0/1,0% (0/4),40% (2/5)
2019 W15 Sharm El Sheikh R16,W vs Djakovic,88% (7/8),33% (5/15),2/2,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Seah,50% (9/18),67% (8/12),1/2,0/1,30% (3/10),2/4,1/2,40% (2/5),33% (2/6)
2019 W15 Sharm El Sheikh R32,L vs Talbi,37% (7/19),33% (6/18),1/6,0/0,64% (14/22),6/8,0/1,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Guo,35% (6/17),50% (7/14),1/3,0/0,61% (11/18),7/9,6/7,- (0/0),- (0/0)
2019 W15 Sharm El Sheikh R32,L vs Helgo,44% (7/16),40% (6/15),1/1,0/0,20% (2/10),0/2,0/1,- (0/0),- (0/0)
2017 Cairo $15K R16,L vs Vasilescu,46% (6/13),57% (4/7),0/2,0/0,50% (5/10),3/5,1/2,29% (2/7),57% (4/7)
2017 Cairo $15K R32,W vs Patrascu,83% (5/6),41% (7/17),2/3,1/2,43% (3/7),0/0,0/0,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K R32,L vs Stadler,75% (6/8),47% (7/15),1/3,0/0,38% (5/13),2/4,1/2,67% (4/6),17% (1/6)
2017 Sharm El Sheikh $15K R32,L vs Bonic,33% (1/3),25% (1/4),0/0,0/0,0% (0/6),0/2,0/1,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K R16,L vs Geukens,0% (0/4),0% (0/2),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2017 Cairo $15K R32,L vs Sukhotina,67% (6/9),29% (2/7),0/0,0/0,20% (1/5),2/4,2/3,- (0/0),- (0/0)
2017 Sharm El Sheikh $15K R16,L vs Kordolaimi,63% (5/8),43% (3/7),0/0,0/0,29% (2/7),0/2,0/1,33% (2/6),50% (3/6)
2019 (13 matches),,52.3%,47.0%,39.0%,35.7%,52.9%,59.5%,60.0%,31.6%,42.9%
2017 (10 matches),,50.6%,43.4%,50.0%,66.7%,36.8%,33.3%,33.3%,42.1%,42.1%
2016 (10 matches),,50.5%,36.5%,41.2%,50.0%,40.2%,40.7%,41.7%,50.0%,100.0%
2015 (3 matches),,65.8%,36.7%,100.0%,100.0%,52.0%,60.0%,60.0%,-,-
Career (36 matches),,52.9%,42.6%,44.4%,45.8%,45.7%,48.5%,49.0%,38.1%,48.9%
