Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 BJK Cup QLS R1: ROU vs POL RR,L vs Swiatek,17% (1/6),0% (0/1),0/6,100% (6/6),0% (0/6),0/0,0/0,0/0,0/0,0/0
2019 W15 Tabarka F,W vs Samir,50% (5/10),100% (5/5),1/3,50% (5/10),40% (2/5),2/5,2/2,0/0,1/1,0/0
2019 W15 Tabarka SF,W vs Zantedeschi,83% (5/6),100% (5/5),0/0,29% (2/7),100% (2/2),5/5,2/2,0/0,1/1,0/0
2019 W15 Tabarka R16,W vs Bilardo,42% (5/12),80% (4/5),1/2,23% (3/13),33% (1/3),4/4,1/4,0/0,0/2,0/0
2019 W15 Antalya R16,L vs Ponomar,25% (2/8),100% (2/2),1/6,75% (6/8),0% (0/6),1/2,0/0,0/0,0/0,0/0
2019 W15 Antalya QF,L vs Mendez,50% (5/10),100% (5/5),1/5,70% (7/10),0% (0/7),0/5,0/0,0/2,0/0,0/1
2019 W15 Antalya R16,W vs Urzhumova,58% (7/12),100% (7/7),2/4,38% (5/13),20% (1/5),5/6,1/1,1/1,1/1,0/0
2019 W15 Antalya R32,W vs Aponasenko,100% (8/8),63% (5/8),0/2,33% (3/9),33% (1/3),4/5,2/4,0/0,1/3,0/0
2019 W15 Stuttgart Stammheim R32,L vs Seibold,25% (2/8),50% (1/2),1/3,56% (5/9),0% (0/5),0/1,0/0,0/2,0/0,0/1
2017 Varna $15K R32,L vs Vangelova,78% (7/9),71% (5/7),4/6,80% (8/10),0% (0/8),1/5,0/0,0/2,0/0,0/1
2017 Mamaia $25K R16,L vs Cristian,43% (6/14),100% (6/6),3/8,69% (9/13),11% (1/9),0/5,0/1,1/1,0/0,0/0
2017 Focsani $15K R32,L vs Mateas,33% (3/9),100% (3/3),1/5,67% (6/9),0% (0/6),1/2,0/1,0/1,0/0,0/1
2017 Baja $25K R32,L vs Bekefi,25% (2/8),50% (1/2),0/4,67% (6/9),17% (1/6),1/1,0/0,0/1,0/0,0/1
2017 Curtea de Arges $15K R32,L vs Hering,38% (3/8),67% (2/3),1/4,75% (6/8),0% (0/6),0/2,0/0,0/2,0/0,0/1
2017 Hammamet $15K R32,L vs Juvan,30% (3/10),100% (3/3),0/5,56% (5/9),0% (0/5),2/3,0/0,0/0,0/0,0/0
2017 Hammamet $15K R32,L vs Garcia Perez,22% (2/9),50% (1/2),1/3,67% (6/9),33% (2/6),1/1,0/0,1/2,0/0,1/1
2016 Vrnjacka Banja $10K R32,W vs Arol Wiegand,86% (6/7),100% (6/6),2/2,38% (3/8),33% (1/3),4/6,2/2,0/0,1/1,0/0
2016 Targu Jiu $10K R32,L vs Sarrazin,44% (4/9),75% (3/4),1/5,78% (7/9),14% (1/7),0/3,0/0,0/1,0/0,0/0
2016 Iasi $10K QF,L vs Fetecau,25% (2/8),100% (2/2),2/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/0
2016 Iasi $10K R32,W vs Hristea,55% (6/11),83% (5/6),1/3,50% (6/12),33% (2/6),4/5,2/2,0/1,1/1,0/0
2022 (1 matches),,16.7%,0.0%,0.0%,100.0%,0.0%,-,-,-,-,-
2019 (8 matches),,52.7%,87.2%,28.0%,45.6%,19.4%,63.6%,61.5%,20.0%,50.0%,0.0%
2017 (7 matches),,38.8%,80.8%,28.6%,68.7%,8.7%,31.6%,0.0%,22.2%,-,20.0%
2016 (7 matches),,54.5%,83.3%,44.8%,60.9%,19.0%,48.3%,100.0%,16.7%,100.0%,0.0%
2015 (3 matches),,72.7%,91.7%,42.9%,52.9%,11.1%,57.9%,66.7%,33.3%,100.0%,100.0%
Career (26 matches),,51.2%,84.9%,33.0%,58.0%,14.2%,52.0%,66.7%,21.7%,66.7%,22.2%
