Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Tena Lukas [CRO],1,3,25.0%,0,0,0,-,2021,2026,2,0.86,0.0%,2.5%,73.8%,46.6%,40.5%,45.0%,47.5%,40.0%,57.9%
4,Aurora Zantedeschi [ITA],4,0,100.0%,0,0,0,-,2019,2024,0,,,,,,,,,,
4,Pia Lovric [SLO],2,2,50.0%,2,2,0,100.0%,2021,2024,0,,,,,,,,,,
4,Oana Gavrila [ROU],3,1,75.0%,1,0,1,0.0%,2019,2023,1,1.49,1.7%,6.9%,65.5%,78.9%,40.0%,65.5%,51.5%,50.0%,30.8%
4,Carole Monnet [FRA],1,3,25.0%,1,0,1,0.0%,2019,2021,0,,,,,,,,,,
3,Amarissa Kiara Toth [HUN],1,2,33.3%,1,1,0,100.0%,2024,2026,2,0.96,0.5%,3.0%,75.7%,51.6%,28.6%,46.0%,51.6%,46.7%,68.2%
3,Irina Bara [ROU],0,3,0.0%,0,0,0,-,2023,2025,2,0.76,0.6%,2.3%,74.6%,43.9%,40.0%,42.9%,43.2%,51.5%,57.1%
3,Sapfo Sakellaridi [GRE],2,1,66.7%,0,0,0,-,2021,2024,0,,,,,,,,,,
3,Camilla Rosatello [ITA],1,2,33.3%,1,0,1,0.0%,2021,2023,1,0.88,0.0%,4.4%,73.5%,46.0%,27.8%,41.2%,51.7%,38.5%,100.0%
3,Tara Wurth [CRO],1,2,33.3%,1,1,0,100.0%,2020,2023,0,,,,,,,,,,
2,Sarah Van Emst [NED],1,1,50.0%,1,1,0,100.0%,2023,2026,1,1.08,3.1%,2.0%,72.4%,60.6%,48.1%,57.1%,46.3%,50.0%,100.0%
2,Maria Sara Popa [ROU],2,0,100.0%,0,0,0,-,2023,2026,1,1.11,1.1%,4.3%,66.0%,62.9%,40.6%,55.3%,49.4%,64.3%,58.3%
2,Darya Astakhova [RUS],1,1,50.0%,0,0,0,-,2023,2026,1,1.04,0.0%,4.9%,77.8%,66.7%,27.8%,58.0%,43.8%,60.0%,57.1%
2,Elena Ruxandra Bertea [ROU],1,1,50.0%,2,2,0,100.0%,2025,2025,2,0.94,1.6%,4.8%,75.4%,57.4%,47.8%,55.1%,42.3%,70.4%,40.0%
2,Georgia Pedone [ITA],1,1,50.0%,0,0,0,-,2024,2025,1,1.13,0.0%,7.6%,72.7%,58.3%,33.3%,51.5%,54.7%,50.0%,46.2%
