Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),5,6243,4,2095,3,2057,9,1910,5,1878,111,709,,
2025,6,5583,6,2031,6,1993,10,1878,6,1846,157,507
2024,7,4705,8,1990,7,1948,18,1819,11,1797,48,1857
2023,5,5975,4,2089,3,2052,7,1915,9,1838,,
2022,3,4691,4,1998,4,1946,12,1859,26,1733,,
2021,18,2650,18,1962,15,1929,42,1740,42,1686,,
2020,63,1103,33,1826,32,1798,78,1627,,,87,1060
2019,83,743,92,1714,87,1685,130,1576,127,1515,164,479
2018,111,527,141,1611,125,1598,161,1496,142,1471,125,560
2017,627,37,,,,,,,,,272,256
2016,167,336,155,1581,138,1574,149,1499,144,1469,185,352
2015,155,349,117,1647,119,1603,129,1549,116,1528,353,146
2013,203,311,145,1615,144,1571,142,1552,,,148,514
2012,150,456,178,1546,175,1506,169,1480,168,1423,112,660
2011,291,183,272,1361,272,1314,267,1306,,,163,471
2010,861,15,,,,,,,,,,
2009,909,11,,,,,,,,,,
