Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Dubai F,W vs Svitolina,1.20,2.15,34.3,2.1,11.5%,80.8%,0.0%,63.6%,52.9%,43.8%
2026 Dubai R16,W vs Jovic,1.12,1.98,45.4,2.5,19.2%,80.8%,0.0%,72.7%,50.0%,31.0%
2026 Australian Open SF,L vs Rybakina,0.97,0.79,63.4,2.0,5.1%,61.5%,0.0%,43.2%,54.1%,22.2%
2026 Australian Open QF,W vs Anisimova,0.95,1.45,52.2,2.0,9.1%,72.7%,10.3%,62.1%,61.1%,37.1%
2026 Brisbane SF,L vs Kostyuk,0.85,0.35,29.8,2.0,0.0%,45.0%,0.0%,47.1%,25.0%,19.0%
2025 Riyadh Finals SF,L vs Rybakina,0.97,0.83,64.6,4.4,3.8%,64.2%,0.0%,45.8%,37.5%,39.0%
2025 Riyadh Finals RR,L vs Sabalenka,0.91,0.84,67.9,3.8,4.3%,57.4%,2.2%,60.9%,37.2%,38.5%
2025 Riyadh Finals RR,W vs Gauff,0.93,1.11,74.4,3.2,6.1%,61.2%,4.7%,51.2%,61.7%,41.8%
2025 Riyadh Finals RR,W vs Paolini,1.09,2.67,38.2,2.2,0.0%,81.8%,10.5%,78.9%,45.5%,50.0%
2025 Wuhan F,L vs Gauff,0.90,0.77,54.3,2.0,0.0%,47.1%,0.0%,50.0%,40.5%,47.2%
2025 Wuhan SF,W vs Sabalenka,1.08,1.17,85.0,13.8,7.4%,57.4%,2.0%,44.9%,56.6%,47.9%
2025 Wuhan QF,W vs Siniakova,0.94,1.35,59.5,4.0,0.0%,71.4%,0.0%,62.5%,48.6%,45.2%
2025 Wuhan R16,W vs Alexandrova,1.11,1.20,64.7,4.0,8.2%,55.1%,0.0%,71.1%,39.1%,41.9%
2025 Beijing SF,L vs Noskova,0.90,0.95,108.8,27.1,8.5%,66.1%,1.9%,46.3%,38.2%,54.0%
2025 BJK Cup Finals RR,L vs Rybakina,0.92,0.66,48.8,2.4,0.0%,62.1%,0.0%,40.7%,29.0%,40.7%
2025 BJK Cup Finals RR,L vs Paolini,0.88,0.73,55.1,2.4,8.0%,64.0%,0.0%,33.3%,40.5%,44.4%
2025 US Open SF,L vs Sabalenka,0.93,0.97,68.8,4.0,7.3%,70.7%,0.0%,63.4%,26.0%,43.5%
2025 US Open QF,W vs Krejcikova,1.11,1.54,41.5,2.0,3.2%,54.8%,0.0%,66.7%,48.4%,61.3%
2025 Cincinnati R32,L vs Linette,0.88,0.87,76.4,2.6,3.8%,58.5%,6.1%,57.1%,39.2%,44.4%
2025 Wimbledon R128,L vs Cocciaretto,0.88,0.37,42.6,2.2,0.0%,51.9%,4.3%,56.5%,9.1%,31.6%
2026 (5 matches),,1.02,1.13,47.2,2.1,9.0%,68.8%,2.4%,56.7%,50.3%,31.4%
2025 (32 matches),,0.99,1.06,63.9,2.8,4.3%,59.7%,1.8%,56.9%,44.7%,44.2%
2024 (29 matches),,1.03,1.08,63.0,3.1,5.2%,59.4%,3.9%,57.7%,42.8%,44.0%
2023 (36 matches),,1.03,1.17,56.1,2.5,6.0%,60.9%,2.3%,57.2%,46.0%,47.5%
2022 (22 matches),,0.99,1.00,56.3,2.7,4.4%,57.2%,2.5%,53.7%,43.3%,46.6%
Career (266 matches),,1.02,1.05,59.3,2.8,3.9%,58.1%,2.2%,55.8%,44.1%,45.1%
