Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Dubai F,W vs Svitolina,27.1%,31.3%,66.7%,30.3%,36.4%,69.6%,46.7%,50.0%,100.0%,23.1%,23.1%,60.0%,57.1%,16.7%,100.0%,57
2026 Dubai R16,W vs Jovic,37.5%,43.8%,65.5%,38.9%,47.2%,68.2%,27.8%,55.6%,0.0%,36.4%,36.4%,57.1%,25.0%,42.9%,-,-3
2026 Australian Open SF,L vs Rybakina,27.6%,35.5%,34.5%,36.7%,46.9%,38.7%,44.0%,33.3%,50.0%,11.1%,14.8%,29.2%,11.1%,5.6%,100.0%,-104
2026 Australian Open QF,W vs Anisimova,30.6%,41.9%,56.1%,29.7%,45.9%,57.7%,33.3%,44.0%,0.0%,34.8%,39.1%,53.3%,38.5%,40.0%,100.0%,-7
2026 Brisbane SF,L vs Kostyuk,18.9%,29.7%,33.3%,16.0%,28.0%,28.6%,46.2%,41.7%,100.0%,25.0%,33.3%,44.4%,20.0%,57.1%,50.0%,-104
2025 Riyadh Finals SF,L vs Rybakina,26.7%,35.6%,39.7%,30.4%,43.5%,41.7%,45.7%,41.2%,16.7%,19.4%,19.4%,36.0%,60.0%,42.9%,50.0%,-66
2025 Riyadh Finals RR,W vs Paolini,39.0%,53.7%,70.8%,44.8%,62.1%,68.8%,50.0%,47.1%,-,27.3%,36.4%,75.0%,16.7%,0.0%,0.0%,-3
2025 Riyadh Finals RR,L vs Sabalenka,26.9%,36.6%,45.5%,29.7%,42.2%,48.9%,31.0%,45.7%,20.0%,22.2%,25.9%,38.1%,12.5%,27.3%,0.0%,-21
2025 Riyadh Finals RR,W vs Gauff,27.2%,30.4%,40.9%,36.8%,42.1%,52.8%,67.9%,24.1%,0.0%,11.8%,11.8%,26.7%,28.6%,50.0%,66.7%,-69
2025 Wuhan F,L vs Gauff,20.6%,23.5%,36.5%,32.4%,38.2%,47.8%,53.3%,36.8%,0.0%,9.4%,9.4%,27.6%,52.9%,20.0%,33.3%,-33
2025 Wuhan SF,W vs Sabalenka,26.2%,33.0%,36.1%,31.4%,35.7%,31.3%,35.7%,26.2%,14.3%,17.2%,31.0%,45.8%,17.6%,25.0%,60.0%,42
2025 Wuhan QF,W vs Siniakova,23.9%,31.3%,58.0%,24.4%,33.3%,70.6%,45.0%,44.0%,66.7%,23.8%,28.6%,31.3%,10.0%,45.5%,33.3%,-49
2025 Wuhan R16,W vs Alexandrova,25.5%,25.5%,50.0%,32.2%,32.2%,57.5%,37.9%,50.0%,50.0%,14.3%,14.3%,40.0%,7.1%,66.7%,100.0%,-104
2025 Beijing SF,L vs Noskova,24.8%,33.6%,43.9%,28.0%,40.0%,44.4%,26.7%,24.4%,20.0%,20.0%,22.9%,42.9%,18.8%,36.8%,80.0%,-9
2025 BJK Cup Finals RR,L vs Paolini,20.4%,24.5%,35.9%,22.6%,29.0%,41.7%,60.0%,31.3%,0.0%,16.7%,16.7%,26.7%,0.0%,77.8%,66.7%,-104
2025 BJK Cup Finals RR,L vs Rybakina,23.2%,32.1%,38.1%,25.0%,38.9%,48.1%,38.1%,26.7%,25.0%,21.1%,21.1%,20.0%,16.7%,23.1%,100.0%,-43
2025 US Open SF,L vs Sabalenka,30.5%,43.9%,56.6%,33.3%,50.0%,56.3%,26.9%,45.5%,60.0%,30.0%,40.0%,57.1%,8.3%,16.7%,0.0%,38
2025 US Open QF,W vs Krejcikova,22.4%,29.3%,53.7%,26.5%,35.3%,60.0%,14.3%,40.0%,50.0%,20.0%,25.0%,43.8%,11.1%,36.4%,-,73
2025 Cincinnati R32,L vs Linette,24.5%,33.3%,47.2%,29.5%,41.0%,44.2%,50.0%,41.0%,66.7%,19.4%,25.0%,51.7%,9.5%,46.7%,66.7%,43
2025 Wimbledon R128,L vs Cocciaretto,24.0%,32.0%,44.1%,34.6%,46.2%,47.1%,41.7%,14.3%,25.0%,15.0%,20.0%,41.2%,11.1%,36.4%,-,25
Last 52 Weeks (26 matches),,25.2%,32.4%,45.8%,29.5%,39.2%,49.1%,38.8%,40.4%,43.9%,19.4%,22.6%,40.6%,22.8%,42.7%,61.8%,-18
Career (142 matches),,23.4%,31.2%,46.9%,27.8%,38.2%,51.4%,32.1%,30.6%,31.9%,18.3%,22.1%,40.1%,16.3%,36.8%,49.8%,3
