Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Dubai F,W vs Svitolina,68.2%,60.0%,0.0%,0/0,2.38,9.1%,69.2%,51.9%,0.0%,2.33,13.0%,81.8%,72.2%,0.0%,2.48,0.0%
2026 Dubai R16,W vs Jovic,72.9%,53.5%,3.4%,1/1,2.71,6.9%,71.4%,60.0%,2.9%,2.75,9.1%,78.3%,44.4%,4.3%,2.59,0.0%
2026 Australian Open SF,L vs Rybakina,67.1%,57.1%,15.1%,8/3,2.54,1.8%,55.0%,50.0%,15.0%,2.58,3.2%,81.8%,63.0%,15.2%,2.48,0.0%
2026 Australian Open QF,W vs Anisimova,69.0%,57.1%,7.0%,4/1,2.60,7.3%,79.1%,52.9%,4.7%,2.59,11.5%,71.4%,66.7%,14.3%,2.61,0.0%
2026 Brisbane SF,L vs Kostyuk,60.0%,33.3%,6.7%,1/2,2.62,13.3%,64.3%,33.3%,10.7%,2.52,19.0%,56.3%,33.3%,0.0%,2.83,0.0%
2025 Riyadh Finals SF,L vs Rybakina,56.2%,58.0%,6.7%,4/2,2.98,1.4%,50.0%,53.6%,0.0%,3.00,2.1%,78.6%,63.6%,21.4%,2.93,0.0%
2025 Riyadh Finals RR,W vs Paolini,72.3%,57.4%,1.5%,1/0,2.73,4.2%,77.8%,57.1%,0.0%,2.79,0.0%,75.0%,58.3%,6.3%,2.60,12.5%
2025 Riyadh Finals RR,L vs Sabalenka,62.2%,49.0%,6.1%,4/1,2.70,13.6%,63.0%,55.2%,0.0%,2.69,20.0%,73.3%,40.9%,16.7%,2.71,0.0%
2025 Riyadh Finals RR,W vs Gauff,61.7%,60.6%,3.5%,2/2,2.75,0.0%,66.1%,53.7%,1.6%,2.66,0.0%,83.3%,70.0%,8.3%,2.86,0.0%
2025 Wuhan F,L vs Gauff,71.2%,46.2%,2.7%,1/1,2.58,1.9%,81.5%,45.5%,0.0%,2.76,0.0%,72.7%,50.0%,18.2%,2.45,3.4%
2025 Wuhan SF,W vs Sabalenka,77.2%,64.1%,8.9%,6/3,2.71,11.1%,72.7%,52.1%,6.1%,2.60,16.7%,93.8%,83.3%,15.6%,2.94,0.0%
2025 Wuhan QF,W vs Siniakova,77.3%,51.0%,1.5%,1/0,2.65,10.0%,84.6%,45.5%,0.0%,2.60,8.8%,81.8%,61.1%,4.5%,2.74,12.5%
2025 Wuhan R16,W vs Alexandrova,64.0%,47.4%,2.2%,1/1,2.89,0.0%,66.7%,50.0%,1.9%,2.81,0.0%,80.8%,42.9%,3.8%,2.99,0.0%
2025 Beijing SF,L vs Noskova,69.5%,56.2%,7.6%,4/4,2.43,14.8%,68.8%,54.5%,6.3%,2.46,22.6%,85.3%,58.6%,11.8%,2.37,0.0%
2025 BJK Cup Finals RR,L vs Paolini,79.5%,50.0%,0.0%,0/0,2.63,5.1%,85.2%,47.8%,0.0%,2.68,8.3%,70.6%,58.3%,0.0%,2.55,0.0%
2025 BJK Cup Finals RR,L vs Rybakina,62.1%,52.8%,10.3%,4/2,-,0.0%,54.5%,61.1%,9.1%,-,0.0%,75.0%,44.4%,12.5%,-,0.0%
2025 US Open SF,L vs Sabalenka,70.8%,42.6%,5.2%,2/3,2.21,9.4%,72.3%,38.3%,1.5%,2.23,15.6%,78.6%,50.0%,14.3%,2.19,0.0%
2025 US Open QF,W vs Krejcikova,74.2%,58.7%,6.5%,1/3,2.74,22.0%,73.1%,47.4%,11.5%,2.54,36.0%,93.1%,66.7%,3.4%,3.06,0.0%
2025 Cincinnati R32,L vs Linette,65.6%,54.0%,9.4%,4/5,2.41,4.2%,66.1%,39.0%,6.5%,2.56,7.0%,78.6%,81.8%,17.9%,2.20,0.0%
2025 Wimbledon R128,L vs Cocciaretto,70.7%,24.1%,7.3%,2/1,2.98,2.9%,61.5%,31.3%,3.8%,3.08,5.9%,92.9%,15.4%,14.3%,2.88,0.0%
Last 52 Weeks (26 matches),,69.7%,53.8%,5.8%,59.5%,2.62,7.6%,70.9%,50.9%,3.6%,2.63,11.8%,81.4%,58.5%,11.2%,2.61,0.9%
Career (142 matches),,70.2%,54.4%,7.0%,54.0%,2.57,8.1%,71.9%,51.5%,4.1%,2.52,12.7%,79.3%,59.3%,13.5%,2.63,1.2%
