Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Dubai F,W vs Svitolina,78% (7/9),57% (4/7),1/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2026 Dubai R16,W vs Jovic,44% (4/9),75% (3/4),0/0,11% (1/9),100% (1/1),3/3,2/2,0/0,1/1,0/0
2026 Australian Open SF,L vs Rybakina,27% (3/11),100% (3/3),2/4,60% (6/10),33% (2/6),0/2,0/0,2/2,0/0,1/1
2026 Australian Open QF,W vs Anisimova,60% (6/10),67% (4/6),1/1,30% (3/10),33% (1/3),3/4,1/2,1/1,0/1,0/0
2026 Brisbane SF,L vs Kostyuk,25% (2/8),0% (0/2),0/3,57% (4/7),0% (0/4),0/0,0/0,1/2,0/0,1/1
2025 Riyadh Finals SF,L vs Rybakina,33% (5/15),80% (4/5),2/4,43% (6/14),17% (1/6),1/4,1/1,1/2,0/0,0/0
2025 Riyadh Finals RR,L vs Sabalenka,36% (5/14),80% (4/5),0/3,54% (7/13),43% (3/7),2/4,1/1,2/3,0/0,1/1
2025 Riyadh Finals RR,W vs Gauff,73% (11/15),82% (9/11),3/5,43% (6/14),17% (1/6),3/7,1/1,1/1,1/1,0/0
2025 Riyadh Finals RR,W vs Paolini,56% (5/9),80% (4/5),0/0,13% (1/8),100% (1/1),3/3,1/1,0/0,0/0,0/0
2025 Wuhan F,L vs Gauff,36% (4/11),100% (4/4),1/4,64% (7/11),14% (1/7),3/4,0/1,0/2,0/0,0/1
2025 Wuhan SF,W vs Sabalenka,53% (8/15),88% (7/8),2/6,53% (8/15),0% (0/8),4/7,1/2,2/3,0/1,2/2
2025 Wuhan QF,W vs Siniakova,42% (5/12),100% (5/5),0/1,36% (4/11),50% (2/4),4/4,1/1,0/1,0/0,0/0
2025 Wuhan R16,W vs Alexandrova,40% (6/15),67% (4/6),1/3,27% (4/15),25% (1/4),4/4,2/2,2/2,1/1,0/0
2025 Beijing SF,L vs Noskova,50% (7/14),71% (5/7),1/3,36% (5/14),20% (1/5),2/5,1/2,2/2,0/1,1/1
2025 BJK Cup Finals RR,L vs Rybakina,33% (3/9),33% (1/3),0/3,63% (5/8),20% (1/5),1/1,0/0,0/1,0/0,0/0
2025 BJK Cup Finals RR,L vs Paolini,44% (4/9),50% (2/4),1/3,56% (5/9),0% (0/5),0/2,0/0,0/2,0/0,0/1
2025 US Open SF,L vs Sabalenka,27% (4/15),50% (2/4),1/3,36% (5/14),40% (2/5),2/2,1/1,2/2,0/0,1/1
2025 US Open QF,W vs Krejcikova,78% (7/9),71% (5/7),1/2,33% (3/9),33% (1/3),3/4,1/1,0/0,0/0,0/0
2025 Cincinnati R32,L vs Linette,53% (8/15),63% (5/8),2/5,47% (7/15),29% (2/7),3/5,1/1,3/3,0/0,0/0
2025 Wimbledon R128,L vs Cocciaretto,0% (0/8),- (0/0),0/3,44% (4/9),0% (0/4),0/0,0/0,0/1,0/0,0/1
2026 (5 matches),,46.8%,63.6%,44.4%,35.6%,31.3%,69.2%,83.3%,80.0%,66.7%,100.0%
2025 (32 matches),,48.2%,76.5%,31.6%,41.9%,24.3%,69.2%,80.0%,65.9%,66.7%,60.0%
2024 (29 matches),,47.0%,69.8%,28.0%,41.9%,25.0%,69.3%,74.2%,67.6%,100.0%,50.0%
2023 (36 matches),,50.4%,86.8%,40.8%,40.2%,25.7%,73.0%,68.8%,74.1%,60.9%,71.4%
2022 (22 matches),,48.0%,79.1%,42.5%,45.7%,21.9%,74.0%,87.5%,62.5%,71.4%,55.6%
Career (266 matches),,47.7%,77.4%,35.0%,44.7%,25.1%,68.0%,70.7%,66.3%,70.8%,63.5%
